LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_chi2dof,L_chi2dofR,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Zchi2dof,Zchi2dofR,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score
1059786,0.463511,0.463516,0.463514,1.000011,549,1.4,1.0,1.5,0.9,15.87,1.18,350,8.0,2.0,7.5,2.1,15.85,1.15,2.1574,2.1913,29.5247,0.0813,12.411,2.1574,2.2348,12.9241,0.0436,17.8884,0.03,1e-05,NaN,NaN,NaN
1080552,0.702908,0.351453,0.52718,0.499999,548,8.2,2.5,17.3,3.7,15.93,0.42,291,75.1,8.1,184.7,13.8,15.94,0.49,1.4227,1.4396,59.1191,0.0283,8.7082,2.8453,2.9255,12.4774,0.0022,9.8948,0.07,0.66667,NaN,NaN,NaN
1092244,0.649496,0.649558,0.649527,1.000095,590,2.3,1.2,5.2,1.7,16.09,0.72,326,32.1,3.6,51.6,5.3,16.15,0.58,1.5397,1.5735,29.5421,0.1267,13.4443,1.5395,1.564,40.833,0.0138,14.1927,0.14,0.0001,NaN,NaN,NaN
1102647,0.621541,0.621548,0.621544,1.000011,559,2.8,1.3,2.3,1.2,14.8,0.78,285,4.6,1.7,3.8,1.5,14.72,0.79,1.6089,1.6428,29.5116,0.1039,14.9387,1.6089,1.6144,180.9955,0.0444,16.4619,0.01,1e-05,NaN,NaN,NaN
1111522,0.523951,0.499325,0.511638,0.952999,345,5.9,1.4,64.7,6.6,15.4,0.89,292,622.0,27.1,625.6,28.2,-512.93,530.5,1.9086,1.957,20.6356,0.0474,12.0773,2.0027,2.0027,0.0,0.9988,2037.1308,529.61,0.04813,NaN,NaN,NaN
1112498,0.492932,0.492942,0.492937,1.00002,541,1.6,1.0,2.6,1.0,15.99,1.09,289,8.9,1.9,10.4,2.2,15.89,1.44,2.0287,2.0416,77.1903,0.0601,13.9341,2.0286,2.0545,38.6922,0.0423,49.288,0.35,2e-05,NaN,NaN,NaN
1113422,0.386238,1.638072,1.012155,4.241095,384,8.7,2.6,31.7,5.3,15.5,0.43,22,29.0,1.7,192.7,15.7,15.26,21.67,2.5891,2.6255,27.4348,0.0221,10.469,0.6105,0.6171,150.1502,2.6774,3.6613,21.24,1.2368,NaN,NaN,NaN
1124773,0.331832,0.66366,0.497746,1.999988,169,1.0,1.0,3.2,1.6,16.39,0.34,155,2.2,1.3,86.9,12.3,16.46,0.49,3.0136,3.1227,9.1617,0.0323,5.7739,1.5068,1.5218,66.4673,0.0109,10.2981,0.15,0.66666,NaN,NaN,NaN
1127427,0.619895,0.6199,0.619898,1.000008,184,1.1,1.0,1.2,1.0,15.44,0.52,155,1.7,1.1,1.9,1.2,15.49,0.73,1.6132,1.6298,60.024,0.1003,6.2636,1.6132,1.652,25.7367,0.0087,8.9784,0.21,1e-05,NaN,NaN,NaN
1128811,0.313351,0.313355,0.313353,1.000013,144,1.2,0.8,1.2,0.9,16.57,0.5,195,1.8,1.2,2.2,1.3,16.56,0.38,3.1913,3.3003,9.1705,0.0286,7.3982,3.1913,3.1967,184.1621,0.0105,12.352,0.12,1e-05,NaN,NaN,NaN
1130401,0.467372,0.467362,0.467367,0.999979,151,23.0,2.8,24.7,3.3,15.22,0.75,189,53.8,5.8,56.0,5.9,15.13,0.8,2.1396,2.2293,11.1539,0.1046,5.3663,2.1397,2.1451,182.6484,0.0144,10.5373,0.05,2e-05,NaN,NaN,NaN
1132871,0.55664,0.556606,0.556623,0.999939,144,6.3,2.0,14.3,3.4,15.12,0.85,156,80.3,5.5,111.2,6.6,15.15,0.98,1.7965,1.8021,177.7778,0.1304,6.4857,1.7966,1.8413,22.3539,0.0061,6.2298,0.13,6e-05,NaN,NaN,NaN
1145534,0.536989,1.627078,1.082034,3.030002,310,1.9,1.1,44.6,6.4,15.62,0.82,23,49.6,5.7,301.5,9.8,-7.06,24.39,1.8622,1.8963,29.3815,0.0765,10.38,0.6146,0.6146,0.0,1250.582,527.6615,23.57,1.00744,NaN,NaN,NaN
1152390,0.488849,0.488846,0.488848,0.999994,145,1.7,1.1,1.6,1.1,15.38,0.99,197,9.5,2.2,10.9,2.2,15.33,0.97,2.0456,2.0484,356.5062,0.181,8.5514,2.0456,2.067,46.7071,0.0469,22.8901,0.02,1e-05,NaN,NaN,NaN
