ID,Porig,Pnew,ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,lab,bab
29848,0.55700898,0.55701916,119.526443,46.96212,1.17,0.37,1.02,0.27,-0.2541378,0.62,-0.31,-0.57,16.37,301,1,3.00701031496851,0.5322730619807107
50402,0.64329296,0.6432861,119.712975,52.149574,1.18,0.39,1.1,0.2,-0.1915912,0.49,-0.29,-0.88,16.46,284,1,2.9025349059441297,0.5449616056427095
62892,0.53077199,0.53076395,119.187241,53.379295,1.12,0.21,1.07,0.21,-0.275092,0.62,-0.55,-0.32,16.54,276,1,2.8770007389874532,0.5412615076284815
91437,0.6747281,0.67471133,120.29496,40.932457,1.18,0.24,1.09,0.37,-0.1708712,0.75,-0.12,-0.93,15.39,177,1,3.128973923097874,0.523843121693578
95250,0.31386898,0.31386924,120.124542,40.65662,1.18,-0.14,0.83,0.28,-0.5032516,0.55,0.14,-0.65,16.98,222,2,3.1339132048810185,0.5206840757474683
104455,0.55851803,0.55850723,121.150764,42.483574,1.27,-0.13,1.04,0.74,-0.2529628,0.86,-0.34,-0.13,16.88,119,1,3.100490149705327,0.5397779777642863
108513,0.47380899,0.47381616,120.915886,42.512482,1.24,-0.05,0.8,0.06,-0.3243967,0.85,-1.17,1.16,16.69,282,1,3.0993033258139704,0.5368981844984957
136668,0.53292096,0.53291291,120.797836,46.850952,1.14,0.14,0.66,-0.12,-0.2733372,0.91,-0.14,0.32,16.73,310,1,3.011687797363855,0.5470210941600627
141414,0.335691,0.33569516,120.575195,48.373753,1.3,-0.12,0.95,0.32,-0.4740603,0.48,0.29,-1.21,16.25,278,2,2.9804114971681166,0.5477192258608605
142794,0.47078899,0.47078646,121.182045,48.228256,1.19,0.29,1.09,0.16,-0.3271737,0.77,-0.15,-1.27,16.37,270,1,2.9843210346925844,0.5544212901885187
158779,0.60919706,0.60919675,120.751266,51.866173,1.2,0.38,1.31,0.42,-0.2152422,0.47,-0.52,-0.61,15.42,293,1,2.9094115031969876,0.5556604739574347
162255,0.51274402,0.51275821,120.154015,52.63969,1.18,0.3,1.18,0.4,-0.2900994,0.92,-0.88,-0.09,15.93,266,1,2.893005408228241,0.550354673031372
163933,0.33962903,0.339633,121.947922,52.004822,1.25,-0.04,0.79,0.34,-0.4689952,0.46,0.11,-1.32,15.53,306,2,2.9076138140674335,0.5686631768847925
172382,0.45831197,0.45829967,120.347374,53.593864,1.19,-0.24,0.66,0.02,-0.3388388,1.09,-1.14,0.4,16.44,227,1,2.8736671601161436,0.5535660788550415
174389,0.33403402,0.33403094,121.822433,53.5383,1.26,-0.02,0.7,0.24,-0.4762093,0.32,0.14,-0.89,15.05,270,2,2.8758139150960966,0.5687678966399121
186102,0.64742416,0.64741804,120.642136,65.84993,1.15,0.34,1.04,0.11,-0.1888111,0.77,-0.23,-1.02,16.44,188,1,2.6218685089309215,0.5553986745696355
215632,0.57216502,0.57216687,122.677216,32.412285,1.2,0.34,0.98,0.33,-0.2424787,0.61,-0.39,-0.94,16.12,286,1,-2.978247288895643,0.5226039379246621
258499,0.40150596,0.40150184,123.443306,38.050678,1.19,0.0,0.93,0.28,-0.396308,0.35,-0.08,-0.97,15.43,275,2,-3.0870511144649697,0.5555906607873549
263541,0.55820703,0.55820133,123.002663,40.655533,1.18,0.35,1.18,0.21,-0.2532047,0.68,-0.73,-0.13,15.82,270,1,-3.1409817883515956,0.5581213882027467
303860,0.49214299,0.49213597,122.766258,46.893044,1.24,0.3,1.44,0.44,-0.3079087,0.89,-0.64,-0.35,16.21,280,1,3.0141138050241274,0.5704259594293067
309626,0.59582401,0.59583163,122.413269,48.790382,1.21,0.15,0.78,0.29,-0.224882,0.68,-0.84,-0.4,15.27,215,1,2.974494831003856,0.5695882013883494
355767,0.52136995,0.52135188,122.431648,57.504322,1.28,-0.04,0.63,0.12,-0.282854,1.0,-0.18,-0.95,16.98,180,1,2.7936089073271635,0.5760982794982883
393084,0.53002701,0.53001766,125.665428,25.98872,1.18,0.31,1.13,0.56,-0.275702,0.9,-0.52,-0.36,16.87,493,1,-2.838830388246336,0.5350655887839016
418785,0.70014002,0.70010643,124.868622,30.915112,1.16,0.36,1.04,-0.09,-0.1548151,0.6,0.28,0.74,16.87,263,1,-2.9391519136509707,0.5473352534254218
420327,0.53522094,0.53521448,124.550468,29.237726,1.26,0.33,1.14,0.32,-0.2714669,0.49,-0.27,-0.86,15.61,144,1,-2.9077185338225533,0.5348910558587021
437483,0.699237,0.69925355,124.590233,31.571192,1.16,0.17,1.01,0.26,-0.1553756,0.42,0.26,-0.54,16.75,316,1,-2.9533588937622053,0.5462356959966653
439441,0.70924797,0.709264,124.954468,32.286797,1.21,0.3,1.12,0.16,-0.1492019,0.48,4.4,46.37,16.29,349,1,-2.9659776242541236,0.5545609165286783
514883,0.55772704,0.55773759,125.643463,43.034058,1.21,0.15,1.1,0.5,-0.2535783,0.59,-0.56,0.25,15.8,289,1,3.0991462461812915,0.5981417879509767
516954,0.29756894,0.29756708,124.235634,44.579464,1.38,-0.15,0.79,0.12,-0.5264124,0.63,-0.04,-1.05,15.81,243,2,3.0643792874815645,0.5836904617444636
523832,0.37237602,0.37237594,124.601967,45.734329,1.22,-0.08,0.76,0.27,-0.4290183,0.46,0.02,-1.3,15.58,251,2,3.04090460904224,0.590340166194562
558961,0.60053303,0.60051497,124.551598,54.888447,1.0,0.24,1.19,0.32,-0.2214631,0.48,-0.27,0.49,14.73,213,1,2.8482202596220665,0.5970596838147403
608497,0.485632,0.48562641,126.718132,22.681683,1.32,-0.24,1.24,0.37,-0.3136927,0.8,-0.87,-0.11,15.53,556,1,-2.769052124751603,0.5328315673413488
664583,0.60298596,0.60299783,127.899635,27.058247,1.17,0.29,1.08,0.16,-0.2196928,0.61,-0.35,-0.73,16.53,449,1,-2.8479235536492276,0.5738642580557356
670864,0.600812,0.60081948,126.711281,28.117901,1.18,0.04,1.08,0.38,-0.2212614,0.52,-0.11,-0.17,16.82,336,1,-2.8750459702252193,0.5613327940264162
717668,0.42674201,0.4267372,127.906685,36.105385,1.14,0.1,0.98,0.21,-0.3698346,0.34,0.2,-1.37,15.6,302,2,-3.033190253748425,0.6103067328373772
734545,0.28948202,0.28948319,127.967537,38.537231,1.21,-0.03,0.76,0.15,-0.5383784,0.33,-0.37,-0.89,15.41,305,2,-3.084258587661779,0.6180909013012719
737951,0.35702202,0.35702451,127.251083,37.170456,1.21,-0.01,0.85,0.2,-0.447305,0.51,-0.26,-0.63,16.07,273,2,-3.0574503303511467,0.604529693013276
771232,0.54092605,0.54093451,126.453407,43.477623,1.15,0.18,1.36,0.29,-0.2668621,0.78,-0.84,-0.4,16.17,301,1,3.0912049980847165,0.6092246287011407
798477,0.65162899,0.65163073,127.562714,49.840202,1.16,0.22,1.2,0.36,-0.1859996,0.67,0.66,4.57,16.46,294,1,2.9559943409327163,0.6290341157112762
803829,0.59528289,0.59529413,126.964096,51.918354,1.16,0.29,1.06,0.22,-0.2252766,0.78,-0.61,-0.76,14.74,270,1,2.9112266456190614,0.6225414908938574
810169,0.46518393,0.46517611,127.450302,51.852364,1.18,0.26,0.87,0.15,-0.3323753,0.88,-0.6,-0.46,16.06,289,1,2.9125880024356174,0.6277949319423604
813450,0.58936997,0.5893878,126.366295,53.580585,1.2,0.35,1.38,0.49,-0.229612,0.67,-0.41,-0.07,16.37,221,1,2.8756917420484562,0.6158743331512391
836895,0.473397,0.47340835,127.463974,60.044727,1.18,0.36,1.16,0.29,-0.3247745,1.05,-0.86,-0.61,15.83,194,1,2.7367460802971886,0.6188413928796295
843294,0.37421604,0.37421191,169.260147,18.717014,1.22,-0.02,1.14,0.32,-0.4268776,0.41,3.14,17.54,15.72,290,2,-2.284077485499939,1.1649025559510953
856862,0.62585006,0.62584575,168.424408,20.809628,1.17,0.35,1.12,0.3,-0.2035297,0.47,-0.13,-0.48,16.55,294,1,-2.3830376540880174,1.16657807203301
869112,0.63569105,0.63568379,168.1436,21.637032,1.16,0.32,1.02,0.2,-0.1967539,0.35,-0.32,-0.66,15.96,322,1,-2.421539617387012,1.167119124101128
872620,0.54924802,0.54924092,169.520172,22.499134,1.21,0.09,1.01,0.4,-0.2602315,0.81,-0.27,-1.09,16.67,282,1,-2.441174571471949,1.1929325437381242
880568,0.62827604,0.62825635,169.144638,24.187469,1.08,0.31,1.15,0.07,-0.2018495,0.67,-0.54,-0.87,15.76,200,1,-2.522751260710164,1.1947651394527183
880588,0.60014211,0.60012405,169.278519,23.970745,1.1,0.3,1.37,0.39,-0.2217459,0.86,-0.82,0.17,16.83,295,1,-2.5113717139871605,1.1959694166365944
883073,0.72551501,0.72549883,169.215576,24.296745,1.07,0.35,1.29,0.53,-0.1393536,0.42,-0.06,-0.56,16.35,302,1,-2.527149490425189,1.1962835759019534
895953,0.65815502,0.65815958,168.401672,27.650881,1.17,0.34,1.65,0.69,-0.1816718,0.47,-0.27,-0.74,16.72,297,1,-2.6899014431736603,1.1922867719148864
899832,0.58946198,0.58947294,169.230225,28.559521,1.23,0.31,1.02,0.17,-0.2295442,0.59,-0.27,-1.22,14.98,285,1,-2.731649718881365,1.2058654334954022
924301,0.50750497,0.5075052,169.431274,3.723548,1.14,0.3,1.28,0.34,-0.2945597,0.82,-0.43,-0.48,15.99,418,1,-1.8303616931514934,1.0056412617066128
966279,0.51727894,0.51727716,168.130676,39.812428,1.15,0.16,1.13,0.54,-0.2862752,0.89,-1.17,0.39,16.3,330,1,3.0519001833298045,1.1503465099894625
967924,0.64333296,0.64334854,168.248001,42.811531,1.13,0.34,1.03,0.2,-0.1915642,0.86,-0.36,-0.58,16.6,227,1,2.938890114263172,1.127761949468656
968962,0.57933691,0.57934779,169.951187,41.630974,1.16,0.34,1.23,0.34,-0.2370688,0.73,-0.04,-1.16,16.24,235,1,2.9549645966740394,1.1571707473647606
969277,0.69165895,0.69167516,169.237518,42.088608,1.13,0.36,1.36,0.41,-0.160108,0.63,-0.54,-0.49,16.02,220,1,2.9495540759928573,1.1451279755259995
970326,0.5922259,0.59222868,169.034073,41.048706,1.18,0.34,1.19,0.24,-0.2275126,0.56,-0.05,-0.77,16.19,275,1,2.9913896181631614,1.1516380536359383
976746,0.62066692,0.62067607,169.177338,44.11755,1.18,0.01,0.82,0.2,-0.2071414,0.48,-0.12,-1.07,15.19,236,1,2.8793743867701647,1.1256675543662626
989567,0.31622798,0.31622655,169.439743,47.355183,1.22,-0.08,0.67,-0.01,-0.4999997,0.35,-0.38,-0.27,16.08,283,2,2.7731361952012703,1.0944087074630444
991055,0.34727802,0.34728857,169.436066,47.75312,1.19,0.03,0.76,0.17,-0.4593227,0.41,0.18,-0.77,15.62,131,2,2.7616170221381076,1.0899406645779388
993105,0.79468387,0.79466639,168.498428,49.102016,1.12,0.39,1.16,0.24,-0.0998056,0.32,0.49,1.07,16.1,205,1,2.7385437694267427,1.0664136262610553
999528,0.65839405,0.65840726,169.044342,5.634354,1.21,0.14,1.19,0.63,-0.1815141,0.64,-0.31,-0.61,16.59,564,1,-1.8825993976636832,1.0256252816419478
1004849,0.45846396,0.45845587,169.297485,6.265203,1.18,0.32,1.2,0.46,-0.3386948,1.02,-0.74,-0.38,16.57,607,1,-1.8913784038012151,1.0366034026369921
1005497,0.65360008,0.65358846,169.713531,6.963072,1.19,0.24,0.96,0.16,-0.1846879,0.58,-0.26,-0.56,16.05,607,1,-1.898115374713913,1.0503391438501875
1013889,0.50456997,0.50458286,168.211075,51.534416,1.13,0.24,1.06,0.34,-0.2970786,0.9,-0.53,-0.38,16.66,228,1,2.6792549347364947,1.0356609248409152
1034627,0.62032702,0.62033338,169.48912,59.391106,1.19,0.35,1.11,0.31,-0.2073793,0.41,-0.74,0.48,15.37,167,1,2.495838283644411,0.9414829584033011
1049602,0.302012,0.30201543,169.255936,67.637978,1.21,-0.07,0.63,0.21,-0.5199758,0.41,0.23,-1.27,15.02,220,2,2.371064695419337,0.8212123196483719
1051321,0.330481,0.33048174,169.462662,7.617844,1.17,0.12,0.79,0.13,-0.4808535,0.36,1.42,7.63,15.23,558,2,-1.9206824819421993,1.0552958789258513
1051858,0.63208793,0.63206529,169.132523,8.416349,1.14,0.29,1.55,0.72,-0.1992225,0.44,0.24,-0.34,16.86,552,1,-1.9493058816749071,1.0607587594845937
1058132,0.63285206,0.6328429,169.776321,7.050864,1.18,0.37,1.36,0.53,-0.1986978,0.45,0.09,-0.53,16.5,607,1,-1.898743693244631,1.0521891928573015
1059786,0.46351106,0.46350883,168.678024,7.842072,1.18,0.19,1.28,0.37,-0.3339399,1.05,-0.77,-0.65,16.77,549,1,-1.9452741711027999,1.0481749355777146
1092244,0.64949214,0.64948899,170.805527,1.021448,1.14,0.31,1.37,0.37,-0.1874261,0.77,-0.51,-0.8,16.62,590,1,-1.7414720743474215,0.9842609783696822
1102647,0.62154603,0.62152491,171.236816,0.280535,1.12,0.31,1.35,0.42,-0.2065267,0.71,-0.63,-0.59,15.32,559,1,-1.7167407588466626,0.9783617654979413
1111522,0.5239479,0.52394244,171.774719,12.774167,1.16,0.25,1.33,0.3,-0.2807119,0.74,-0.69,-0.34,16.04,345,1,-2.0105494851273873,1.1449010827232402
1112498,0.49293199,0.49291977,171.362244,12.097942,1.18,0.28,0.99,0.05,-0.307213,0.95,-0.9,-0.08,16.83,541,1,-1.9995015509622638,1.1319681929659624
1113422,0.38623907,0.3862375,170.358612,12.579955,1.11,0.19,1.14,0.35,-0.4131438,0.51,-0.12,-0.73,15.7,384,2,-2.039871016560893,1.1239396784067885
1127427,0.61989809,0.61990778,170.750809,-9.618495,1.14,0.27,1.21,0.57,-0.2076797,0.49,0.17,-0.98,15.68,184,1,-1.5769573390544362,0.828280903118949
1128811,0.31334798,0.31335386,171.923477,-10.582987,1.25,-0.19,1.1,0.82,-0.5039731,0.64,0.16,-0.53,16.84,144,2,-1.5389615212385195,0.8232369015806853
1130401,0.46737201,0.46737576,171.309937,-10.020171,1.19,0.23,1.0,0.09,-0.3303373,0.88,-0.56,-0.61,15.74,151,1,-1.5595040465344931,0.8268671864248335
1132871,0.55664204,0.55663252,170.024094,-10.048211,1.12,0.28,1.17,0.42,-0.254424,0.85,-0.62,-0.89,15.77,144,1,-1.5873595013963229,0.8155399995793903
1145534,0.53698691,0.53698847,170.331818,13.632204,1.19,0.12,0.95,0.16,-0.2700363,0.75,-0.56,-0.73,16.18,310,1,-2.0748125081858184,1.1346560000140336
1152390,0.48884896,0.48885108,170.642776,-11.102414,1.26,0.03,0.72,-0.07,-0.3108253,0.94,-1.07,-0.16,16.16,145,1,-1.560778136888449,0.8047887713871053
1179977,0.68949004,0.68947215,171.143555,20.818182,1.16,0.32,1.43,0.44,-0.161472,0.49,-0.17,-1.22,16.02,254,1,-2.340434167046836,1.2079772818903154
1197898,0.34189299,0.34189102,170.555161,22.687811,1.21,-0.04,0.93,0.22,-0.4661098,0.28,0.03,-1.52,14.85,261,2,-2.436357462736444,1.2098447841899493
1210627,0.28446799,0.28446898,171.392624,25.652969,1.18,-0.05,0.71,0.04,-0.5459666,0.5,-0.05,-1.19,16.17,277,2,-2.575215858025113,1.2345935529832288
1212611,0.63089604,0.63090319,171.898666,26.60338,1.12,0.34,1.29,0.46,-0.2000422,0.7,-0.28,-0.97,16.07,297,1,-2.62247937416912,1.244699009352276
1240665,0.63253797,0.63253443,170.448395,3.474343,1.18,0.38,1.28,0.39,-0.1989134,0.37,2.09,13.26,14.74,468,1,-1.7997660713640329,1.013879215776026
1241164,0.42846899,0.42847238,171.706451,4.085573,1.18,0.06,0.84,0.24,-0.3680806,0.34,0.77,0.19,15.26,626,2,-1.7802707436192557,1.0360448972763538
1244554,0.53687391,0.53686956,171.606598,4.806827,1.18,0.28,1.07,0.14,-0.2701277,0.73,-0.68,-0.24,16.33,469,1,-1.7987537803978757,1.044649370488686
1249142,0.56563998,0.56565059,171.429184,-2.402048,1.15,0.35,1.23,0.21,-0.2474599,0.73,-0.91,-0.3,15.91,417,1,-1.665375718960469,0.9417971176686601
1265213,0.58308907,0.58308852,171.18515,34.195477,1.19,0.33,1.28,0.33,-0.2342651,0.61,-0.5,-0.42,15.98,293,1,-3.02247393214118,1.2236852451582643
1271119,0.56525394,0.56525954,171.557617,34.067039,1.18,0.34,1.46,0.84,-0.2477564,0.7,-0.66,0.35,16.77,280,1,-3.0201700975285473,1.2294622849823655
1273940,0.38231602,0.38231259,171.933319,36.328339,1.11,0.2,1.01,0.1,-0.4175775,0.46,-0.12,-1.2,16.0,324,2,-3.1360250532759313,1.2221668087090294
1307948,0.52747296,0.52748338,170.308594,44.237854,1.17,0.27,1.31,0.39,-0.2777998,0.63,-0.11,0.3,16.01,262,1,2.8563185873513195,1.136087170000669
1332201,0.58071294,0.5807103,170.684616,5.396411,1.21,0.12,0.93,0.34,-0.2360385,0.58,-0.58,-0.61,15.67,260,1,-1.8362085461456736,1.0419615634406147
1348385,0.65894702,0.65893768,170.111084,51.537971,1.19,0.35,1.31,0.18,-0.1811495,0.61,0.51,0.82,16.6,187,1,2.6503348290309496,1.0502518773875877
1372405,0.58918095,0.58919126,170.901611,62.635674,1.12,0.38,1.19,0.29,-0.2297513,0.89,1.35,4.87,16.36,181,1,2.4263218195374776,0.9016719981653105
1374889,0.31313304,0.31313748,171.391602,63.215458,1.17,0.06,0.91,0.14,-0.5042711,0.36,-0.47,-0.83,15.33,189,2,2.4124289986916025,0.8951444667628516
1390653,0.52186996,0.52185509,170.800018,8.15503,1.16,0.24,1.1,0.04,-0.2824377,0.97,-0.51,-0.43,16.56,524,1,-1.900890448224584,1.0783516783446965
1426563,0.55673292,0.55672885,170.084152,-8.818089,1.19,-0.02,0.7,0.26,-0.2543531,0.77,-0.63,-0.48,16.7,173,1,-1.6021424401607147,0.8345466351336086
1434107,0.51193992,0.51194976,172.051422,2.751531,1.11,0.33,1.12,0.39,-0.290781,0.93,-0.33,-1.22,16.16,528,1,-1.7432174035994166,1.0214539447296813
1435279,0.38185897,0.38185915,172.311539,1.2593,1.09,0.21,1.05,0.42,-0.418097,0.5,-0.33,-0.62,15.78,545,2,-1.7071763545457337,1.0031803474613008
1440217,0.34055001,0.34054759,172.693146,2.617494,1.16,0.11,1.06,0.4,-0.4678191,0.36,0.26,-0.4,15.76,574,2,-1.723303196834161,1.0262885067577057
1448299,0.60691001,0.60692851,173.844803,-0.895189,1.19,0.28,1.37,0.31,-0.2168757,0.77,-0.47,-0.79,15.55,435,1,-1.6280082196752712,0.9866869860299543
1457871,0.51544603,0.51545334,173.129395,11.340947,1.17,0.29,0.92,0.01,-0.2878168,0.78,0.22,2.59,15.41,498,1,-1.9280303180930956,1.1458261072267972
1462162,0.50900002,0.50900602,172.179993,12.476124,1.2,0.18,0.77,0.2,-0.2932822,0.86,-0.79,-0.61,15.75,405,1,-1.9901465861715737,1.1468907580705139
1468233,0.32525501,0.32525557,173.287811,12.635736,1.21,-0.05,0.74,0.35,-0.487776,0.37,-0.06,-1.08,16.44,256,2,-1.9649091251877362,1.1630176003589414
1478037,0.70612096,0.70611859,173.57666,13.388298,1.23,-0.13,0.78,0.42,-0.1511209,0.64,-0.14,-0.69,16.08,308,1,-1.9821529781974396,1.1753221715855013
1482761,0.29708102,0.29707928,172.082275,13.855763,1.28,-0.18,0.63,0.23,-0.5271251,0.39,-0.25,-1.19,16.19,340,2,-2.038998351934895,1.1607312190388288
1491155,0.53624888,0.53623685,172.141922,15.533037,1.15,0.24,1.09,0.26,-0.2706336,0.84,-0.38,-0.74,16.69,323,1,-2.098095200407423,1.1787953767969703
1491942,0.47945903,0.47945868,172.614075,15.619328,1.17,0.2,0.77,0.05,-0.3192485,0.9,-0.45,-0.89,16.36,331,1,-2.089455820610052,1.186178119532906
1492054,0.35665408,0.3566507,172.822678,16.665663,1.12,0.13,1.33,0.43,-0.4477528,0.57,-0.38,-0.59,16.53,339,2,-2.125252523568455,1.1992506356303438
1492129,0.62767091,0.62766951,172.95134,16.947945,1.08,0.36,1.02,0.2,-0.202268,0.67,-0.69,-0.54,15.56,339,1,-2.133542837515428,1.2037186785154492
1499034,0.63910807,0.63908961,173.891876,17.838152,1.18,0.35,1.4,0.27,-0.1944257,0.8,0.14,-1.23,16.28,242,1,-2.147645097871542,1.2252211349000195
1508774,0.47044104,0.47042917,173.778717,20.962376,1.18,0.27,1.22,0.3,-0.3274948,1.01,-0.67,-0.68,16.24,141,1,-2.298249559026133,1.2486434534617832
1520272,0.40832898,0.40832977,173.056198,22.822311,1.11,0.21,1.1,0.36,-0.3889898,0.38,-0.02,-1.2,16.17,310,2,-2.4073500905682987,1.248992519312182
1539000,0.50027696,0.50027878,172.794327,25.62079,1.13,0.2,1.06,0.16,-0.3007895,0.77,-0.58,-0.57,15.8,410,1,-2.562457501193035,1.2562705422929985
1551619,0.33814596,0.33814873,172.288788,27.74382,1.22,-0.07,0.78,0.22,-0.4708958,0.38,-0.03,-1.21,15.27,295,2,-2.6835833512814418,1.2523435514760113
1553288,0.28399899,0.28399796,172.179428,28.322762,1.26,-0.15,0.82,0.33,-0.5466832,0.37,6.1,44.46,15.82,273,2,-2.715959208905936,1.2510171012444955
1559109,0.27265904,0.27266275,173.604248,30.201559,1.3,-0.23,0.51,0.01,-0.5643801,0.42,0.05,-1.2,15.82,316,2,-2.826298924217017,1.2714549067853491
1584721,0.67619507,0.67617783,172.957169,-2.240579,1.03,0.16,1.14,0.25,-0.169928,0.83,-0.97,0.09,15.6,426,1,-1.6294219363693854,0.9585697317803257
1585633,0.406924,0.40692853,173.523178,-2.346095,1.12,0.14,0.9,0.25,-0.3904867,0.42,-0.1,-1.41,15.27,432,2,-1.613050747985679,0.962130203454394
1593736,0.59262695,0.59263803,172.391541,31.228901,1.22,0.24,0.76,-0.08,-0.2272186,0.51,1.06,8.62,16.75,264,1,-2.87785595032093,1.2512963539248148
1615764,0.48819002,0.48818008,173.097565,38.533611,1.13,0.33,1.18,-0.02,-0.3114111,0.94,-0.42,-0.93,15.96,334,1,3.0253188188219307,1.2204389327495548
1627564,0.584916,0.58491143,172.716293,39.352745,1.17,0.33,1.27,0.48,-0.2329065,0.75,-0.5,-0.49,16.19,317,1,2.996869952014423,1.2089197596863923
1634230,0.60053801,0.60052428,173.989868,41.226318,1.19,0.36,0.99,0.27,-0.2214595,0.56,-0.1,-0.37,15.35,273,1,2.893843166269198,1.2051847550871246
1634758,0.47911305,0.47911465,172.418854,42.740177,1.15,0.27,1.17,0.28,-0.319562,0.92,-0.47,-0.94,15.35,230,1,2.8693736501562377,1.1730881501429486
1637658,0.66459994,0.66457448,172.257767,43.879875,1.15,0.32,1.31,0.37,-0.1774397,0.64,-0.19,-0.71,15.55,157,1,2.8324773897690774,1.1593349556372334
1648028,0.61090995,0.61089772,173.868713,45.324966,1.19,0.26,0.82,-0.04,-0.2140228,0.67,0.19,-0.29,16.92,256,1,2.752174790884818,1.1578165191879983
1650268,0.59090097,0.59092112,173.132782,45.567238,1.16,0.33,1.29,0.58,-0.2284853,0.67,0.1,-0.09,16.59,196,1,2.759836786301074,1.148374287934709
1656568,0.27652105,0.2765224,173.831543,49.233284,1.19,-0.02,0.74,0.15,-0.5582718,0.36,0.12,-0.76,14.95,188,2,2.6424808473969748,1.1078477427034008
1679845,0.68338399,0.6833732,172.80751,-4.066454,1.21,-0.05,0.86,0.28,-0.1653352,0.63,-0.21,-1.09,15.68,441,1,-1.6050396867190253,0.9299637853401387
1684856,0.52178393,0.521782,173.939346,-4.924541,1.08,0.3,1.22,0.4,-0.2825093,0.76,-0.93,-0.19,16.24,420,1,-1.564094262467238,0.9267174729314291
1685980,0.75298288,0.75299624,173.391785,-3.590227,1.16,0.37,1.23,0.31,-0.1232149,0.41,0.35,-0.4,15.88,368,1,-1.5973602380102498,0.9422858098592185
1691490,0.71925104,0.71923215,172.689133,52.462601,1.06,0.34,1.47,0.38,-0.1431195,0.44,0.0,-1.1,15.09,263,1,2.5867001245032357,1.056360529769568
1710162,0.60098606,0.60098214,173.651031,60.305698,1.03,0.39,1.28,0.26,-0.2211356,0.47,-0.78,0.1,14.55,182,1,2.4288700002453885,0.948324649071119
1720538,0.29156199,0.29156192,173.630661,64.565765,1.17,-0.02,0.71,0.14,-0.5352691,0.47,-0.09,-1.11,16.53,231,2,2.370279297255939,0.883066788339051
1736308,0.55584909,0.55583692,172.210449,7.347865,1.21,0.21,1.05,0.27,-0.2550431,0.65,-0.54,-0.58,15.86,372,1,-1.8426139045004932,1.084966476209755
1746311,0.319192,0.31919315,173.812637,-5.544868,1.3,-0.14,0.57,0.19,-0.495948,0.41,1.0,3.9,15.88,226,2,-1.5587186483710953,0.9161582309568634
1748058,0.31023601,0.31023582,173.434341,-5.102598,1.23,-0.1,0.86,0.37,-0.5083078,0.42,0.25,-0.31,15.93,463,2,-1.574339345176445,0.9197361559234519
1749054,0.28954695,0.28954696,172.079468,-5.473282,1.23,-0.19,0.88,0.33,-0.538281,0.56,0.02,-0.0,16.59,167,2,-1.6023518796709535,0.9023875831586282
1780485,0.58639695,0.58641306,172.414795,-7.778874,1.05,0.31,1.35,0.52,-0.2318083,0.72,-0.44,0.04,16.7,240,1,-1.5628027188207616,0.8703258847994924
1784750,0.59082505,0.59083682,174.689011,2.550243,1.16,0.31,1.23,0.4,-0.2285411,0.66,-0.45,-0.87,15.74,520,1,-1.6660389440762273,1.045260235726884
1788821,0.57180204,0.5717901,174.797211,2.679136,1.14,0.24,1.0,0.44,-0.2427543,0.71,-0.72,0.44,16.74,521,1,-1.6653931722529896,1.0481923888702345
1790596,0.534499,0.53448853,175.66452,1.131214,1.18,0.26,1.29,0.55,-0.2720531,0.8,-0.89,0.23,15.64,509,1,-1.6115497648289638,1.0334094501058426
1804606,0.49980604,0.49980033,174.358734,0.624141,1.22,0.28,1.44,0.51,-0.3011985,0.9,-0.89,0.26,16.75,553,1,-1.6399462717589115,1.013914122361066
1817613,0.6108271,0.61083193,174.045258,11.910814,1.13,0.23,1.23,0.22,-0.2140817,0.47,-0.05,-1.01,16.68,372,1,-1.9193211251256441,1.1640298913250982
1818091,0.49499704,0.49499935,175.817307,12.545665,1.18,0.3,1.22,0.61,-0.3053974,1.01,-0.76,-0.4,16.88,304,1,-1.8849381388613553,1.1934386892212028
1828651,0.53517103,0.53516887,175.555054,13.38567,1.16,0.15,0.86,0.12,-0.2715074,0.88,-0.57,-0.6,16.86,316,1,-1.922305638146554,1.20040255293666
1838988,0.34457201,0.34456853,175.590942,15.467942,1.12,0.15,1.25,0.43,-0.46272,0.46,0.01,-0.67,16.75,320,2,-1.9995015509622638,1.224680082831901
1852714,0.45498104,0.45497358,175.324722,17.477432,1.17,0.25,1.28,0.42,-0.3420067,1.0,-0.46,-0.86,16.33,294,1,-2.0928068527738803,1.2419064825490853
1857382,0.56643098,0.56642619,175.755051,19.051371,1.17,0.28,0.92,0.17,-0.246853,0.55,-0.67,-0.44,14.73,280,1,-2.1549754807299184,1.262571180892698
1863652,0.63562197,0.63561503,174.650253,20.726227,1.2,-0.21,0.76,0.21,-0.1968011,0.88,-0.29,-0.72,16.68,250,1,-2.267636483946152,1.2599706403072264
1871916,0.60045408,0.60046901,175.805893,21.136133,1.12,0.27,1.04,0.14,-0.2215202,0.88,-0.76,-0.62,15.53,267,1,-2.263238254231127,1.2800768332902013
1876491,0.76012497,0.7601398,174.614151,23.736048,1.12,0.23,0.97,0.22,-0.119115,0.38,-0.3,-0.7,15.99,301,1,-2.4343677873891707,1.2774762927047296
1882088,0.31598401,0.31598505,174.5672,23.566439,1.17,0.07,1.03,0.21,-0.5003349,0.43,0.05,-1.05,14.89,303,2,-2.42523971540124,1.2759404029629744
