objectID,raLIN,decLIN,raSDSS,decSDSS,r,ug,gr,ri,iz,JK,<mL>,std,rms,Lchi2,LP1,phi1,S,prior,nobs
10004892,206.20259,34.05875,206.202469,34.058662,16.76,1.14,0.24,0.08,0.01,-0.01,16.84,0.24,0.22,0.93,-0.17,0.13,-1,0,269
10030349,207.17722,41.91895,207.177231,41.918797,14.52,1.19,-0.2,-0.11,-0.07,0.25,15.33,0.25,0.26,2.12,0.04,-0.15,-1,0,255
10040133,206.65706,43.5433,206.657028,43.543236,16.01,1.16,0.25,0.09,0.03,0.32,16.02,0.16,0.19,1.22,0.09,-0.15,-1,0,257
1004849,169.29755,6.26519,169.297485,6.265203,16.36,1.17,0.24,0.08,-0.0,0.45,16.57,0.32,0.37,1.91,-0.34,-0.23,-1,0,607
1005497,169.71355,6.96319,169.713531,6.963072,15.71,1.18,0.19,0.06,-0.01,0.16,16.05,0.19,0.24,1.56,-0.18,-0.02,-1,0,607
10064356,207.06108,5.64943,207.060974,5.649392,16.46,1.15,0.25,0.09,0.03,0.03,16.38,0.19,0.18,1.02,-0.2,0.05,-1,0,291
10066464,206.94501,5.34694,206.944962,5.346962,15.9,1.16,0.18,0.06,-0.0,0.19,15.91,0.31,0.21,1.51,0.3,31.44,-1,0,274
10071455,206.22371,6.74128,206.223587,6.741248,15.59,1.14,-0.0,-0.04,-0.05,0.18,15.62,0.3,0.14,1.55,-0.23,-0.17,1,0,269
10084768,207.9926,-4.60359,207.992432,-4.603579,16.48,1.15,0.24,0.09,0.06,0.56,16.42,0.23,0.26,1.4,-0.19,0.03,-1,0,388
10085065,207.22037,-3.21427,207.220245,-3.214271,14.94,1.11,0.11,0.04,-0.02,0.14,14.97,0.14,0.19,1.94,-0.47,-0.1,-1,0,444
10132759,206.45459,7.38065,206.454544,7.380644,15.05,1.01,0.23,0.06,-0.02,0.09,15.21,0.33,0.19,1.82,-0.32,-0.07,-1,0,260
10141859,207.69328,-5.97549,207.693237,-5.97536,15.17,1.16,0.17,0.06,-0.01,0.1,15.36,0.24,0.28,2.2,-0.16,-0.22,-1,0,484
10164624,209.4958,2.58745,209.495773,2.587467,15.97,1.28,0.49,0.16,0.04,0.44,15.97,0.12,0.16,0.97,-0.53,-0.01,-1,0,252
10178590,208.75813,-0.09999,208.758163,-0.100046,16.28,1.03,0.02,-0.03,-0.04,-0.02,16.36,0.13,0.15,0.89,-1.28,-0.01,-1,0,283
10183351,208.52197,0.74042,208.521881,0.740297,16.31,1.23,-0.03,-0.06,-0.07,-0.02,16.56,0.18,0.22,0.9,-0.13,0.05,1,0,259
1019294,169.55083,53.46008,169.550766,53.459976,15.84,1.1,0.02,-0.04,-0.06,0.37,15.96,0.15,0.19,0.93,-0.11,0.17,-1,0,278
10256108,208.40666,21.84653,208.406662,21.846382,15.28,1.23,-0.02,-0.06,-0.04,0.45,15.87,0.31,0.38,2.29,-0.33,-0.0,1,0,291
10256156,208.49306,22.59197,208.492981,22.591896,16.74,1.23,0.16,0.03,-0.01,0.52,16.98,0.28,0.34,1.21,-0.27,-0.01,-1,0,304
10260828,209.64821,22.56209,209.648148,22.561989,15.62,1.17,-0.04,-0.06,-0.05,0.1,15.89,0.16,0.21,1.25,0.18,-0.16,-1,0,280
10278022,209.18864,26.1114,209.188583,26.111385,16.54,1.16,0.12,0.04,-0.02,0.14,16.55,0.15,0.17,0.68,0.08,0.03,1,0,262
10281107,209.34938,26.32247,209.349243,26.322409,14.51,1.26,0.42,0.14,0.01,0.33,14.62,0.17,0.14,1.81,0.43,-0.27,-1,0,259
10321095,208.91963,-2.68965,208.919601,-2.689821,16.82,1.13,0.14,0.03,-0.05,-0.02,16.74,0.14,0.16,0.55,-0.17,0.12,-1,0,443
10324405,209.48897,-2.9284,209.488937,-2.928472,16.41,1.13,0.21,0.06,0.02,0.21,16.66,0.24,0.29,1.29,-0.24,-0.16,1,0,457
10325207,209.25528,-2.08974,209.255295,-2.089725,15.65,1.18,0.2,0.05,0.0,0.3,15.98,0.13,0.17,1.22,-0.21,-0.17,-1,0,542
10330471,209.71785,-2.43737,209.717804,-2.437493,16.54,1.21,0.24,0.09,0.05,0.43,16.69,0.19,0.25,0.88,-0.23,0.04,-1,0,688
10336985,209.54771,32.53806,209.547668,32.537975,16.19,0.99,0.3,0.11,0.0,0.5,16.27,0.13,0.13,0.8,-0.81,-0.11,-1,0,261
10341978,208.18024,33.5747,208.180191,33.574619,15.72,1.27,0.11,0.01,-0.02,-0.03,16.11,0.2,0.22,1.45,-0.25,-0.01,-1,0,255
10355826,208.95869,36.48468,208.958618,36.484657,15.95,1.16,0.22,0.09,-0.0,0.15,15.96,0.23,0.3,1.8,-0.21,-0.25,-1,0,407
10397082,208.70351,49.22696,208.703445,49.226929,15.63,1.16,0.24,0.08,-0.02,-0.04,15.58,0.31,0.37,2.24,-0.3,-0.2,-1,0,255
10403458,209.85313,5.83644,209.853088,5.836339,15.39,1.19,0.02,-0.03,-0.05,0.03,15.55,0.15,0.2,1.71,-0.53,-0.0,1,0,251
10420063,208.11526,-4.84728,208.115189,-4.847239,14.68,1.12,0.21,0.05,-0.01,0.15,14.67,0.31,0.37,2.98,-0.01,0.15,-1,0,488
10471777,208.82118,7.84703,208.821136,7.846983,16.45,1.14,0.35,0.11,0.01,0.41,16.58,0.12,0.14,0.51,-0.51,0.01,-1,0,255
10480983,208.99963,-5.25399,208.999542,-5.25407,16.44,1.17,0.09,0.01,-0.04,0.33,16.5,0.15,0.2,0.8,-0.48,0.02,-1,0,515
10481905,209.05557,-5.48382,209.05542,-5.483827,15.5,1.14,0.16,0.03,0.01,0.46,15.65,0.24,0.3,2.1,-0.01,-0.09,-1,0,510
10488093,208.01872,-5.10307,208.018539,-5.103138,14.71,1.14,0.14,0.0,-0.03,0.34,15.08,0.18,0.23,2.16,-0.25,0.12,-1,0,495
10494061,209.32213,9.4419,209.322052,9.441809,15.94,1.16,0.23,0.02,-0.0,0.27,16.15,0.17,0.19,1.31,0.06,0.06,-1,0,256
10495321,209.57646,9.13527,209.576401,9.135236,16.18,1.21,-0.13,-0.12,-0.06,0.15,16.93,0.33,0.38,1.5,-0.28,-0.03,-1,0,278
10498524,209.01831,9.14243,209.018234,9.142374,16.97,1.16,0.25,0.08,0.04,-0.01,16.92,0.21,0.21,0.96,-0.15,-0.16,-1,0,266
10503746,208.74167,10.40162,208.741608,10.401569,15.27,1.12,0.22,0.05,0.02,0.41,15.36,0.23,0.24,2.25,-0.24,-0.18,-1,0,264
10505581,208.71481,10.03742,208.714767,10.037456,16.44,1.12,0.21,0.07,0.0,0.3,16.48,0.22,0.22,1.39,-0.2,-0.14,-1,0,282
10509093,208.71559,-8.91858,208.715485,-8.918706,16.34,1.21,0.37,0.14,0.05,0.6,16.4,0.13,0.16,0.64,-0.46,0.03,-1,0,452
1051321,169.46269,7.61782,169.462662,7.617844,15.16,1.16,0.1,0.02,-0.04,0.13,15.23,0.15,0.17,1.79,-0.48,0.16,-1,0,558
10513982,208.47545,-7.87947,208.475372,-7.879507,14.83,1.26,0.51,0.14,0.02,0.39,14.66,0.18,0.24,2.17,-0.44,0.04,-1,0,461
10517655,208.43108,-8.44457,208.431,-8.444516,16.86,1.13,0.11,0.06,-0.03,0.78,16.9,0.27,0.28,1.11,0.02,0.09,-1,0,411
1051858,169.13261,8.41639,169.132523,8.416349,16.85,1.13,0.22,0.08,-0.01,0.72,16.86,0.14,0.18,0.57,-0.2,-0.05,1,0,552
10521151,209.34421,-8.06933,209.344131,-8.069341,14.7,1.17,0.11,0.06,-0.02,0.32,15.01,0.12,0.16,1.75,-0.13,-0.05,-1,0,437
10522254,209.03828,-8.43214,209.038315,-8.431948,16.85,1.15,0.23,0.09,0.03,0.33,16.87,0.21,0.25,0.71,-0.12,-0.06,-1,0,464
10543030,211.64307,0.48453,211.643005,0.484479,15.42,1.16,0.08,-0.02,-0.04,-0.15,15.43,0.16,0.23,1.76,-0.51,-0.04,-1,0,294
10569367,211.24203,-9.48152,211.241943,-9.481315,16.4,1.12,0.15,0.04,-0.0,-0.02,16.63,0.34,0.43,1.75,-0.33,-0.15,-1,0,457
10575954,211.03366,-9.99582,211.033554,-9.995906,15.43,1.08,0.21,0.08,0.02,0.34,15.37,0.27,0.37,2.22,-0.21,-0.14,-1,0,335
10578950,210.84137,-10.2854,210.841248,-10.285397,14.61,1.16,0.01,-0.07,-0.04,0.21,14.85,0.14,0.19,1.9,-0.17,-0.07,-1,0,428
1058132,169.77638,7.05101,169.776321,7.050864,16.41,1.17,0.28,0.1,0.03,0.53,16.5,0.14,0.18,0.84,-0.2,-0.13,-1,0,607
10593916,211.04831,-11.0913,211.048203,-11.091378,16.72,1.17,0.27,0.1,0.04,-0.03,16.85,0.23,0.27,1.04,-0.25,-0.21,-1,0,437
10594697,211.17442,-12.35806,211.174301,-12.358116,16.34,1.17,0.01,-0.03,-0.05,0.49,16.45,0.13,0.16,0.57,-0.26,-0.0,-1,0,316
1059786,168.67804,7.84215,168.678024,7.842072,16.51,1.17,0.16,0.03,-0.02,0.37,16.77,0.34,0.43,1.86,-0.33,-0.17,-1,0,549
10598277,211.04271,-11.94037,211.042603,-11.940266,15.23,1.19,0.27,0.18,-0.06,0.17,15.22,0.2,0.25,2.1,-0.2,-0.2,-1,0,422
10606728,211.39508,-12.30737,211.394836,-12.307392,15.24,1.03,0.23,0.02,-0.05,0.29,15.36,0.11,0.09,1.27,-0.22,0.12,-1,0,409
10609185,210.98164,-11.80065,210.981598,-11.800606,14.85,1.03,0.29,0.1,0.02,0.41,15.17,0.16,0.23,1.76,-0.74,-0.04,-1,0,424
10623386,210.76135,-13.64997,210.76123,-13.650076,16.44,1.1,0.19,0.08,-0.0,-0.04,16.59,0.27,0.32,1.48,-0.33,-0.12,-1,0,385
10628913,211.78893,-14.19772,211.788834,-14.197702,15.7,1.21,0.13,0.0,-0.02,0.16,15.75,0.16,0.21,1.41,-0.57,-0.08,-1,0,345
10647040,211.96233,-15.61896,211.96225,-15.618854,14.84,1.25,0.34,0.12,0.02,0.31,14.98,0.21,0.27,2.39,-0.25,-0.19,-1,0,383
10655742,211.73961,20.94021,211.739639,20.940186,15.21,1.15,0.24,0.09,0.0,0.24,15.24,0.21,0.26,2.26,0.01,0.0,-1,0,270
10671227,210.37491,23.56657,210.374893,23.566582,15.77,1.1,0.36,0.14,0.03,0.47,15.87,0.25,0.06,0.78,0.03,-0.08,-1,0,278
1071236,169.24319,10.25762,169.243103,10.257625,16.41,1.21,0.43,0.14,0.02,0.32,16.54,0.14,0.18,0.78,-0.47,-0.03,-1,0,508
10714683,210.09406,3.272,210.093979,3.271867,16.19,1.15,0.23,0.09,0.03,0.32,16.3,0.16,0.21,1.11,-0.21,-0.03,1,0,261
10723388,210.37425,-2.53147,210.374252,-2.531624,15.76,1.1,0.2,0.05,0.01,0.31,15.98,0.3,0.38,2.13,-0.31,0.0,1,0,447
10725047,211.65868,-1.84219,211.658661,-1.842189,14.74,1.14,0.21,0.06,0.01,0.09,14.73,0.32,0.43,2.99,-0.32,0.0,-1,0,319
10732372,211.16354,-1.78724,211.163498,-1.787231,16.46,1.14,0.07,-0.03,-0.01,-0.03,16.59,0.18,0.2,0.77,-0.16,0.0,1,0,302
10734049,210.16418,-1.8261,210.164185,-1.826096,16.42,1.13,0.48,0.14,0.06,0.51,16.53,0.24,0.21,0.87,-0.55,0.0,-1,0,381
10754530,210.36,36.1457,210.359894,36.145573,16.51,1.19,0.02,-0.02,-0.0,-0.01,16.82,0.24,0.28,0.86,0.9,0.08,1,0,279
1080552,168.96858,10.85756,168.968567,10.857431,15.89,1.2,-0.02,-0.03,-0.04,0.6,16.2,0.16,0.21,1.3,0.51,18.88,1,0,548
10820520,210.86281,-3.28492,210.862732,-3.284906,15.88,1.09,0.03,0.02,-0.05,0.47,15.88,0.15,0.19,1.23,0.19,0.04,-1,0,368
1083678,171.07114,1.39275,171.071106,1.39278,16.89,1.26,0.55,0.16,0.07,0.44,16.95,0.16,0.17,0.5,3.15,-0.14,-1,0,510
108513,120.91587,42.51262,120.915886,42.512482,16.04,1.23,0.0,-0.05,-0.06,0.06,16.69,0.26,0.21,1.43,0.15,0.15,1,0,282
1087936,171.49364,2.08476,171.493591,2.08462,15.38,1.06,0.29,0.09,0.01,0.28,15.54,0.19,0.16,1.42,-0.24,0.12,-1,0,558
10890118,210.29263,-7.51288,210.292557,-7.513066,16.13,1.1,0.22,0.06,0.04,0.18,16.32,0.28,0.35,1.8,-0.19,-0.02,-1,0,468
10890707,210.57361,-7.40447,210.573517,-7.404694,15.36,1.21,-0.06,-0.09,-0.07,-0.1,15.62,0.18,0.2,1.48,0.12,-0.02,-1,0,463
10897439,210.74812,-8.16187,210.748001,-8.161876,15.47,1.04,0.31,0.07,-0.02,0.33,15.72,0.13,0.19,1.24,-0.45,-0.0,-1,0,477
10901803,212.76227,1.99678,212.762207,1.996674,15.72,1.04,0.33,0.1,-0.02,0.37,15.9,0.14,0.18,1.22,-0.49,-0.1,-1,0,268
10904449,212.56175,2.41228,212.561737,2.412205,15.14,1.11,0.27,0.07,0.0,0.25,15.16,0.11,0.15,1.58,-0.45,-0.02,-1,0,267
10916514,213.24265,-0.98512,213.242981,-0.985101,14.97,1.21,0.02,-0.04,-0.02,0.32,15.12,0.11,0.14,1.52,0.55,-0.21,-1,0,285
10917192,213.16063,-0.89745,213.160645,-0.897413,15.09,1.11,0.28,0.06,-0.01,0.29,15.07,0.17,0.18,1.82,-0.73,-0.03,-1,0,288
1092244,170.80559,1.02154,170.805527,1.021448,16.67,1.14,0.24,0.07,0.06,0.37,16.62,0.25,0.32,1.49,-0.19,0.16,-1,0,590
10926207,212.52399,0.09039,212.523941,0.090453,15.78,1.1,0.27,0.1,0.01,0.29,15.75,0.14,0.16,1.46,-0.11,-0.09,-1,0,279
10954700,212.86292,-12.62542,212.862778,-12.62547,16.05,1.15,0.22,0.05,0.0,0.47,16.4,0.24,0.28,1.45,0.08,-0.09,-1,0,422
10957462,212.18076,-11.91948,212.180603,-11.919366,15.74,1.23,0.3,0.1,0.01,0.11,15.8,0.24,0.28,1.97,-0.27,-0.08,-1,0,437
10958841,212.05002,-12.37636,212.049881,-12.376485,16.05,1.01,0.39,0.04,0.04,0.11,16.19,0.13,0.16,0.79,-0.5,-0.01,-1,0,399
10976924,212.68127,-13.43267,212.681137,-13.432704,16.32,1.29,0.5,0.19,0.09,0.35,16.63,0.16,0.2,0.65,-0.55,0.0,-1,0,381
10980498,212.97069,-13.28983,212.970596,-13.289806,15.74,1.13,-0.04,-0.08,-0.05,0.12,16.12,0.13,0.17,0.87,-0.08,-0.04,-1,0,309
10980961,212.39281,-13.85899,212.392731,-13.859037,16.14,1.15,0.14,0.02,-0.01,0.53,16.55,0.26,0.31,1.34,0.39,0.23,-1,0,376
10982208,213.30547,-14.68845,213.305191,-14.688483,16.45,1.08,0.09,0.03,0.02,0.11,16.52,0.24,0.28,1.4,0.37,0.21,-1,0,364
11007728,212.24242,-16.76294,212.242416,-16.762848,16.56,1.14,0.26,0.1,0.01,0.23,16.5,0.16,0.18,0.8,0.06,-0.0,-1,0,268
1102647,171.2368,0.28048,171.236816,0.280535,15.31,1.11,0.23,0.08,-0.0,0.42,15.32,0.22,0.27,2.24,-0.21,-0.05,-1,0,559
11032313,213.61458,-18.43069,213.614441,-18.431063,16.36,1.12,-0.11,-0.1,-0.01,0.39,16.69,0.18,0.14,0.57,0.24,-0.05,-1,0,256
11046030,213.47061,22.34554,213.470673,22.345551,15.89,1.22,-0.11,-0.08,-0.07,0.46,16.11,0.16,0.22,1.16,-0.54,-0.14,-1,0,303
11057099,213.71548,-19.89199,213.715485,-19.892017,15.23,1.29,0.42,0.15,0.06,0.41,15.39,0.14,0.08,0.87,1.31,-0.09,-1,0,251
11068756,213.91396,23.82731,213.91394,23.827219,16.55,1.19,0.19,0.07,0.02,0.41,16.64,0.16,0.18,0.65,0.09,0.06,-1,0,270
1111522,171.77481,12.7742,171.774719,12.774167,16.1,1.15,0.19,0.06,0.0,0.3,16.04,0.24,0.29,1.97,-0.28,-0.12,-1,0,345
11116839,213.51833,-2.68733,213.518387,-2.68745,14.65,1.13,0.21,0.11,0.0,0.14,14.72,0.28,0.33,2.93,-0.27,0.09,-1,0,304
11117424,213.59085,-1.25716,213.590912,-1.257242,15.09,1.16,0.26,0.08,0.01,0.18,15.15,0.27,0.25,2.43,-0.22,-0.19,-1,0,255
1112498,171.36234,12.09806,171.362244,12.097942,16.66,1.17,0.22,0.05,0.0,0.05,16.83,0.3,0.34,1.64,-0.31,-0.23,-1,0,541
11125438,212.43356,-1.53699,212.433502,-1.537056,16.8,1.14,0.21,0.07,0.04,-0.03,16.89,0.27,0.28,1.11,0.07,0.0,1,0,312
1113422,170.35863,12.57998,170.358612,12.579955,15.7,1.1,0.14,0.06,-0.02,0.35,15.7,0.16,0.2,1.62,0.06,0.05,-1,0,384
11134934,212.89389,31.4719,212.893799,31.471794,15.08,1.09,0.21,0.06,-0.0,0.29,15.1,0.18,0.18,2.3,0.36,0.11,1,0,261
11147762,213.59915,35.26207,213.599121,35.262062,14.86,1.18,0.42,0.16,0.06,0.46,14.98,0.15,0.19,1.79,-0.57,-0.01,-1,0,298
11187857,213.25476,47.42931,213.25473,47.429222,16.58,1.17,0.29,0.08,0.03,0.35,16.57,0.22,0.26,0.92,-0.21,0.0,-1,0,343
11206727,212.33165,6.4964,212.331619,6.496387,15.58,1.15,0.14,0.03,-0.02,0.34,15.77,0.15,0.17,1.43,-0.2,-0.24,-1,0,253
11214551,212.97302,-3.34079,212.972977,-3.340728,15.81,1.19,0.03,-0.03,-0.01,-0.05,16.29,0.29,0.34,1.73,-0.23,0.0,-1,0,276
11215595,213.2709,-3.15111,213.27092,-3.151123,15.84,1.17,-0.15,-0.05,-0.03,0.28,16.45,0.29,0.37,1.69,-0.26,0.0,-1,0,338
11224124,212.8812,53.51021,212.881149,53.510143,16.66,1.19,0.26,0.09,0.03,-0.01,16.67,0.24,0.24,1.01,-0.24,0.0,-1,0,318
11256803,213.46088,7.3434,213.460846,7.343415,15.55,1.13,0.1,0.02,-0.03,0.51,15.46,0.19,0.24,1.85,0.19,0.0,1,0,251
11293454,215.94894,1.00679,215.948914,1.006667,15.77,1.13,0.22,0.08,0.01,0.47,15.7,0.19,0.22,1.8,0.06,-0.06,-1,0,307
11296138,214.53073,0.38406,214.530655,0.384069,14.71,1.13,0.1,0.02,-0.01,0.27,15.06,0.16,0.19,2.12,-0.21,-0.15,-1,0,263
11296222,215.98642,-0.57451,215.986389,-0.574572,15.76,1.21,0.04,-0.02,-0.03,0.05,16.04,0.15,0.18,1.16,0.15,-0.01,-1,0,258
11303365,214.10077,0.53406,214.100784,0.534018,15.28,1.25,-0.06,-0.07,-0.06,0.23,15.62,0.14,0.18,1.57,-0.55,-0.07,-1,0,285
11364592,214.35161,-15.44196,214.351395,-15.441875,16.48,1.29,0.01,-0.06,-0.18,0.04,16.91,0.17,0.23,0.65,-0.2,-0.11,-1,0,331
11365516,214.43658,-16.50459,214.436478,-16.504549,15.67,1.24,0.12,0.05,-0.0,0.01,15.67,0.15,0.21,1.45,-0.01,0.05,-1,0,295
11368047,215.82324,19.74024,215.823257,19.740189,16.96,1.22,0.24,0.06,0.01,-0.02,16.82,0.28,0.34,1.39,-0.29,-0.16,-1,0,290
11372153,215.57054,20.3293,215.570541,20.329245,16.38,1.16,0.16,0.06,-0.02,0.12,16.31,0.31,0.29,2.11,-0.34,-0.2,-1,0,267
11375941,215.39626,19.40012,215.396194,19.400003,15.9,1.17,0.07,-0.04,-0.06,-0.08,15.92,0.14,0.17,1.23,-0.67,0.04,1,0,280
11382007,214.73447,-17.49841,214.734406,-17.498449,15.56,1.12,0.14,0.06,-0.02,0.37,16.01,0.12,0.15,0.97,-0.19,-0.14,-1,0,278
11400604,214.80023,21.36563,214.800232,21.365524,16.1,1.03,-0.03,-0.06,-0.09,0.05,16.17,0.11,0.14,0.77,-1.05,-0.02,-1,0,277
11401230,215.91132,22.5027,215.91127,22.502609,15.94,1.22,0.35,0.14,0.07,0.37,15.72,0.2,0.26,1.55,-0.76,0.04,-1,0,256
11408555,215.37292,-20.61204,215.372955,-20.612053,16.19,1.12,0.26,0.1,0.04,0.25,16.54,0.14,0.16,0.57,0.1,-0.12,-1,0,254
11410670,214.82439,-19.75462,214.82428,-19.754793,16.79,1.07,0.27,0.08,0.02,0.73,16.91,0.29,0.37,1.06,-0.22,-0.24,-1,0,252
11428827,214.89041,23.52448,214.89035,23.524464,16.11,1.15,0.13,0.03,-0.01,0.4,16.03,0.14,0.17,1.02,-0.15,0.12,-1,0,262
11430673,215.07124,23.96776,215.071259,23.96764,16.1,1.19,-0.08,-0.09,-0.07,0.34,16.41,0.18,0.25,0.96,-0.51,-0.03,-1,0,278
11432150,214.43626,23.7768,214.436279,23.776745,15.63,1.09,0.14,0.01,-0.06,0.25,15.79,0.15,0.13,1.0,-0.08,-0.11,-1,0,252
11438674,215.97141,-21.36757,215.97139,-21.367523,15.57,1.11,0.14,0.0,0.01,0.37,16.1,0.18,0.22,1.2,-0.23,-0.03,-1,0,255
11448655,215.91431,-21.85479,215.91423,-21.854856,16.46,1.14,0.24,0.11,-0.02,0.38,16.65,0.28,0.36,1.37,-0.31,-0.18,-1,0,257
1145534,170.3318,13.63218,170.331818,13.632204,15.82,1.18,0.11,0.02,-0.01,0.16,16.18,0.25,0.32,1.84,-0.27,-0.11,1,0,310
11488770,215.0934,3.11445,215.093323,3.114413,14.63,1.13,0.09,-0.0,-0.04,0.11,14.81,0.12,0.15,1.95,0.18,0.21,-1,0,258
11491234,215.45183,3.02652,215.451721,3.026461,15.57,1.1,0.24,0.09,0.02,0.39,15.56,0.28,0.35,2.41,-0.22,-0.03,1,0,263
11597683,215.54564,-3.06287,215.54567,-3.062816,16.12,1.17,0.26,0.1,0.01,0.33,16.24,0.25,0.29,1.67,-0.27,0.01,1,0,263
11636398,215.83331,8.09126,215.833237,8.091122,15.63,1.19,-0.04,-0.06,-0.04,0.14,15.99,0.15,0.2,1.28,-0.11,0.02,-1,0,257
1164182,170.81059,15.40048,170.810532,15.400356,16.55,1.27,0.6,0.18,0.04,0.55,16.55,0.21,0.27,1.05,-0.6,0.02,-1,0,316
11667249,216.69122,2.8241,216.691208,2.824121,15.43,1.17,0.06,-0.02,-0.02,0.25,15.45,0.15,0.21,1.6,-0.48,-0.04,1,0,281
11681432,217.55511,0.15113,217.555023,0.15116,15.12,1.19,-0.03,-0.06,-0.07,0.24,15.38,0.2,0.14,1.58,-0.14,0.02,-1,0,278
11688186,217.87399,0.88884,217.873917,0.888673,15.83,1.13,0.21,0.1,-0.0,0.36,15.87,0.24,0.27,1.92,0.27,-0.12,-1,0,298
11693233,216.22876,-0.33048,216.228714,-0.33063,15.97,1.16,0.25,0.05,0.02,0.29,16.01,0.22,0.22,1.64,-0.27,-0.3,-1,0,259
11739544,217.8911,20.83039,217.891068,20.830379,14.77,1.12,0.25,0.11,-0.02,0.16,14.79,0.17,0.22,2.35,-0.19,0.19,-1,0,278
11748489,216.21848,20.49066,216.218414,20.490505,14.94,1.13,0.24,0.07,0.01,0.25,14.89,0.14,0.19,2.01,-0.21,0.03,-1,0,261
11752199,216.14032,-18.85836,216.140213,-18.858389,15.2,1.15,0.04,-0.03,-0.01,0.24,15.47,0.11,0.14,1.32,-0.1,-0.07,-1,0,257
1179977,171.14363,20.81825,171.143555,20.818182,16.08,1.15,0.24,0.08,0.04,0.44,16.02,0.17,0.23,1.43,-0.16,-0.02,-1,0,254
11856290,216.03279,-2.91047,216.032715,-2.910536,15.67,1.0,0.15,0.05,-0.04,0.23,15.94,0.11,0.09,0.84,-0.31,-0.06,-1,0,303
11857301,217.16934,-1.46635,217.169373,-1.466505,15.81,1.13,0.18,0.05,0.02,0.14,15.79,0.2,0.17,2.04,0.57,-0.02,-1,0,269
11953092,217.73552,-3.18589,217.735489,-3.185843,14.72,1.21,-0.11,-0.09,-0.08,0.16,15.22,0.13,0.16,1.58,-0.19,-0.04,-1,0,256
1197898,170.55522,22.68787,170.555161,22.687811,14.94,1.21,-0.06,0.02,-0.0,0.22,14.85,0.11,0.15,1.68,-0.47,0.0,-1,0,261
11992284,217.86855,7.24671,217.868454,7.246747,15.41,1.15,0.21,0.03,0.01,-0.01,15.23,0.29,0.34,2.71,-0.35,0.0,-1,0,256
1202674,171.96524,24.73489,171.965195,24.734856,14.94,1.07,0.26,0.01,0.11,0.55,15.06,0.35,0.19,2.07,-0.03,-0.0,-1,0,314
12030800,218.22368,1.38141,218.223633,1.381454,16.93,1.17,0.24,0.1,-0.01,0.7,16.84,0.25,0.29,1.14,0.06,-0.24,-1,0,251
12105672,219.27432,20.57749,219.274277,20.577394,16.0,1.19,0.22,0.09,-0.01,0.42,15.97,0.29,0.33,2.03,-0.31,0.07,-1,0,254
1210627,171.39268,25.65294,171.392624,25.652969,16.22,1.18,-0.03,-0.02,-0.05,0.04,16.17,0.17,0.24,1.23,-0.24,-0.02,1,0,277
12111449,218.16782,21.56695,218.16774,21.566813,15.88,1.28,0.51,0.14,0.08,0.54,16.13,0.15,0.21,1.05,-0.56,0.0,-1,0,254
12113979,218.57306,21.25163,218.572952,21.251577,16.72,1.12,0.44,0.12,0.05,0.19,16.85,0.16,0.18,0.53,0.05,0.05,-1,0,277
1212611,171.89874,26.60352,171.898666,26.60338,16.09,1.12,0.27,0.08,0.02,0.46,16.07,0.22,0.26,1.47,-0.2,-0.27,-1,0,297
1223684,170.80115,28.79457,170.801132,28.794514,16.77,1.13,0.14,0.02,0.01,-0.01,16.97,0.31,0.36,1.46,-0.01,0.06,1,0,310
12282761,218.24843,-3.19927,218.248398,-3.199233,15.87,1.16,0.11,0.02,-0.02,0.31,16.3,0.16,0.18,0.89,0.1,0.1,-1,0,265
1240665,170.44838,3.47447,170.448395,3.474343,14.7,1.17,0.3,0.09,0.06,0.39,14.74,0.14,0.15,1.98,0.1,-0.09,-1,0,468
1241164,171.70647,4.08557,171.706451,4.085573,15.02,1.17,0.06,0.0,-0.0,0.24,15.26,0.12,0.15,1.51,-0.37,-0.01,1,0,626
124419,120.54164,43.33754,120.541634,43.337402,16.34,1.06,0.3,0.12,0.04,0.05,16.33,0.21,0.26,1.11,-0.48,-0.1,-1,0,282
1244554,171.60664,4.8069,171.606598,4.806827,16.21,1.17,0.21,0.07,-0.0,0.14,16.33,0.25,0.3,1.69,0.03,-0.02,-1,0,469
1249142,171.42932,-2.40213,171.429184,-2.402048,15.86,1.14,0.25,0.1,0.02,0.21,15.91,0.22,0.27,1.93,-0.25,-0.11,-1,0,417
12502187,220.37021,3.86821,220.370102,3.868311,15.62,1.15,0.21,0.07,0.02,0.29,15.49,0.33,0.41,2.51,-0.28,-0.25,-1,0,256
12651916,220.07359,7.51896,220.073532,7.518971,16.2,1.25,-0.12,-0.1,-0.08,-0.02,16.55,0.15,0.19,0.75,-0.53,-0.07,-1,0,256
1265213,171.1852,34.19545,171.18515,34.195477,15.98,1.19,0.25,0.08,0.01,0.33,15.98,0.18,0.2,1.4,-0.23,-0.11,-1,0,293
1266960,170.47542,33.59438,170.475403,33.594269,16.48,1.29,-0.09,-0.11,-0.08,-0.01,16.79,0.18,0.22,0.69,-0.55,-0.0,-1,0,332
12696409,222.98726,0.27466,222.987244,0.274659,15.04,1.12,0.22,0.08,-0.0,0.28,15.16,0.27,0.23,2.46,-0.28,-0.09,-1,0,264
1271119,171.55772,34.06702,171.557617,34.067039,16.8,1.17,0.25,0.09,0.02,0.84,16.77,0.22,0.23,1.12,0.05,-0.1,-1,0,280
