objectID,raLIN,decLIN,raSDSS,decSDSS,r,ug,gr,ri,iz,JK,<mL>,std,rms,Lchi2,LP1,phi1,S,prior,nobs
24851183,348.52084,-0.3091,348.520905,-0.309337,16.67,1.17,0.08,0.0,0.01,0.59,16.73,0.16,0.2,0.68,-0.17,-0.0,1,0,493
24870003,352.16373,1.02866,352.163757,1.028537,15.25,1.22,0.06,-0.01,-0.04,0.28,15.45,0.12,0.16,1.45,-0.36,0.04,1,0,499
24884875,352.25146,-1.05071,352.251404,-1.050739,15.43,1.06,-0.02,0.1,0.01,0.36,15.64,0.2,0.27,1.89,-0.23,-0.04,1,0,512
24892688,355.82202,1.17433,355.822021,1.174179,16.98,1.16,0.28,0.12,0.05,0.43,16.96,0.19,0.25,0.72,-0.22,-0.05,-1,0,562
24906918,357.07489,-0.02206,357.074921,-0.022095,15.42,1.18,0.13,0.04,-0.01,0.35,15.62,0.27,0.34,2.34,-0.24,-0.19,1,0,543
24910181,356.31647,-0.32053,356.316437,-0.320702,16.12,1.11,0.35,0.09,-0.06,0.43,16.37,0.12,0.14,0.58,-0.5,0.02,1,0,534
24911684,357.53961,1.02416,357.539642,1.023995,14.78,1.2,0.13,0.03,0.01,0.29,15.06,0.17,0.22,2.0,-0.17,-0.29,-1,0,525
24930840,359.63223,-1.00224,359.632294,-1.002067,15.6,1.18,-0.02,-0.05,-0.02,0.2,16.2,0.25,0.33,1.82,-0.2,-0.29,1,0,477
24940839,0.93569,1.11603,0.935678,1.115875,16.79,1.22,0.28,0.1,-0.01,-0.02,16.93,0.16,0.18,0.5,-0.19,-0.11,1,0,509
24945085,0.3614,-0.22888,0.361427,-0.228993,14.91,1.15,0.23,0.08,-0.01,0.2,14.85,0.19,0.23,2.37,0.22,0.03,-1,0,510
24946835,0.84673,-0.99424,0.846745,-0.994197,16.03,1.09,0.23,0.1,0.03,0.15,16.01,0.21,0.25,1.73,-0.19,-0.0,1,0,521
24953047,3.24435,0.21895,3.244363,0.218883,15.43,1.19,0.28,0.1,0.01,0.41,15.51,0.13,0.16,1.5,-0.2,0.0,1,0,489
24953534,3.04937,0.22805,3.049436,0.22816,14.76,1.1,0.35,0.1,0.01,0.38,14.91,0.19,0.1,1.24,0.74,-0.07,-1,0,522
24953869,2.42683,-0.56285,2.426841,-0.56294,15.2,1.17,0.29,0.12,0.01,0.31,15.3,0.2,0.24,2.24,-0.24,-0.12,-1,0,524
24958317,2.57537,1.17063,2.575344,1.170497,15.06,1.13,0.16,0.03,0.01,0.4,15.29,0.11,0.13,1.25,-0.13,0.01,-1,0,543
24966431,2.8376,0.17046,2.837675,0.170556,16.45,1.17,0.22,0.05,0.0,-0.02,16.71,0.24,0.28,1.19,-0.25,-0.1,1,0,541
24968501,4.31534,1.05477,4.315378,1.054584,15.05,1.08,0.08,0.08,0.03,0.52,14.97,0.25,0.33,2.49,-0.2,-0.13,1,0,509
24974740,5.07485,-0.59039,5.074873,-0.590471,16.99,1.02,-0.03,-0.04,-0.03,-0.02,16.88,0.23,0.24,0.87,-1.34,-0.02,1,0,481
24984343,7.18826,0.53943,7.188221,0.539368,15.91,1.22,0.14,0.03,-0.0,0.33,16.17,0.14,0.16,0.94,-0.22,-0.04,1,0,502
24996940,6.38724,0.00681,6.38728,0.006753,16.88,1.2,0.24,0.08,0.02,-0.01,16.95,0.24,0.25,1.03,0.22,-0.03,1,0,412
25011715,8.34867,-0.14562,8.34865,-0.145675,15.86,1.19,0.46,0.18,0.08,0.3,15.97,0.1,0.13,0.82,-0.09,0.04,-1,0,321
25019409,10.72741,0.29921,10.727442,0.299292,16.59,1.19,-0.07,-0.1,-0.02,-0.01,16.9,0.19,0.24,0.69,0.01,-0.03,1,0,472
25026035,10.99019,0.0379,10.990203,0.037961,15.97,1.09,0.22,0.08,-0.01,0.22,15.98,0.21,0.26,1.59,-0.32,-0.02,1,0,471
25031252,10.55185,-0.71434,10.551845,-0.714337,16.52,1.15,0.13,0.01,0.01,0.58,16.76,0.27,0.31,1.33,-0.22,-0.19,1,0,450
25031337,10.45887,-0.87796,10.45887,-0.877939,16.66,1.16,-0.24,-0.06,-0.06,0.43,16.92,0.18,0.2,0.71,-0.96,-0.04,1,0,457
25043035,12.45716,-1.20356,12.457213,-1.203485,14.66,1.26,0.62,0.15,0.04,0.42,14.55,0.15,0.19,2.14,-0.74,0.04,-1,0,462
2505387,179.52393,21.01477,179.523834,21.014725,16.16,1.21,-0.01,-0.02,-0.04,0.2,16.24,0.14,0.17,0.96,-0.48,0.0,1,0,257
25055242,15.62108,-0.05914,15.621137,-0.059289,15.65,1.13,0.09,0.04,-0.03,0.31,15.88,0.13,0.16,1.14,-0.2,0.05,1,0,430
25060071,14.76011,0.23253,14.760172,0.232566,15.59,1.28,0.54,0.15,0.07,0.44,15.81,0.22,0.26,1.49,-0.53,-0.03,-1,0,509
2506109,178.87885,21.21116,178.878723,21.211109,15.22,1.23,0.41,0.12,0.02,0.46,15.42,0.13,0.05,1.04,0.08,0.0,-1,0,274
25072782,16.4987,-0.37876,16.498753,-0.378948,16.8,1.16,0.25,0.11,0.01,0.35,16.82,0.18,0.23,0.82,0.25,-0.03,1,0,418
25072957,17.90014,-0.73338,17.900108,-0.733408,16.47,1.12,0.38,0.12,0.02,0.38,15.88,0.15,0.1,1.03,0.23,0.19,1,0,414
25080062,18.69429,0.34574,18.694258,0.345811,15.85,1.13,0.13,0.02,-0.01,0.2,15.84,0.13,0.16,1.19,-0.47,-0.09,1,0,468
25080890,19.78724,0.32791,19.787344,0.327908,15.66,1.05,0.27,0.11,-0.0,0.44,15.82,0.14,0.18,1.13,-0.53,-0.02,-1,0,463
25081026,18.38917,1.04437,18.389189,1.044257,15.39,1.21,0.26,0.1,0.03,0.49,15.43,0.19,0.18,1.77,0.09,-0.06,-1,0,470
25097259,20.35936,0.4753,20.359434,0.47528,14.5,1.16,0.46,-0.04,0.01,0.4,14.83,0.12,0.11,1.47,-0.5,-0.01,-1,0,292
25100023,20.52772,-1.17346,20.527773,-1.173295,16.15,1.16,-0.09,-0.05,-0.04,-0.03,16.65,0.24,0.33,1.22,-0.2,0.1,1,0,382
25106303,20.90746,-0.89441,20.907431,-0.89441,15.48,1.22,0.26,0.09,0.02,0.36,15.55,0.19,0.24,1.9,-0.24,0.02,1,0,387
2512872,179.66769,22.38571,179.667587,22.385695,16.78,1.16,0.18,0.05,0.01,0.96,16.74,0.26,0.34,1.25,-0.26,0.0,-1,0,278
25129324,25.77199,0.0334,25.772055,0.033371,15.39,1.14,0.32,0.15,0.04,0.35,15.47,0.23,0.23,1.67,-0.53,0.0,1,0,295
252284,123.84122,38.5181,123.841232,38.517918,16.51,1.07,0.29,0.12,-0.01,0.36,16.73,0.21,0.22,0.75,-0.33,0.0,-1,0,382
2523263,178.50192,23.28211,178.501907,23.282135,16.22,1.27,0.58,0.18,0.02,0.5,16.09,0.2,0.27,1.22,-0.54,0.0,-1,0,299
2532058,178.63855,25.39284,178.638504,25.392666,15.74,1.14,0.11,0.05,-0.02,0.22,15.86,0.12,0.14,1.17,-0.2,-0.02,-1,0,271
2532118,178.93442,25.89504,178.934433,25.89501,16.59,1.11,0.11,0.02,0.02,0.53,16.49,0.17,0.22,0.91,-0.17,-0.02,-1,0,273
2552794,178.19505,4.02075,178.194962,4.020786,16.3,1.18,0.24,0.08,0.01,0.54,16.3,0.18,0.1,0.52,0.14,-0.02,-1,0,502
2554750,179.02768,3.02526,179.027618,3.025216,15.44,1.21,0.03,-0.03,-0.04,0.32,15.48,0.14,0.19,1.58,-0.55,-0.01,1,0,285
2564971,179.97023,4.59962,179.970184,4.59946,14.92,1.22,0.12,-0.01,-0.02,0.36,15.22,0.14,0.19,1.85,-0.23,-0.13,-1,0,512
2566499,178.46703,-2.68265,178.466919,-2.682833,15.48,1.17,0.16,0.07,0.01,0.27,15.32,0.18,0.22,2.02,0.36,-0.13,-1,0,366
2568913,178.79388,-2.44445,178.7939,-2.444434,16.83,1.18,0.26,0.1,0.01,0.52,16.84,0.23,0.27,1.21,-0.27,-0.07,-1,0,439
2574370,178.9006,-2.90226,178.900757,-2.902212,15.7,1.1,0.25,0.09,0.02,0.26,15.54,0.22,0.26,2.09,0.04,0.11,-1,0,433
257977,122.01125,37.20913,122.011208,37.209038,16.67,1.16,0.47,0.19,0.06,0.38,16.97,0.22,0.23,0.61,-0.56,0.0,-1,0,313
2584911,179.11157,32.90285,179.111557,32.90287,16.24,1.21,0.0,-0.06,-0.05,0.3,16.49,0.17,0.22,0.79,-0.12,-0.12,-1,0,336
258499,123.44331,38.0506,123.443306,38.050678,15.31,1.18,0.02,-0.02,-0.04,0.28,15.43,0.12,0.14,1.31,-0.4,0.0,1,0,275
2587263,178.43633,32.39284,178.43631,32.392738,15.81,1.19,0.04,-0.0,-0.04,0.28,16.21,0.2,0.22,1.06,-0.17,-0.0,1,0,310
2590360,178.27873,34.11311,178.278717,34.113052,16.43,1.13,0.19,0.08,0.01,0.51,16.62,0.22,0.24,1.18,-0.17,-0.08,1,0,259
2593243,179.42305,34.27282,179.422974,34.272827,16.96,1.21,0.26,0.1,0.02,0.81,16.85,0.29,0.25,0.77,-0.18,-0.16,-1,0,307
2595739,179.26064,34.23931,179.260574,34.239307,15.6,1.18,0.06,-0.03,-0.06,0.23,15.53,0.11,0.14,1.24,-0.16,0.12,1,0,327
2602711,179.47572,35.02496,179.475647,35.024818,15.64,1.15,0.14,0.02,-0.04,0.17,15.6,0.17,0.24,1.61,-0.47,-0.12,-1,0,345
2612592,179.5177,40.09679,179.517593,40.096584,15.88,1.14,0.26,0.08,0.03,0.35,15.82,0.24,0.31,1.89,-0.24,-0.14,-1,0,270
2623858,178.72064,41.32299,178.720642,41.322914,16.32,1.13,0.24,0.1,0.01,0.14,16.3,0.23,0.3,1.49,-0.22,0.19,-1,0,399
263541,123.00274,40.65554,123.002663,40.655533,15.76,1.17,0.26,0.09,0.01,0.21,15.82,0.22,0.25,1.89,0.35,-0.24,1,0,270
2653935,179.9272,6.13946,179.927124,6.139439,16.53,1.11,0.0,-0.0,-0.06,0.25,16.52,0.11,0.13,0.61,-0.43,-0.01,1,0,428
2653982,178.07666,6.71603,178.076553,6.715957,16.15,1.16,0.23,0.1,0.01,0.34,16.2,0.28,0.36,2.07,-0.22,-0.15,-1,0,534
2657618,178.26868,5.84704,178.268661,5.846889,16.51,1.17,0.23,0.08,0.04,0.06,16.4,0.32,0.37,1.98,-0.33,-0.12,-1,0,410
2660232,178.04614,5.08633,178.046127,5.086327,16.97,1.16,0.17,0.08,0.01,0.39,16.92,0.22,0.26,1.0,-0.21,-0.3,-1,0,497
2669011,179.17548,-3.46968,179.175461,-3.469707,15.3,1.18,0.25,0.06,0.01,0.32,15.44,0.19,0.24,1.94,-0.23,-0.08,-1,0,450
2672050,179.64026,52.0299,179.640244,52.029728,16.1,1.16,0.0,-0.04,-0.05,0.3,16.62,0.26,0.28,1.35,-0.25,-0.17,-1,0,260
2672279,179.86278,52.20682,179.862762,52.206657,15.07,1.18,0.0,-0.04,-0.05,0.08,15.25,0.14,0.18,1.4,0.97,-0.12,-1,0,389
269954,123.17506,40.39802,123.175056,40.398071,15.06,1.03,0.32,0.1,-0.01,0.28,15.37,0.12,0.16,1.46,-0.49,0.02,-1,0,274
2714034,179.2426,7.25788,179.242599,7.257796,15.93,1.08,0.24,0.08,-0.02,0.17,16.01,0.15,0.17,1.34,-0.21,-0.01,-1,0,536
2719627,178.18141,7.10529,178.181305,7.105215,15.86,1.26,0.02,-0.04,-0.06,-0.01,16.27,0.33,0.4,2.16,-0.31,-0.34,1,0,546
2723487,179.26552,9.45334,179.265488,9.453286,15.3,1.2,0.18,0.06,-0.01,0.16,15.36,0.28,0.3,2.72,-0.33,0.13,-1,0,381
2742032,180.50381,1.7401,180.503815,1.740051,16.49,1.17,0.22,0.09,-0.0,0.35,16.59,0.19,0.24,1.12,-0.2,0.11,-1,0,514
2742544,181.64734,2.82015,181.647278,2.820167,16.04,1.14,0.27,0.09,0.0,0.41,15.92,0.18,0.24,1.57,-0.22,-0.2,-1,0,496
2747213,181.11732,1.34447,181.117249,1.344561,15.91,1.05,0.35,0.07,-0.03,0.28,16.0,0.15,0.19,1.13,-0.44,-0.14,-1,0,489
2751585,180.18503,-0.71247,180.184967,-0.712536,16.77,1.14,0.22,0.07,0.05,0.92,16.77,0.28,0.36,1.54,-0.28,-0.09,-1,0,430
2757192,180.42061,-0.13714,180.420578,-0.13722,15.15,1.26,0.19,0.04,-0.01,0.58,15.23,0.2,0.13,1.62,0.76,0.05,-1,0,479
2766464,180.82672,12.53774,180.82666,12.537754,15.32,1.17,0.25,0.07,0.0,0.22,15.47,0.2,0.2,2.1,-0.24,-0.07,-1,0,291
2766997,180.99446,12.08393,180.994385,12.083816,16.48,1.17,0.03,-0.04,-0.03,0.21,16.53,0.17,0.21,1.02,0.06,-0.08,1,0,306
2769694,181.68869,12.60533,181.688599,12.60533,15.64,1.15,0.05,0.0,-0.02,0.38,15.72,0.13,0.14,1.31,1.34,-0.19,1,0,290
2779320,180.86742,13.67307,180.86734,13.673056,15.97,1.01,-0.02,-0.01,-0.02,0.12,16.32,0.28,0.37,1.83,-0.25,-0.22,-1,0,295
2780833,180.43829,14.66701,180.438278,14.667008,16.36,1.23,-0.01,-0.05,-0.01,0.12,16.95,0.21,0.25,0.99,-0.23,-0.1,1,0,325
2792252,180.41515,15.16612,180.415146,15.166087,16.28,1.2,0.17,0.05,0.02,0.35,16.39,0.25,0.33,1.7,-0.27,0.02,-1,0,321
2807982,180.96692,18.30123,180.966904,18.301189,14.66,1.24,-0.03,-0.04,-0.05,0.27,15.23,0.15,0.16,2.02,0.39,0.06,-1,0,257
2814584,181.07494,20.13523,181.074905,20.135197,15.92,1.16,0.15,0.01,-0.01,0.27,16.26,0.13,0.17,0.85,0.11,-0.11,1,0,277
2819824,180.98782,22.46946,180.987747,22.469391,15.64,1.22,0.08,0.02,0.0,0.25,15.89,0.24,0.26,1.59,0.17,-0.12,1,0,309
2820204,180.27148,22.21544,180.271393,22.215446,16.12,1.23,0.14,-0.02,0.05,-0.01,16.37,0.26,0.28,1.72,-0.31,-0.2,1,0,303
2823121,181.43759,22.02266,181.437439,22.022657,16.2,1.18,0.25,0.08,0.01,0.41,16.22,0.18,0.21,1.38,-0.23,-0.15,-1,0,274
2826769,181.9445,21.62827,181.944397,21.628176,15.03,1.19,0.09,0.01,-0.02,0.25,15.32,0.15,0.19,1.73,-0.21,-0.03,-1,0,309
2840198,180.79982,26.92666,180.79982,26.926664,16.37,1.28,-0.01,-0.02,-0.07,0.8,16.76,0.29,0.35,1.23,-0.28,-0.04,1,0,267
2851826,181.32787,27.9495,181.327805,27.949442,16.4,1.18,0.24,0.06,0.03,0.19,16.43,0.28,0.32,1.65,-0.28,-0.05,-1,0,257
2855834,181.35225,27.6394,181.352158,27.639296,15.54,1.16,0.24,0.11,-0.05,0.37,15.62,0.31,0.3,2.58,-0.35,-0.06,-1,0,262
2857355,181.83237,30.84296,181.832336,30.842934,16.7,1.12,0.06,0.01,-0.0,0.28,16.89,0.19,0.22,0.72,-0.2,-0.13,1,0,279
2873728,180.09216,3.19304,180.092072,3.19302,16.12,1.14,0.06,-0.0,-0.0,-0.08,16.48,0.16,0.2,0.96,-0.21,0.1,-1,0,522
2881376,181.08731,-2.17842,181.087204,-2.178391,16.41,1.18,0.05,0.01,-0.03,0.48,16.44,0.13,0.17,0.77,-0.0,0.03,1,0,480
2887662,182.00162,-1.20942,182.001617,-1.20948,15.58,1.21,-0.11,-0.09,-0.06,0.17,15.83,0.19,0.24,1.62,-0.51,-0.15,-1,0,599
2889542,180.6324,-1.89571,180.632401,-1.895742,16.14,1.11,0.21,0.07,0.01,0.14,16.34,0.29,0.36,1.85,-0.24,-0.02,1,0,457
2892940,180.66478,-1.7431,180.664734,-1.743186,16.46,1.23,0.09,0.01,-0.01,0.27,16.82,0.33,0.42,1.59,-0.27,0.08,1,0,462
2893479,181.51729,-2.21603,181.517197,-2.215953,15.2,1.11,0.27,0.09,0.02,0.34,15.18,0.2,0.23,2.21,-0.16,0.0,-1,0,469
2898747,180.60484,32.53068,180.604797,32.530567,16.04,1.13,0.08,0.0,-0.0,0.38,16.14,0.22,0.26,1.46,0.1,0.0,1,0,297
2902575,181.44286,31.47592,181.442795,31.475782,16.05,1.16,0.09,0.04,0.0,0.28,15.97,0.15,0.19,1.04,-0.12,0.0,-1,0,260
2913030,180.32181,35.52473,180.321777,35.524696,15.17,1.18,0.03,0.05,-0.01,0.19,14.94,0.15,0.21,1.92,-0.54,0.02,-1,0,255
2914946,181.27025,35.00627,181.270172,35.006145,16.48,1.09,0.26,0.07,0.02,0.37,16.56,0.27,0.29,1.74,-0.34,-0.0,-1,0,326
2936953,181.73006,41.12845,181.729996,41.128338,14.81,1.23,-0.06,-0.09,-0.05,0.08,15.03,0.14,0.18,1.68,-0.02,-0.01,1,0,271
2939499,181.22321,41.19227,181.223145,41.192139,16.94,1.18,0.25,0.14,-0.01,0.08,16.9,0.29,0.38,1.17,-0.27,-0.16,-1,0,264
2967526,181.05934,6.55448,181.059311,6.554514,16.13,1.18,0.29,0.08,0.04,0.25,16.11,0.17,0.21,1.39,-0.22,-0.07,-1,0,530
2969333,181.09969,6.08257,181.099594,6.08258,16.99,1.16,0.25,0.08,0.04,-0.01,16.91,0.32,0.37,1.42,-0.22,-0.22,-1,0,832
2978038,180.86433,-3.26254,180.864304,-3.262498,16.7,1.22,0.2,0.05,0.02,0.3,16.67,0.28,0.32,1.47,-0.31,-0.12,1,0,458
2979506,181.44826,-3.3068,181.448166,-3.306653,16.76,1.19,0.28,0.08,0.06,0.28,16.67,0.22,0.28,1.05,-0.19,-0.1,-1,0,478
29848,119.52641,46.96223,119.526443,46.96212,16.37,1.15,0.25,0.12,-0.0,0.27,16.37,0.21,0.26,1.22,0.05,-0.22,-1,0,301
2989064,181.23822,51.85823,181.238205,51.858105,15.68,1.19,0.23,0.08,0.05,0.22,15.67,0.17,0.21,1.36,-0.22,0.08,-1,0,269
3026086,181.63126,7.77259,181.63118,7.77262,16.4,1.15,-0.04,0.01,-0.02,0.12,16.58,0.16,0.19,0.89,-0.4,0.0,1,0,552
3036295,181.8755,7.81626,181.875412,7.816248,14.76,1.19,0.07,0.03,-0.02,0.27,15.09,0.11,0.14,1.76,-0.2,0.0,-1,0,502
303860,122.76627,46.89318,122.766258,46.893044,16.24,1.23,0.23,0.07,0.02,0.44,16.21,0.28,0.31,1.71,-0.31,-0.04,-1,0,280
3044799,180.93942,10.82497,180.939377,10.824868,15.75,1.18,0.16,0.05,-0.02,0.22,15.91,0.27,0.33,2.15,-0.25,-0.15,-1,0,317
3045044,181.17978,9.46985,181.179703,9.46975,16.23,1.17,0.23,0.07,0.02,0.18,16.24,0.22,0.27,1.68,-0.23,-0.12,-1,0,358
3047651,181.92159,9.74652,181.921524,9.746496,16.75,1.19,0.2,0.11,-0.02,-0.01,16.61,0.17,0.2,1.03,-0.23,-0.28,-1,0,319
3048546,180.72708,10.32926,180.727036,10.329221,16.03,1.16,0.14,0.05,-0.04,0.01,16.2,0.3,0.38,1.79,-0.18,0.07,-1,0,291
3056979,182.27939,2.826,182.279373,2.825977,14.9,1.18,0.04,-0.0,-0.02,0.23,14.86,0.16,0.21,2.19,-0.54,-0.01,-1,0,496
3062621,182.07373,2.12717,182.073624,2.12709,16.3,1.11,0.22,0.04,0.04,0.4,16.24,0.11,0.14,0.82,0.1,-0.01,-1,0,526
3069079,183.96524,-0.09847,183.96521,-0.098575,16.54,1.19,0.15,0.04,-0.01,0.41,16.72,0.16,0.2,0.72,-0.21,-0.1,-1,0,462
3074040,182.13074,-0.78825,182.130722,-0.788274,16.95,1.2,0.22,0.09,0.0,0.61,16.94,0.22,0.25,0.89,-0.23,-0.14,-1,0,454
3086623,182.85739,12.33474,182.857285,12.334765,15.01,1.16,0.08,-0.02,-0.03,0.2,15.09,0.12,0.15,1.73,-0.47,-0.04,-1,0,324
3094018,182.49944,13.27721,182.499405,13.277081,16.28,1.21,0.05,-0.01,-0.03,0.39,16.59,0.18,0.23,0.97,-0.22,0.1,1,0,307
3104968,182.07401,15.42896,182.073975,15.428901,16.43,1.18,0.15,0.07,0.0,0.45,16.37,0.31,0.4,1.92,-0.26,-0.08,-1,0,306
3117883,183.95399,18.53924,183.954086,18.539246,16.76,1.14,0.23,0.1,0.01,-0.13,16.79,0.26,0.28,1.18,-0.26,-0.18,-1,0,271
3118906,182.83315,18.83002,182.833084,18.829979,16.21,1.19,0.05,-0.03,-0.05,0.42,16.67,0.21,0.25,0.96,-0.16,-0.16,1,0,253
3121776,182.22488,18.0175,182.224884,18.017395,14.63,1.29,0.49,0.15,0.04,0.39,14.87,0.12,0.16,1.94,-0.3,0.03,-1,0,274
3132943,183.44617,22.34483,183.446167,22.34483,15.91,1.15,0.26,0.08,-0.01,0.43,15.97,0.14,0.17,1.13,-0.17,-0.09,1,0,308
3133386,183.09737,21.83533,183.097321,21.835217,16.21,1.19,0.04,-0.02,-0.0,-0.24,16.25,0.15,0.19,0.99,-0.46,-0.05,1,0,274
3139572,183.17227,22.37128,183.172211,22.371283,16.5,1.19,-0.04,-0.07,-0.07,0.3,16.64,0.18,0.21,0.81,-0.14,0.12,-1,0,275
3140139,183.19492,21.0066,183.194839,21.006538,15.91,1.1,0.08,-0.0,-0.03,0.01,15.84,0.17,0.21,1.48,0.09,0.04,-1,0,255
3142907,182.27405,23.75449,182.274002,23.754488,16.55,1.16,0.12,0.02,-0.01,0.24,16.73,0.31,0.38,1.42,-0.26,-0.39,1,0,287
3149365,183.28802,23.06886,183.28801,23.068794,16.85,1.14,0.28,0.14,0.07,0.2,16.81,0.15,0.19,0.59,-0.13,-0.06,-1,0,315
3151678,183.67773,26.24918,183.677689,26.249096,15.81,1.01,0.15,-0.0,-0.07,0.33,15.99,0.1,0.13,0.78,-0.45,-0.01,-1,0,280
3160442,183.05923,28.70934,183.059174,28.709162,15.99,1.22,-0.01,-0.06,-0.04,0.43,16.42,0.19,0.21,1.12,-0.23,-0.04,1,0,260
3162203,182.83484,28.76254,182.834793,28.762403,15.23,1.2,0.12,0.02,0.0,0.26,15.44,0.1,0.13,1.28,0.12,0.08,1,0,270
3163597,183.89452,27.46119,183.894409,27.461,16.01,1.16,0.0,-0.03,-0.05,0.37,16.33,0.2,0.23,1.26,-0.24,0.0,1,0,265
3170992,183.52892,29.63749,183.528854,29.637445,16.82,1.18,0.21,0.08,0.03,0.47,16.87,0.23,0.25,0.93,0.2,-0.03,-1,0,280
3173902,183.26817,30.27729,183.268188,30.277126,15.53,1.17,0.0,-0.03,-0.05,0.21,15.56,0.12,0.15,1.2,-0.04,-37.69,1,0,286
3176620,183.1418,30.80057,183.141724,30.800579,15.3,1.11,0.24,0.1,0.04,0.32,15.29,0.23,0.31,2.34,-0.23,0.29,-1,0,292
3180880,183.73979,4.22328,183.739746,4.22323,16.78,1.18,0.02,-0.04,-0.01,-0.01,16.97,0.19,0.25,0.73,-0.15,-0.07,-1,0,401
3182815,183.6075,3.29236,183.607452,3.292268,16.56,1.14,0.23,0.1,0.03,0.59,16.59,0.27,0.35,1.65,-0.19,-0.26,-1,0,491
3183285,182.10098,3.308,182.100876,3.30793,15.55,1.23,0.0,-0.06,-0.03,0.14,15.8,0.17,0.23,1.68,-0.46,-0.16,-1,0,485
3185905,182.42981,3.75996,182.429596,3.75993,16.33,1.15,0.21,0.08,0.01,-0.01,16.31,0.32,0.38,2.18,-0.34,0.13,-1,0,479
3186870,183.11017,3.15682,183.110092,3.156754,15.24,1.17,0.24,0.1,0.03,0.25,15.34,0.14,0.17,1.73,-0.16,-0.05,-1,0,489
3196582,182.88348,-1.87669,182.883453,-1.876687,14.89,1.26,-0.06,-0.07,-0.04,0.38,15.0,0.13,0.17,1.78,-0.27,0.03,-1,0,479
3196780,182.31549,-1.91232,182.315491,-1.912315,15.42,1.21,0.11,0.01,-0.02,0.24,15.77,0.27,0.36,2.14,0.0,0.09,1,0,475
3210786,182.88933,31.59893,182.889221,31.598858,16.38,1.21,-0.17,-0.06,-0.03,0.45,16.99,0.27,0.29,1.33,-0.29,-0.19,-1,0,294
3211928,183.36879,31.40475,183.368744,31.40465,15.67,1.26,-0.03,-0.07,-0.03,0.3,16.19,0.34,0.43,2.15,-0.33,0.13,1,0,291
3218931,183.71094,33.10161,183.710785,33.101585,14.83,1.14,0.25,0.08,0.02,0.15,14.75,0.21,0.26,2.6,-0.16,0.03,-1,0,274
3219035,182.32094,33.65997,182.320816,33.659851,14.88,1.2,0.01,-0.04,-0.07,0.19,14.98,0.14,0.16,1.85,-0.18,-0.07,-1,0,376
3219476,182.05376,33.33017,182.05368,33.330135,16.46,1.21,0.11,-0.01,-0.01,0.65,16.81,0.21,0.24,0.84,-0.18,-0.04,1,0,344
3221817,183.7926,34.91105,183.792496,34.910938,15.79,1.23,0.15,0.05,-0.01,0.4,16.0,0.27,0.22,1.46,0.1,0.1,1,0,303
3227383,183.22618,36.56162,183.226151,36.561588,15.62,1.0,-0.05,-0.05,-0.11,-0.01,15.76,0.11,0.1,0.95,1.1,-0.16,-1,0,288
3242671,182.23247,40.82826,182.232407,40.828167,16.41,1.17,0.27,0.09,0.03,0.27,16.34,0.16,0.18,0.85,0.1,0.02,1,0,277
3246187,183.45827,42.04738,183.458206,42.047287,16.4,1.19,0.22,0.08,-0.01,0.38,16.44,0.21,0.26,1.18,-0.25,0.1,1,0,277
3265838,182.43242,48.21082,182.432312,48.210705,16.25,1.19,0.08,0.01,-0.06,0.15,16.27,0.15,0.2,0.86,-0.04,-0.11,1,0,264
3280045,183.08899,6.18828,183.088867,6.18825,14.58,1.13,0.14,0.03,-0.03,0.22,14.52,0.13,0.17,2.3,-0.46,-0.0,-1,0,503
3286795,183.55644,6.0216,183.556381,6.021427,16.77,1.14,0.27,0.09,0.06,0.26,16.58,0.34,0.43,1.86,0.03,-0.18,-1,0,494
3293042,183.287,-3.15605,183.286942,-3.15601,16.32,1.24,-0.17,-0.1,-0.06,0.35,16.97,0.35,0.4,1.42,-0.32,-0.01,1,0,463
3294319,182.7874,-3.64982,182.787308,-3.649761,16.13,1.15,0.23,0.08,0.02,0.34,15.99,0.22,0.25,1.77,-0.26,-0.07,-1,0,802
330723,123.08929,51.54394,123.08931,51.54393,14.83,1.16,0.39,0.14,0.02,0.34,15.05,0.11,0.14,1.39,-0.54,-0.03,-1,0,263
3343188,182.82506,7.73964,182.824982,7.739675,16.7,1.1,0.21,0.06,-0.01,0.29,16.7,0.26,0.34,1.5,-0.25,0.0,-1,0,466
3351006,183.12448,9.86719,183.124405,9.867139,14.67,1.01,0.4,0.07,-0.0,0.42,14.72,0.17,0.23,2.35,-0.41,0.03,-1,0,294
3353370,183.71037,9.58339,183.710297,9.583246,16.64,1.17,0.2,0.07,0.02,0.25,16.55,0.18,0.22,1.18,0.11,-0.03,-1,0,334
3356801,182.17033,9.52931,182.170273,9.529199,15.89,1.21,0.03,-0.02,-0.02,0.44,15.83,0.13,0.16,1.33,-0.47,0.01,1,0,377
3357735,182.31723,9.7177,182.3172,9.717652,16.95,1.14,0.11,-0.02,-0.02,-0.01,16.99,0.16,0.19,0.62,-0.17,-0.03,1,0,317
3358748,182.25887,9.76576,182.258774,9.765772,16.7,1.14,0.04,-0.05,-0.06,-0.01,16.8,0.18,0.22,0.84,-0.53,0.01,1,0,299
3372764,185.44118,2.82849,185.441193,2.828471,15.31,1.17,-0.0,-0.04,-0.04,0.14,15.52,0.12,0.15,1.39,0.42,0.0,1,0,511
