LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score
23182010,0.647162,0.647174,0.647168,1.000019,485,0.0469862809102412,0.9,0.8,0.0530763566553309,1.4,0.8,15.89,0.92,39,0.0193353796135678,1.3,0.9,0.0243238927961476,1.2,1.1,15.95,0.69,1.5452,1.5792,29.3945,0.0545,7.6538,0.5424,0.5453,344.8276,0.2936,8.2915,0.23,2e-05,NaN,NaN,NaN
23184808,0.338821,0.338888,0.338854,1.000198,540,0.117738067078774,1.9,1.0,0.6052517455788261,10.8,3.0,15.93,0.42,51,0.0941422303403016,6.2,2.2,0.1708289320881723,23.0,3.8,16.03,0.31,2.9514,2.9852,29.5639,0.0328,22.0331,1.4754,1.5361,16.4541,0.0415,6.9665,0.11,0.0002,NaN,NaN,NaN
23184879,0.75264,0.376319,0.56448,0.499999,539,0.2175959287821711,32.6,4.9,0.9268839406146148,85.8,8.9,14.94,0.45,51,0.1887279870771925,37.1,5.2,0.3022176841967705,101.4,8.7,15.01,0.31,1.3287,1.3456,59.1017,0.0383,10.4025,1.3286,1.3382,104.4932,0.0578,5.009,0.14,0.66667,NaN,NaN,NaN
23193507,0.473158,0.473174,0.473166,1.000034,559,0.0717324723016676,54.2,3.4,0.0805590268506308,80.2,3.8,14.38,0.78,37,0.0421757150530406,14.9,2.6,0.0383601338930201,27.0,2.2,14.4,0.71,2.1135,2.1688,18.0717,0.0563,17.6388,0.1106,0.1154,209.205,0.4773,1.7234,0.07,3e-05,NaN,NaN,NaN
23199703,0.65484,0.654854,0.654847,1.000021,546,0.0691507699443857,0.8,0.7,0.0822348221230298,1.0,0.8,16.24,0.68,52,0.0397244535566892,1.8,1.4,0.0401152386555825,1.7,1.4,16.21,0.56,1.5271,1.5609,29.5508,0.041,9.0917,1.5271,1.5759,20.4792,0.0954,8.0363,0.12,2e-05,NaN,NaN,NaN
23206575,0.614502,0.614497,0.6145,0.999992,549,0.0804076385607067,0.6,0.8,0.0783128870563983,0.5,0.7,16.26,0.56,52,0.0330562919871825,0.9,0.9,0.0344353515868404,0.9,1.0,16.24,0.43,1.6273,1.6639,27.356,0.0624,14.3885,1.6274,1.6506,43.1034,0.0356,6.2811,0.13,1e-05,NaN,NaN,NaN
23214839,0.28391,1.083832,0.683871,3.81752,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5222,3.5588,27.3898,0.0167,13.6039,0.0,0.0,0.0,0.0,0.0,0.0,1.1697,NaN,NaN,NaN
23223856,0.586642,0.586647,0.586644,1.000009,266,0.0994184551914047,22.7,3.4,0.0961828069675881,22.3,3.4,14.87,0.64,59,0.0682330612807421,39.3,3.1,0.0672720759554367,41.1,3.0,14.92,0.55,1.7046,1.7113,149.5886,0.0452,6.9438,1.7044,1.7416,26.8745,0.0449,6.7494,0.09,1e-05,NaN,NaN,NaN
23230392,0.601905,0.601913,0.601909,1.000013,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6614,1.6953,29.4898,0.0515,8.1936,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,NaN,NaN,NaN
23248355,0.531882,0.531888,0.531885,1.000011,334,0.0462155098100524,1.2,1.1,0.0387694330980626,1.0,1.0,15.48,0.92,58,0.0186202963430841,2.2,1.0,0.018486867547956,2.5,1.0,15.58,0.71,1.8801,1.9415,16.2999,0.0907,13.9852,1.88,1.9426,15.9821,0.048,9.1486,0.21,1e-05,NaN,NaN,NaN
