LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,LPlin_rmsdmag,LPlin_chi2dof,LPlin_chi2dofR,LPmean_rmsdmag,LPmean_chi2dof,LPmean_chi2dofR,Lmmax,Lampl,NdataZTF,ZPztf_rmsdmag,ZPztf_chi2dof,ZPztf_chi2dofR,ZPmean_rmsdmag,ZPmean_chi2dof,ZPmean_chi2dofR,Zmmax,Zampl,Lindicator,Llimit,Zindicator,Zlimit,Chi_diff_LINEAR,Chi_diff_ZTF,Ampl_diff
2826769,0.611934593823587,0.6119340330745733,0.6119343134490801,1.0,309.0,0.0580678636279394,2.3870035997454053,1.2605364841891478,0.0585210381029313,2.377972032659188,1.2808541690719013,15.092679219687565,0.4823301022254291,448,0.033771714402185,2.446983981023494,1.2208896233894844,0.0342220394064055,2.441560066552999,1.234355277526653,15.03962326632233,0.4957563687369717,1,0.25,0.0,0.25,0.02031768488275354,0.013465654137168714,0.013
2839032,0.3371452756806033,0.3371444534540806,0.3371448645673419,1.0,229.0,0.0805543607875599,0.866104678223103,0.7585619775138671,0.0820726910230367,0.8661648524922311,0.7438469484143545,15.494263805781037,0.3270983548838408,685,0.0489941418270065,2.0499213220139083,1.2463647954690318,0.0487385583470751,2.044361492353907,1.2466907303838302,15.475850606673587,0.3266765859668066,1,0.25,1.0,0.25,-0.014715029099512611,0.0003259349147983759,0.0
2873728,0.6188467348939797,0.6188355213523824,0.618841128123181,1.0,522.0,0.1142364726735863,1.098323179131104,0.9168826347108489,0.1108621273552059,1.132396065419107,0.9252299702483672,16.17457990169953,0.4763408222477565,306,0.045392630008608,2.224492431062023,1.2263568185353877,0.0420898913089982,2.5945376356631478,1.1400024983183037,16.100250062113673,0.4905125769601355,1,0.25,0.0,0.25,0.008347335537518319,-0.086354320217084,0.014
3036295,0.6297036316952348,0.6297146320926164,0.6297091318939256,1.0,502.0,0.0839734352668743,4.500542463194517,1.7936253442891508,0.0843928386034466,4.785987688922152,1.7956040855735254,14.87866271985529,0.3455266664291407,763,0.0860481522659461,5.91927434608638,2.24804135095818,0.0871521182176394,6.101357482618991,2.290173997999265,14.806555964725597,0.3424233178648421,1,0.25,0.0,0.25,0.0019787412843745855,0.04213264704108477,0.003
3094018,0.6058107859453002,0.6058052489496653,0.6058080174474827,1.0,307.0,0.08277327265215,0.6806090371489825,0.705969803151359,0.0845464035008426,0.6652900248067543,0.7188743978108135,16.335040568310706,0.5188342453705808,421,0.0367850069320764,1.6065516282478336,1.148512571510368,0.0379377610859992,1.6218608662347245,1.2124830058353817,16.316817231381833,0.5656053625156368,1,0.25,0.0,0.25,0.012904594659454482,0.06397043432501381,0.047
3140139,0.3045898242819009,0.3045845030693736,0.3045871636756372,1.0,255.0,0.2607653362158239,7.693838645484878,2.5035281204121698,0.2509015430876156,7.905885435269295,2.65017934293822,15.621865027827075,0.397138053893542,392,0.153516826646682,13.24132826253402,3.7073771974780656,0.1489310880720596,12.809115085653174,3.5461964115706373,15.560168974690278,0.3989169353752082,1,0.25,1.0,0.25,0.14665122252605034,-0.16118078590742835,0.002
3160442,0.5938103602843765,0.5938058002252221,0.5938080802547994,1.0,260.0,0.1380419001284664,1.9504618904016144,1.1500688264818533,0.1427686487277087,1.997137596694689,1.131073299902303,16.065487194721694,0.5506539158142871,717,0.0774681267810391,11.99957334373866,2.7071861813856786,0.0781038603590114,11.845061882059104,2.785377942828656,16.037827047176936,0.5966330061506682,1,0.25,0.0,0.25,-0.01899552657955028,0.07819176144297746,0.046
3182815,0.650714873399633,0.6507007868933092,0.650707830146471,1.0,491.0,0.0591324826816206,1.151573218821108,0.9119539185449184,0.0640343343795643,1.5811303736223248,0.9492828740671484,15.997172924019424,0.8993594396831632,443,0.0257497522016201,5.360371690734866,1.5215693360032376,0.0246652462499806,7.012567297626468,1.4997922023467658,15.96895046778914,0.8879546967711338,1,0.25,0.0,0.25,0.037328955522230034,-0.021777133656471825,0.011
3343188,0.5622721606467086,0.5622679793030116,0.5622700699748602,1.0,466.0,0.0613165118885656,0.9589845587108105,0.7681463440280862,0.0597828267754461,1.0041078652143909,0.7528230429281214,16.10407648041304,0.8504758488684274,515,0.0244526903004437,2.8156757893347857,1.2585765453915234,0.0242932281373018,3.0186492145014943,1.2363232142123586,16.052936687446596,0.8145496381336024,1,0.25,0.0,0.25,-0.015323301099964826,-0.022253331179164837,0.036
3356801,0.3376724695329482,0.3376668971970846,0.3376696833650164,1.0,377.0,0.1501911042628998,4.275682905949229,1.3564418365173612,0.1475463369438534,4.404087292001861,1.4200771554936302,15.677717888981716,0.3373565477704883,410,0.0564460242285832,2.3426269083709976,1.267156117478348,0.0643143250293898,2.7291516954831456,1.4503252798907909,15.690944725128844,0.2950676960767104,1,0.25,1.0,0.25,0.06363531897626906,0.18316916241244274,0.042
3491287,0.4909858899919556,0.4909944655191435,0.4909901777555495,1.0,483.0,0.0473456927972117,4.084159441266045,1.4370381097087404,0.0530582553236951,4.95409437187676,1.48470556425217,15.253556014449916,0.938027763876036,467,0.0603406280593426,39.81665238451498,3.8122916579606647,0.0636997526514763,46.53322677194441,3.9448569144794106,15.28122899435187,0.7983393155332337,1,0.25,0.0,0.25,0.04766745454342969,0.13256525651874584,0.14
3520413,0.3585012043448418,0.3585039754401701,0.3585025898925059,1.0,358.0,0.0754464154918952,7.5730071181695156,1.5855392513501414,0.0764577028994245,7.639162007743372,1.7611631966466468,14.60256137977944,0.3430128802266488,1182,0.0579994227169404,1.93059145644194,1.3303791558786573,0.0567491080498985,1.9863143464814663,1.2994896650675791,14.532077020367494,0.339264881577062,1,0.25,1.0,0.25,0.17562394529650538,-0.03088949081107817,0.004
3605763,0.3655280428658164,0.3655391935094084,0.3655336181876124,1.0,248.0,0.1311529843380264,4.701003441822383,1.0645675249153603,0.1447993965159413,4.887243075358252,1.250971013527148,15.93756964086109,0.5177933843320286,810,0.0423978028499345,2.39115393337979,1.3739567673419215,0.0590727857730134,4.523578957035694,1.897921326446069,15.906911240450848,0.4575461903061342,0,0.25,1.0,0.25,0.18640348861178757,0.5239645591041475,0.06
