index,Period,N
5303,0.2962725725841206,23
5306,0.506625923474805,658
5308,0.0,0
5310,0.49659479778519033,646
5311,0.5159810920509055,647
5312,0.03827543364283119,24
5313,0.6525400133870685,525
5314,0.3609480931630062,531
5316,0.5820822558379443,531
5317,0.3309380482004799,525
5318,0.5858549942422049,529
5322,0.5728060131121311,447
5325,0.3296996113030388,446
5327,0.29799193863989415,447
5329,0.630523278333052,445
5331,0.6452135547619883,451
5333,0.5143162405325535,1869
5334,0.5565882301736773,806
5335,0.4798296831851574,1858
5337,0.5857378452991728,194
5340,0.5362000306407495,806
5341,0.5484072505372234,1230
5342,0.5678648674977905,1149
5343,0.5888393087959881,289
5345,0.6002639733818281,808
5346,0.0,0
5347,0.5654648628907543,354
5348,0.34446947669323114,1193
5355,0.5266016276436528,347
5359,0.6477128692043194,354
5360,0.3643998573691935,1250
5364,0.41073883147230406,354
5367,0.5484046414855756,353
5373,0.0,0
5374,0.5399373120891982,130
5375,0.6223861557817445,1514
5376,0.6040096536690905,58
5379,0.5330543308943315,2916
5382,0.5421040533368292,643
5385,0.49085775451692054,645
5387,0.7379901423645514,525
5389,0.0,0
5391,0.581319012269364,528
5392,0.5213267990592715,527
5393,0.5363123731098246,530
5394,0.612326261369989,531
5395,0.5323523303456738,1538
5402,0.3391101688221664,1147
5403,0.6214393636971415,1236
5405,0.298156542236692,1236
5408,0.29770719713788846,226
5410,0.5890667817421333,1234
5411,0.5349225467987436,91
5414,0.5134181713109996,1236
5417,0.8039073974054048,1278
5419,0.7299210241862651,2092
5429,0.35770120107367676,1095
5430,0.5501895083790579,136
5450,0.5789303388085227,1530
5458,0.5562172471859772,1557
5459,0.2705596435988662,1568
5463,0.6629910053738542,1541
5466,0.5112145509413216,1605
5468,0.5237966105150512,1505
5485,0.5714308107152734,1185
5501,0.6128668157122625,1035
5505,0.29006676841579765,1034
5510,1.105133310495483,89
5520,0.623001098618867,1336
5521,0.6494092045874431,1335
5532,0.7217628283569893,387
5534,0.46924319173453594,1534
5535,0.5613621230430443,1435
5540,0.45744344407611875,1548
5541,0.553150974560285,95
5552,0.5702181442257657,3075
5556,0.5974608824925443,1408
5561,0.5643116098108861,1060
5571,0.6504362115391351,989
5581,0.5306224793777647,1240
5582,0.6227717183678935,1216
5585,0.5547983569493636,223
5586,0.48583192382072354,1216
5591,0.5751482036059414,1009
5596,0.6091721688957213,441
5597,0.46267541197069534,1018
5607,0.6159971514730674,1339
5612,0.3618592904842371,1351
5614,0.5089488784630101,1414
5617,0.5542069668840633,1524
5620,0.32984837981885473,1529
5621,0.3450780793450641,1526
5624,0.7922061956068266,1528
5626,0.5345200669669736,4489
5627,0.4972535936138935,1529
5628,0.5172674965708722,2891
5629,1.1852737626112735,97
5631,0.3211617200337879,3144
5632,0.5070528263792475,3141
5649,0.4003569185923804,741
5653,0.490336226676866,950
5661,0.37491413455682204,1057
5664,0.5602708528771703,70
5667,0.3195990400398855,1044
5672,0.3469657249734612,1135
5685,0.6368015953170415,1063
5686,0.6191508747715128,1120
5691,0.29805970054237474,1014
5692,0.5722508205498403,959
5694,0.36247980708057015,84
5699,0.2931748694781764,82
5704,0.5831408849657238,1419
5708,0.5409914303376837,100
5723,0.6062784082423835,1520
5733,0.6018471505125954,1522
5738,0.47322943450097676,1706
5740,0.27116960667239126,1708
5741,0.5472702885931651,3072
5742,0.5830685470877267,1702
5746,0.5490641347097814,96
5764,0.6914447904836132,1659
5769,0.6128761716616768,1658
5773,0.5304101867722003,2851
5775,0.572983239042845,1460
5777,0.6120643969839347,1533
5780,0.7069316613014236,528
5785,0.5391721732648865,1055
5786,0.6471755391470851,1053
5790,0.6049011548979718,53
5791,0.5986195831110821,1028
5800,0.604014928120365,79
5807,0.6647161784245725,967
5811,0.5352292448679936,997
5817,0.4319113131708912,1132
5820,0.36605527935414045,961
5821,0.555959016115075,1138
5822,0.4767415787035866,935
5836,0.49571925874777273,1022
5838,0.647874298834987,1023
5844,0.3147364201174994,179
5850,0.09370005289740917,54
5858,0.4932049816196922,691
5861,0.5872955408719769,1228
5868,0.5206267608640986,2731
5871,0.27804939305383564,1297
5873,0.340558788073781,1296
5895,0.5978881539844023,1649
5897,0.6019388041939971,1556
5903,0.5189678920582741,2677
5905,0.4860201937335313,958
5906,0.370687467337883,1109
5908,0.5914956683954317,1034
5909,0.4723218923753149,1044
5913,0.5227964049045255,1032
5914,0.653546048936545,979
5919,0.6586868453134386,1096
5922,0.29379192957057904,1092
5923,0.5575392165847216,87
5925,0.6134426568540283,970
5927,0.6370951098840472,33
5928,0.6116778888742803,645
5929,0.6124575509297343,937
5941,0.300802975328178,1132
5950,0.684075374281654,69
5958,0.5326859423841263,2081
5961,0.5465569564083662,87
5963,0.5023229850621513,1154
5967,0.9973980078621776,42
5996,0.5919715055463229,98
6001,0.5596330063384288,1687
6004,0.6936045749536528,95
6007,0.6917544853885851,981
6011,1.3265749316542352,82
6013,0.3436370794827807,1557
6016,0.2853317760487662,3013
6017,0.5540013694650138,1451
6019,0.4875148261324685,1456
6020,0.5574259967860616,95
6021,0.6378840626947447,1439
6023,0.52275455428347,1458
6027,0.5942204092692425,1517
6034,0.6031547267782558,960
6035,0.30849393177565426,1994
6037,0.6065489041078019,1032
6038,0.6433289559983726,50
6047,0.575880093325913,1670
6052,0.5835718487566238,817
6053,0.5759857217803082,891
6054,0.5589308508595595,911
6055,0.6504110669273462,909
6058,0.41637181659700917,897
6064,0.5086058639329487,904
6065,0.2799651982928329,910
6069,0.45501381606135477,1132
6070,0.3209072859456023,1113
6073,0.5148804970654502,372
6076,0.10707880380266308,71
6081,0.5194571406463481,1142
6085,0.4362603438400124,2085
6087,0.5549990331873569,1198
6088,0.384751676717817,1168
6089,0.5532101574800573,704
6090,0.6708311744985779,1190
6092,0.7656750666228263,1014
6095,0.5910074280321042,926
6104,0.5636979196647404,1241
6111,0.29065486485591224,83
6112,0.581307915499111,1289
6114,0.34406847140086877,1274
6115,0.615670953567535,1283
6118,0.2799926416857116,95
6119,0.483045690564471,1555
6125,0.6297672539467887,853
6127,0.5296734565124664,884
6135,0.5483002322159105,1637
6136,0.49584685122165356,3200
6140,0.5114442457610677,98
6149,0.6230888551456568,1865
6154,0.3177886527472149,892
6159,0.6743581950769215,923
6160,0.6415657657127098,914
6164,0.5736635624326397,907
6170,0.28029424132080794,69
6172,0.2988701760716285,331
6173,0.5767832903805061,1034
6175,0.5709848743678538,1036
6176,0.613687920084329,829
6177,0.6161983096616269,1019
6178,0.6625243961734046,1035
6180,0.3798919940455549,1022
6181,0.6472405064100326,1032
6186,0.5909766925469511,616
6187,0.6362775273376864,655
6188,0.6563538538914131,1144
6190,0.5845583932661828,1142
6191,0.524927305334046,879
6201,0.5610834125530828,1164
6202,0.34623733112046207,77
6207,0.4154587851296813,1273
6208,0.5433425900195421,1266
6210,0.29301427457024654,4259
6213,0.5350735696028026,3141
6214,0.30199093284489303,3053
6219,0.2648856821368135,973
6220,0.40411169741209046,912
6222,0.3302280152097324,3132
6228,0.6298611776380302,1535
6232,0.4853808929157661,1508
6244,0.46703913835894556,904
6250,0.5513053550138749,62
6255,0.5107252293225862,890
6259,0.5710725833978242,69
6260,0.6350681503323666,755
6261,0.587126711080466,69
6264,0.6470606611788394,959
6269,0.5947982519215433,1435
6271,0.5559750800237984,2085
6272,0.6554589946690976,1991
6273,0.6227832421940079,1932
6274,0.39301626217063024,1946
6275,0.5650863941886125,2015
6276,0.5928332562093569,1932
6279,0.6364836155025023,1873
6281,0.31495743644118007,679
6283,0.6303949746621053,682
6284,0.7459131227015983,528
6286,0.5222919211803315,528
6290,0.6185773676894056,2001
6293,0.6429426484685242,754
6294,0.6217514329315131,1380
6296,0.49549584983634476,973
6297,0.5045451440455223,951
6298,0.6303097226079604,445
6299,0.549369581107012,447
6304,0.6210116017743399,1693
6305,0.7765586213454571,763
6310,0.5139293187153082,445
6311,0.5825603395523559,641
6314,0.6581281623581006,638
6316,0.45524328009491444,644
6320,0.562459727594019,522
6322,0.5633446066015187,518
6323,0.40008241130890815,154
6324,0.5609009634003073,1177
6325,0.5651864597442837,446
6326,0.2869742698539706,554
6330,0.7145479585907816,792
6333,0.6243487619558302,1214
6337,0.4923216275468412,1236
6340,0.3504042490266522,1247
6341,0.46596990340411737,1245
6346,0.5231803667349281,1600
6348,0.4774045957506714,3032
6349,0.4895091874589879,3050
6350,0.5424432853320139,1651
6351,0.6038055684592214,1539
6355,0.3908244964403471,641
6357,0.5473336092173762,618
6360,0.5582440198470994,517
6361,0.5514980683588544,532
6362,0.6438307555755333,533
6363,0.5413725389125946,888
6364,0.4248523268788294,1546
6365,0.2953104776178483,1628
6366,0.6664250110773616,3112
6368,0.5262788213731403,1646
6370,0.3568325024343672,2006
6371,0.6928818564861151,2009
6372,0.3584973442260212,70
6374,0.5490164331835132,1776
6379,0.47661086687155885,626
6385,0.362100209733982,1724
6386,0.5275377007649537,1849
6389,0.5532204889327579,458
6390,0.6598225166731493,1662
6392,0.358095642691548,1891
6400,0.4866888648945346,523
6401,0.6408820453653676,762
6403,0.7325626967777481,769
6405,0.3655291675388561,880
6410,0.4804908225194291,652
6413,0.36389668123277763,520
6414,0.0,0
6417,0.5622180800495212,780
6419,0.639629535779312,739
6423,0.6422567900162036,1206
6426,0.2926444903813176,65
6430,0.46388144488434097,1198
6432,0.35881718586526085,698
6433,0.6855287826870053,1594
6435,0.541719143203077,190
6437,0.5690254929977111,1567
6441,0.25814673033427893,1536
6442,0.5323174709005273,1525
6443,0.6405401226696281,645
6444,0.6155233701772327,1525
6445,0.2929918547908187,1373
6449,0.6204333890864372,1305
6451,0.5886336768155066,132
6453,0.6803898593926991,519
6455,0.595781317860907,1159
6459,0.5707406676577865,1499
6460,0.6478079333425951,1644
6463,0.5379861917441487,1903
6464,0.517230850330722,1911
6466,0.48729179764294794,2029
6468,0.3509091121125063,1764
6471,0.6405411249271677,1642
6472,0.4071248971136036,1870
6478,0.5269329394685457,524
6479,0.5310083453489376,1340
6481,0.0,0
6491,0.7831984249779159,729
6492,0.5233590821036069,768
6493,0.6125670721171244,727
6495,0.5069228355643646,641
6496,0.560425693002731,642
6498,0.5951676717459966,90
6499,0.26755128492813,628
6500,0.5369573577324624,560
6501,0.0,0
6503,0.46958951558216133,560
6505,0.5697991872730044,569
6507,0.27415116184937044,740
6509,0.6391665180735294,859
6510,0.5106472249540887,1088
6512,0.6500102127629886,1227
6516,0.6519208702103095,1191
6517,0.6075707761145359,1230
6520,0.5065650463061157,1217
6522,0.6667552298094448,1487
6525,0.6380147970647594,1456
6526,0.4682705333818762,1484
6539,0.5898164821975794,636
6544,0.6318305584239581,1646
6547,0.5007045558836946,1638
6550,0.47961591908538087,3819
6553,0.3171993482917221,1988
6554,0.49619191296959975,1546
6557,0.652437367847791,1873
6558,0.5265794732238884,174
6561,0.6412486324707009,695
6565,0.5769229145100964,1952
6567,0.5936686327595527,1866
6570,0.5760588763369605,3692
6571,0.5132529044571997,1778
6572,0.5527514125580436,1791
6574,0.3319428393044465,666
6578,0.5140255104215561,766
6581,0.5924324616755221,1561
6582,0.5838682980651634,740
6584,0.6015629917288616,710
6585,0.702629388165591,746
6586,0.6657440755625283,648
6590,0.6232086360783784,639
6593,0.5764492268811554,649
6594,0.6488083791833181,654
6596,1.3653268589144845,7
6597,0.3441948041334044,550
6599,0.5996296891279906,558
6600,1.5060071890211466,7
6601,0.4938744287419429,851
6603,0.5542001840361355,1255
6607,0.632769846775014,2508
6611,0.669612954400201,1239
6612,0.6471559061083221,1310
6615,0.6274476228509904,2506
6617,0.7401959350433428,1311
6618,0.639452278210183,2502
6622,0.5683235652062505,52
6623,0.6943081245299869,2808
6626,0.40333302848121705,5690
6627,0.6312317682518184,1649
6628,0.6112116913079058,651
6630,0.5221204550437671,651
6631,1.8377009466724548,8
6634,0.5613018583626463,625
6637,0.9986234499941139,8
6644,0.593241804020739,1366
6646,0.2858066693178854,1610
6647,0.677408833424139,1421
6648,0.5393837524603883,1946
6649,0.327540048703973,1821
6650,0.5566707663598723,1767
6653,0.5211250491871844,1958
6655,0.5043885148031196,1971
6656,0.6488175278250303,3743
6657,0.6651624159874711,1952
6658,0.5334703965404041,1892
6661,0.34747474121982524,559
6665,0.6164198176021666,1903
6667,0.5053604035372818,1953
6668,0.4503733393835545,1936
6670,0.3620611574720472,806
6672,0.4622641223908679,1420
6673,0.7123845198229473,643
6674,0.5131602960890783,819
6675,0.3595164035412931,827
6677,0.4904143028946186,820
6678,0.5168875414878591,647
6680,0.5585812497681232,639
6681,0.0,0
6682,0.4838779024699993,635
6683,0.5057969269594427,545
6687,0.6687136811047669,772
6688,0.5212922424335757,476
6689,0.5475047791043028,789
6693,0.3534689886584876,1294
6701,0.6775788238200781,1319
6702,0.3098264377930581,2572
6706,0.7232840834981561,1375
6708,0.5549733698259175,1305
6710,0.27120392183750863,1361
6711,0.6567090423254325,1341
6712,0.5664352344115401,1359
6714,0.5177502038533066,1383
6715,0.3928894209146614,119
6717,0.3378422855484829,1359
6718,0.5870927740594997,1135
6721,0.47914488878975775,115
6724,0.5757739513030066,558
6727,0.6164871258090345,8
6729,0.6139051780934527,550
6730,0.5711938311457851,546
6732,0.703828522120216,1358
6733,1.0023347830998623,69
6734,0.7521352154709514,1386
6735,0.33321356404156743,1396
6736,0.5988371187477969,1967
6737,0.6297505690939109,1654
6739,0.60799335173558,1899
6742,0.4830849546100756,1857
6744,0.508256966033015,1903
6747,0.5620298601213198,1231
6748,0.35569686038447584,654
6750,0.5224418948090103,637
6751,0.524598966991874,1892
6755,0.5377972332172771,3775
6757,0.29224729055712856,3645
6759,0.25082814339945714,24
6760,0.6105285875247175,287
6763,0.5077555424950381,651
6766,0.7057141625779629,1292
6767,0.3525707239627598,1104
6772,0.5481454237348437,313
6774,0.5942414426349908,555
6775,0.5092738119307455,828
6777,0.5980650704397259,820
6779,0.6755674690567672,82
6780,0.6253420600503774,856
6782,0.5637664658868211,1363
6784,0.5902828342750709,1267
6786,0.5341360766374352,1201
6788,0.3570869040999096,1308
6789,0.7205220144344268,1014
6790,0.36376040135877374,463
6794,0.4836963480820593,1373
6795,0.672042045175201,1322
6798,0.5864557747555095,1382
6800,0.5735507294479474,1289
6803,0.3216842662618807,1236
6806,0.48207108686764116,1320
