LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ
8641088,0.599652,0.599646,0.599649,0.99999,489,0.04606454626917736,0.9,0.9,0.045743508123535205,1.0,0.9,15.55,0.69,65,0.03307031673519068,1.8,1.3,0.02288858175178111,1.9,0.9,15.58,0.53,1.6676334837101623,1.7014284837103837,29.590176061353716,0.08884004905701841,13.967541982753389,1.6676519219367676,1.670461921936786,355.87188611866503,0.10563385985612014,17.684965495179036
8646040,0.623866,0.0,0.311933,0.0,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6029072761397054,1.6367622761399272,29.537734455573734,0.10740924108509213,12.172581547447173,0.0,0.0,0.0,0.0,0.0
8729307,0.568383,1.136692,0.852538,1.99987,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7593770572541059,1.7934820572543293,29.3212138980633,0.06977421669384794,7.486914914380008,0.0,0.0,0.0,0.0,0.0
8730052,0.694309,0.694315,0.694312,1.000009,280,0.06667768010133594,1.0,1.0,0.06582482266378524,1.0,0.9,15.81,0.68,385,0.035416433305883316,2.3,1.3,0.03552989978187033,2.3,1.3,15.81,0.53,1.44028150459528,1.4431515045952987,348.4320557468463,0.11567518767316923,10.331813683952229,1.440273636903501,1.4451086369035326,206.8252326770318,0.011900521043167165,11.423640932170445
8735344,0.403326,0.40333,0.403328,1.00001,285,0.1992774930185667,3.3,1.4,0.19377433450739098,3.3,1.5,15.91,0.41,820,0.21241702280267608,16.5,3.7,0.21272410483428977,16.7,3.7,15.95,0.26,2.4793822207045833,2.5179672207031225,25.91680705035267,0.03237405985603095,7.194318345554743,2.479339577842227,2.482904577842092,280.5049088465239,0.008343405505018947,16.204711810606224
8738578,0.631217,0.631243,0.63123,1.000041,277,0.18934091487261825,0.7,0.7,0.199696332820362,0.7,0.7,16.44,0.32,219,0.11062057019474653,4.1,1.9,0.11493364328826486,4.3,2.0,16.38,0.26,1.5842408499414162,1.6227958499416688,25.936973155062866,0.06530117571879537,5.0496354576269304,1.58418146084104,1.5891314608410725,202.02020201887854,0.013559412917357603,12.112074736568902
8742110,0.611227,0.611229,0.611228,1.000003,307,0.04780579106416841,1.3,0.8,0.047328606341853575,1.3,0.8,15.52,0.57,68,0.026018348763446796,2.3,1.0,0.027157795108545244,2.3,1.0,15.49,0.44,1.6360542555305557,1.6699042555307775,29.542097488728178,0.06328375379507284,13.371394398292805,1.6360555471641223,1.6598905471642784,41.95510803412833,0.027454432554008805,6.40051986021007
8745394,0.522105,0.49933,0.510718,0.956379,317,0.05449880302967296,8.8,1.5,0.4459432548533296,110.8,9.5,15.05,0.79,68,3.384130495505302e-05,196.2,16.5,0.5165956115176258,202.8,13.3,14.81,5722.34,1.9153246523447118,2.005354652345302,11.107408641491128,0.16600527117329103,11.868526847532497,2.002885587607649,2.0098455876076944,143.67816091859896,0.007737483173256558,2.1180582630596136
8750363,0.561315,0.561305,0.56131,0.999982,295,0.0713518652026661,4.2,1.4,0.08296811320075195,5.6,1.6,15.49,0.89,60,0.06183589507017435,11.0,2.1,0.0596987980094795,12.7,2.1,15.75,0.49,1.7815308289312657,1.8552808289317488,13.559322033809476,0.08948620730575449,6.343559795386392,1.7816257161326912,1.827400716132991,21.845985799966112,0.03574612298614063,6.053847885340154
8756859,0.290395,0.0,0.145198,0.0,445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.443583264052498,3.477473264051215,29.507229272288512,0.04203078348547536,25.166182956935355,0.0,0.0,0.0,0.0,0.0
8799313,0.32756,0.327542,0.327551,0.999945,280,0.1456524864983084,1.3,1.1,0.1758634820706168,1.8,1.1,16.18,0.47,197,0.07172275266369492,3.0,1.5,0.09078770297411058,5.9,1.9,16.23,0.3,3.052874345693393,3.076574345692496,42.19409282860159,0.028244599603390732,11.756387602186708,3.0530583552923662,3.05930335529213,160.12810248804766,0.0116251580358227,16.894328138965925
8854248,0.34748,0.347477,0.347478,0.999991,336,0.15323721656194328,3.2,1.6,0.16408146624441167,3.2,1.6,15.58,0.4,66,0.043329668035456737,1.9,1.1,0.03984235712354384,1.8,1.0,15.67,0.31,2.877863083876866,2.88065808387676,357.78175314413517,0.08709811867141008,20.628909285017308,1.4389438522457618,1.4723438522459806,29.940119760282897,0.029092489300315848,5.797238573655966
8896747,0.362061,0.362064,0.362062,1.000008,290,0.13694617982234478,0.8,0.8,0.13074390077837644,0.8,0.8,16.2,0.35,88,0.07760814550575758,1.3,1.2,0.08452558528661137,1.3,1.3,16.25,0.26,2.7619662133781238,2.7957812133768436,29.572674849559597,0.021958142697693722,8.75671872715908,2.7619439536004347,2.772153953600048,97.94319295179801,0.008468441729331531,6.232300377342599
8901601,0.462265,0.462267,0.462266,1.000004,270,0.03498008192284836,20.1,2.3,0.03690087724096094,27.3,2.3,14.16,1.14,156,0.026716369836244275,5.4,1.8,0.027563494380614815,5.2,1.9,14.3,0.88,2.1632616832990506,2.2435116832960125,12.4610591905029,0.11285015541257065,11.292598994199075,2.163248206951958,2.2435382069489185,12.454851165000097,0.04465300939347041,14.881613419961406
8902279,0.712364,0.712368,0.712366,1.000006,302,0.057765177147236293,5.8,1.2,0.058761301217350945,5.8,1.2,15.22,0.53,68,0.02949700087225281,1.0,0.9,0.02906665061267084,1.0,0.9,15.18,0.41,1.4037759525811997,1.4697909525816322,15.148072407686872,0.05057562075314363,4.358100932796762,1.403776674807215,1.4065966748072334,354.60992907569107,0.1466098587492067,19.69738939607788
8907563,0.513164,0.513164,0.513164,1.0,259,0.12154393802656159,2.8,1.1,0.12154393802656159,2.8,1.1,16.13,0.77,87,0.09054915466611557,15.9,3.4,0.09054915466611557,15.9,3.4,16.2,0.64,1.9486949489245395,1.9756849489247164,37.05075954032785,0.08197356532739374,8.239436875189702,1.948687297145342,2.0026822971456957,18.52023335481894,0.057134741802008074,16.123380041908085
8907625,0.359523,0.359525,0.359524,1.000006,257,0.16163936090303677,0.6,0.7,0.1490180659948612,0.6,0.7,16.39,0.33,97,0.07335089822646107,1.1,1.2,0.07633723408250476,1.2,1.2,16.38,0.26,2.7814663326730718,2.8935013326688304,8.92578212199632,0.026078290257953825,10.33320822523236,2.781439926076435,2.7842449260763287,356.50623887267653,0.05238532784236308,27.133050325785074
8914489,0.499282,0.490409,0.494846,0.982228,266,0.0020009166224875825,241.3,10.0,0.34383830628657724,207.9,10.5,-99.21,114.7,92,0.02434056700350296,6.7,1.6,0.1380541694236742,135.2,6.2,14.52,0.86,2.002877743035489,2.0392577430357273,27.487630566065114,0.1642252968369441,9.66952991718482,2.0390997728063915,2.04191977280641,354.60992907569107,0.03345589960897675,15.319278446048026
8927173,0.558599,0.558604,0.558602,1.000009,317,0.10266107213101104,2.5,1.3,0.10126195081145956,2.7,1.2,15.84,0.77,66,0.10355816977617946,23.9,4.4,0.0989578224887931,23.9,4.4,15.93,0.71,1.7901920762669075,1.8240270762671291,29.55519432520907,0.09954393973353075,14.914430551500018,1.790176121907905,1.7933311219079258,316.9572107744687,0.041827591671064736,8.532159080574921
8929826,0.657947,0.0,0.328974,0.0,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198802724043403,1.5564252724045797,27.363524421766282,0.0837114028827262,10.672126576360219,0.0,0.0,0.0,0.0,0.0
8930253,0.483874,0.483869,0.483872,0.99999,302,0.031054589661883476,16.0,2.1,0.03447308067444477,19.8,2.4,14.16,1.08,65,0.022846630600078393,4.1,1.6,0.025160998297863665,5.4,1.8,14.27,0.85,2.0666549833145433,2.098564983314752,31.33813851436737,0.09178160457869892,13.246786247567531,2.0666745587355573,2.0987495587357676,31.176929072281897,0.052414400537839995,14.37603800913619
8933546,0.505787,0.49928,0.502533,0.987135,385,0.0806385542019795,2.1,1.0,0.15741216590398288,7.8,1.6,15.93,0.83,66,0.00014277335159576553,43.8,6.1,0.12507447404225946,29.2,3.5,-59.53,863.44,1.977116965327138,2.0110069653273603,29.507229270977934,0.08577363366805527,14.365314605636472,2.0030049546779614,2.028914954678131,38.59513701248355,0.13797129835128658,14.125944124939355
8999679,0.338793,0.338791,0.338792,0.999994,273,0.06629550925256543,3.5,1.4,0.07239399643188923,3.6,1.4,14.94,0.37,181,0.0489557084268098,1.2,1.1,0.04776670059622483,1.2,1.1,14.99,0.27,2.951652669449782,3.0196576694472075,14.704801118121575,0.027569547798665033,8.64485864332395,1.4758294674534405,1.4790044674534613,314.9606299191965,0.015293465319120578,15.840714999210041
9011013,0.723295,0.723304,0.7233,1.000012,256,0.10873772607258055,0.6,0.8,0.10910507903732536,0.7,0.8,16.12,0.42,196,0.04467961489872865,1.4,1.1,0.047948325855092865,1.4,1.1,16.03,0.36,1.3825616893300054,1.3930866893300744,95.01187648393812,0.033345104651444114,5.172447520686633,1.3825414862122858,1.3861114862123092,280.1120448160921,0.015082895345884422,9.756594464789586
9014689,0.554951,0.554951,0.554951,1.0,281,0.1379496824925613,14.4,2.2,0.1379496824925613,14.4,2.2,15.24,0.58,176,0.07997644885999595,15.7,3.2,0.07997644885999595,15.7,3.2,15.23,0.53,1.801959526613327,1.8728795266137916,14.100394810962335,0.04663189805872926,6.316671262581857,1.8019598191547044,1.8047748191547228,355.23978685380064,0.03065810638465138,10.933625153578742
9017927,0.656716,0.65669,0.656703,0.99996,268,0.07028605634038189,2.2,1.0,0.05976875970875787,2.0,1.0,15.8,0.88,192,0.027234932837800967,2.8,1.5,0.03315402458014467,5.2,1.9,15.88,0.73,1.5227291903359756,1.5584041903362094,28.030833917125403,0.07588952388413008,4.625819005495543,1.5227916924372569,1.56294169243752,24.906600248902834,0.019348258089730654,9.600455953936654
9022659,0.499311,0.517754,0.508533,1.036937,273,0.00526383601672931,52.7,5.6,0.4504745953425005,36.7,5.0,-46.28,62.77,198,0.027574233489947975,4.2,1.6,0.9764693996566051,288.4,17.3,15.63,0.77,2.002760501486528,2.0060255014865493,306.2787136274171,0.06105639872647682,6.6286745967229495,1.9314198080998752,1.9670798081001089,28.0426247894966,0.028279544177344386,19.675185124001082
9025455,0.392877,0.392894,0.392886,1.000043,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.545328089785303,2.6131380897827357,14.747087450786871,0.040197562209801654,10.332737877646824,0.0,0.0,0.0,0.0,0.0
9054729,0.479152,1.001075,0.740114,2.089264,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0870201171677745,2.1277801171680415,24.533856722116017,0.06629339456961879,9.459425574722948,0.0,0.0,0.0,0.0,0.0
9063194,0.575781,0.57576,0.57577,0.999964,467,0.06238318515848381,16.1,2.4,0.07821496746974925,24.1,2.9,14.73,0.83,65,0.07510669506787679,13.9,3.6,0.06840663672114998,15.0,3.1,14.84,0.54,1.7367727988579849,1.770682798858207,29.489826009833347,0.07814251005427045,17.084862850168093,1.7368223919187733,1.7396223919187916,357.14285714051744,0.14931172841532409,20.435427545131237
9066685,0.466863,0.0,0.233432,0.0,452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1419537743900596,2.175913774388774,29.446407539395103,0.0672870864819345,9.045047532728377,0.0,0.0,0.0,0.0,0.0
9070238,0.613906,0.613907,0.613906,1.000002,447,0.05530591787051378,1.2,1.0,0.05530591787051378,1.2,1.0,15.74,0.96,65,0.02411242251882132,1.6,1.2,0.022359860002987876,1.5,1.1,15.86,0.75,1.6289139311230592,1.6628389311232814,29.4767870300206,0.0482889938716539,7.613506139151364,1.6289123015245879,1.66283230152481,29.481132075278563,0.033387121698757974,7.241807791454991
9075982,0.501585,1.139937,0.820761,2.27267,264,0.09804358174607218,22.0,2.6,0.45807123390459026,107.2,8.0,15.0,0.84,12,2.531776202314151e-07,9.4,0.1,6.847897185688567e-06,0.0,0.0,-5315.81,7594.41,1.9936813875339372,2.002836387533997,109.22992899983056,0.08044726959487801,13.98695611383183,0.8772411336270802,0.8937461336271884,60.58770069636164,51.59377150057244,61.7454735539605
9099158,0.629729,0.629738,0.629734,1.000014,253,0.05937012507061591,2.5,1.4,0.06223597594848282,2.5,1.4,14.85,0.55,184,0.0488853797589954,1.9,1.3,0.05021861426580517,2.0,1.4,14.85,0.43,1.587983657086748,1.64476865708712,17.61028440597779,0.05332340805540048,5.751145306618595,1.5879479812220185,1.5920129812220452,246.00246002298863,0.01804912344234157,11.08119040662753
9142645,0.355706,0.355701,0.355704,0.999986,269,0.208831597202221,2.2,1.4,0.20021907901987837,2.3,1.3,16.07,0.34,69,0.10986356832275382,7.6,2.0,0.125428515928172,7.8,2.2,16.11,0.29,2.811314209135192,2.84570420913389,29.078220414011565,0.0237408943096339,9.321854817207166,1.4056826952896795,1.4516876952899809,21.73676774249427,0.030693887763482152,5.481802200989575
9208280,0.610506,0.610531,0.610518,1.000041,302,0.1046666557849265,2.1,1.1,0.11445823566799135,2.7,1.2,15.88,0.54,25,0.036828677218785286,2.3,1.2,0.026572648456938807,2.2,0.9,15.79,0.52,1.6379846462568393,1.6718546462570611,29.524653085132826,0.09798900812070423,11.439879630690434,0.6351288669244497,0.6381438669244694,331.6749585384573,0.6719749328043938,6.772967020341045
9223072,0.507758,0.499319,0.503538,0.98338,281,0.08417113460997364,5.9,2.3,0.3963262138628709,73.3,5.7,15.08,1.09,71,0.0002929239061440802,176.1,11.8,0.33718810460938975,158.6,9.6,-617.42,633.5,1.9694417692380493,2.0032367692382707,29.590176061353716,0.08377041302672406,12.645204257148672,1.9694466422441308,1.9722616422441492,355.23978685380064,0.11019721030262195,14.48583063134745
9227464,0.352865,0.352858,0.352862,0.99998,352,0.28974078013777066,34.4,4.4,0.301696303332601,35.0,4.3,14.93,0.3,135,0.16916042597499098,9.1,2.8,0.16370060750810161,9.2,2.8,15.02,0.22,2.833942435738448,2.9184024357352505,11.839924224933196,0.018102225973738756,7.547145315542077,0.9446661791478617,0.973721179148052,34.41748408168814,0.05297247135399556,9.533236891440753
9236215,0.35257,0.352572,0.352571,1.000006,444,0.252659402468745,4.2,1.8,0.25079918538894524,4.2,1.7,16.19,0.42,133,0.14190190338104094,13.9,2.8,0.15252837476032086,13.9,2.9,16.21,0.33,2.8363163320517786,2.8701563320504975,29.550827424286574,0.03524750380716868,17.732581248523037,2.8363038339397835,2.839143833939676,352.1126760696682,0.041409896527262714,22.477041405285274
9246950,0.548152,0.548147,0.54815,0.999991,410,0.03201932802302743,2.6,1.2,0.031017529624959617,2.5,1.2,14.81,0.78,60,0.04065024564917292,3.4,2.1,0.04179243375302729,3.1,2.1,14.85,0.6,1.824310119199047,1.858220119199269,29.489826009833347,0.06368773553938675,10.031802604529831,1.824269602475766,1.8838696024761565,16.778523489822966,0.03382551606114969,5.779040831536425
9250453,0.594236,0.594243,0.59424,1.000012,379,0.07352400063656338,1.3,0.9,0.07463983838917962,1.3,0.9,15.79,0.61,68,0.02934392826289699,1.5,0.9,0.029170902656762806,1.7,1.0,15.84,0.47,1.682832863805879,1.7167678638061012,29.46810078071162,0.057264766959043374,12.407344996454487,1.6828129504892866,1.7361879504896363,18.73536299753534,0.03225807578707666,7.548387994394365
9304586,0.483694,0.4837,0.483697,1.000012,272,0.032586948904677886,2.4,1.2,0.03446453931964078,4.2,1.2,14.99,1.14,197,0.022055113465471433,2.6,1.3,0.020509396587020917,2.4,1.2,15.12,0.81,2.067421945811855,2.135161945812299,14.762326542566413,0.05110740710685806,6.5996372999316,2.067403896288191,2.0719688962882206,219.05805038192716,0.010894169389851762,11.310491529780434
9321631,0.586464,0.586458,0.586461,0.99999,267,0.05968103366959842,1.0,1.0,0.06432784669334428,1.0,1.0,15.69,0.66,197,0.03383231851502681,2.3,1.3,0.03264934251154883,2.2,1.3,15.73,0.5,1.7051349629795887,1.7768499629800585,13.944084222177352,0.05537038464744614,5.82763940079902,1.705141277127576,1.7084612771275978,301.2048192751352,0.012008711063812684,9.793309530097794
9356158,0.30825,0.308254,0.308252,1.000013,278,0.09669417361275737,0.8,0.8,0.11435643918437499,1.0,1.0,16.2,0.46,74,0.056861490076530186,1.3,1.3,0.060129343387284886,1.7,1.4,16.25,0.34,3.244123719444401,3.2779537194431203,29.559562519593783,0.025390527008670786,10.894711280159642,1.6220365289735605,1.6707615289738798,20.523345305150308,0.026521201651323604,8.111064020718146
9362275,0.668712,0.0,0.334356,0.0,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4954115795351337,1.5293165795353558,29.49417490026394,0.07311617153164966,14.468742690314919,0.0,0.0,0.0,0.0,0.0
9362756,0.583821,0.0,0.29191,0.0,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7128544080530996,1.7466844080533213,29.559562518281076,0.07547169308223334,14.547688255047486,0.0,0.0,0.0,0.0,0.0
9365776,0.290031,0.290038,0.290034,1.000024,446,0.08516899030937472,9.3,1.9,0.08892122169973687,10.9,2.0,14.7,0.39,67,0.05142017826871721,2.2,1.2,0.06735362857740344,3.3,1.5,14.78,0.32,3.447904455908403,3.48178945590712,29.511583297561096,0.04057785354519661,25.02802543902334,1.149272594989035,1.1537675949890644,222.46941045460485,0.023849646908016494,5.095607084117474
9385020,0.729253,0.729255,0.729254,1.000003,271,0.043968973708849446,2.9,1.1,0.04554344628408229,2.9,1.0,14.69,0.4,200,0.03978196646487322,1.6,1.1,0.039422178074123224,1.6,1.1,14.61,0.34,1.3712660417124953,1.402796041712702,31.71582619706466,0.11537764637432706,7.243141840114204,1.3712615587459045,1.3763415587459378,196.8503936994978,0.00631234059475351,5.523366761892122
9446597,0.385911,0.0,0.192956,0.0,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5912693889228198,2.6928343889189748,9.845911485628491,0.039471896391134964,7.969318903689441,0.0,0.0,0.0,0.0,0.0
9449335,0.47572,0.475695,0.475707,0.999947,257,0.08801604441888265,15.1,2.0,0.14252773963223217,31.2,3.2,15.24,0.89,139,0.06359553292928527,14.5,3.0,0.06645643156286261,25.5,3.3,15.41,0.61,2.1020752131931317,2.1359202131918504,29.54646181231667,0.10357507684086531,11.630075395140908,1.0008200186957703,1.034040018695988,30.102347982945478,0.05511881172262459,9.219701726517624
9507066,0.611134,0.611145,0.61114,1.000018,256,0.08052209164809228,1.2,0.9,0.07988468553466578,1.3,0.9,16.02,0.59,96,0.10582533101265083,8.9,3.3,0.10829561790160229,9.3,3.4,15.99,0.48,1.636302839982797,1.6729028399830368,27.322404371405703,0.07281703304295105,7.801776197163209,1.636258194069349,1.7040681940697933,14.74708745013197,0.019172560602878534,6.646661486402101
9517563,0.50201,0.502017,0.502014,1.000014,271,0.04283549476187844,3.0,1.4,0.040721767617764526,3.5,1.2,15.08,0.93,92,0.03112237922034588,5.1,1.8,0.034436062902961376,4.9,2.1,15.18,0.76,1.9919932520187822,1.9974032520188176,184.84288354777243,0.11404622866512183,13.63434786826726,1.991962442173183,2.0027574421732535,92.63547938800087,0.09118393778277693,44.680187578307944
9532981,0.591,0.591042,0.591021,1.000071,282,0.16005946560947582,7.4,1.7,0.2060557886182857,10.2,2.2,16.0,0.59,72,0.16675270201867035,21.1,4.7,0.177686143170733,23.2,4.5,16.01,0.41,1.692048245257674,1.6948432452576923,357.78175312824646,0.09794113480589056,6.54161039650524,1.6918960423219431,1.6947110423219616,355.23978685380064,0.08171200074603947,14.085381649612248
9541058,0.663589,0.663598,0.663594,1.000014,308,0.05677132063026159,2.5,1.1,0.05675610704089549,2.6,1.0,15.29,0.49,69,0.049511011252040514,2.3,1.5,0.04815945161837021,2.5,1.5,15.27,0.38,1.5069568306956673,1.5097518306956856,357.78175312824646,0.18641796291174634,16.402290247367972,1.5069356076060725,1.5154656076061284,117.23329425480057,0.03172378681193896,9.096032314686347
9543313,0.617107,0.617105,0.617106,0.999997,325,0.04839467500094239,0.6,0.8,0.04826342632590262,0.6,0.7,15.75,0.62,65,0.03618923241690942,1.9,1.4,0.03606827510348552,1.9,1.4,15.88,0.53,1.6204632366373883,1.6232582366374066,357.78175312824646,0.10029031057293569,12.784467228271303,1.6204935896618988,1.6508335896620976,32.95978905713411,0.02394658183262724,6.847925337435998
