LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,LCtype,IndicatorType,ChiType,BE_score
8036191,0.36386,0.363893,0.3639,1.0001,438,0.1132675191462546,7.8,2.2,0.5507948264597198,53.2,7.5,15.0,0.4,44,0.0534755632206309,1.1,1.1,0.0490271509246756,1.0,1.1,15.02,0.33,2.7483,2.7822,29.5116,0.0398,17.86,2.748,2.7748,37.3972,0.0396,7.6035,0.07,9e-05,1,NaN,NaN,NaN
8052673,0.562206,0.562212,0.5622,1.0,285,0.056687093712346,14.3,2.4,0.0560786461274168,19.1,2.3,14.68,0.93,84,0.0461646225349623,14.2,3.2,0.0522278186561071,35.9,4.0,14.74,0.81,1.7787,1.7992,48.7092,0.0439,5.8433,1.7787,1.7815,354.6099,0.0742,19.6098,0.12,1e-05,1,NaN,NaN,NaN
8096970,0.358815,0.358818,0.3588,1.0,281,0.2690352105505965,1.1,1.2,0.3053003414224727,1.6,1.3,16.4,0.29,41,0.1060588851198764,2.7,1.8,0.1226391461153999,4.7,2.4,16.51,0.31,2.787,2.8961,9.1583,0.0227,8.3044,1.3935,1.4531,16.7785,0.0754,5.242,0.02,1e-05,2,NaN,NaN,NaN
8097511,0.34276,0.342764,0.3428,1.0,272,0.1249537049909212,0.7,0.8,0.6803339392266036,5.1,2.5,16.08,0.33,204,0.0686578805568948,1.5,1.2,0.2276820698341429,14.3,3.2,16.1,0.25,2.9175,2.9853,14.7482,0.0339,11.1953,2.9175,2.9221,213.6752,0.006,11.9194,0.08,1e-05,1,NaN,NaN,NaN
8130793,0.640631,0.64051,0.6406,0.9998,256,0.1558503830525026,17.3,3.4,0.2065782464143669,20.7,3.7,14.72,0.35,52,0.0677909287496082,3.4,1.6,0.128148419639646,16.3,3.2,14.64,0.31,1.561,1.5998,25.7334,0.0537,5.1508,1.5612,1.5645,307.2197,0.1411,8.2011,0.04,0.00019,1,NaN,NaN,NaN
8145151,0.620433,0.620426,0.6204,1.0,359,0.1313277486756731,1.3,1.0,0.211971595614303,2.3,1.3,16.07,0.38,141,0.0600800785522112,1.7,1.2,0.081830131735741,6.1,1.5,16.07,0.32,1.6118,1.6429,32.113,0.0486,7.9043,1.6118,1.6774,15.2474,0.0169,6.5802,0.06,1e-05,1,NaN,NaN,NaN
8154564,0.680377,0.680378,0.6804,1.0,455,0.1040059987200317,0.8,0.9,0.1427164271886349,1.4,1.0,16.39,0.63,46,0.0357470922334883,2.2,1.1,0.0507227841455163,2.8,1.3,16.4,0.48,1.4698,1.5036,29.5247,0.0818,9.9794,1.4698,1.5356,15.1999,0.0824,3.3861,0.15,0.0,1,NaN,NaN,NaN
8175767,0.570752,0.570748,0.5708,1.0,273,0.1511356418158256,3.6,1.1,0.2202939754091276,4.9,1.7,16.4,0.76,184,0.0536460180220246,4.4,1.6,0.1045154092812518,12.9,2.7,16.51,0.53,1.7521,1.8198,14.758,0.0717,4.5221,1.7521,1.7568,213.6752,0.0084,6.2837,0.23,1e-05,1,NaN,NaN,NaN
8185242,0.647806,0.64781,0.6478,1.0,297,0.0428027361567509,1.2,1.0,0.0444934771238828,1.3,1.1,14.92,0.52,209,0.028554991219359,1.4,1.0,0.0305353576599631,1.7,1.0,14.91,0.41,1.5437,1.6136,14.3092,0.0989,5.1735,1.5437,1.5469,304.414,0.0151,9.1797,0.11,1e-05,2,NaN,NaN,NaN
8207815,0.517238,0.517241,0.5172,1.0,254,0.0490222295304372,2.8,1.1,0.1704153926303261,28.3,3.1,15.21,1.0,157,0.0219446186889776,4.3,1.4,0.0505614879772583,27.5,2.6,15.3,0.77,1.9333,1.968,28.8184,0.1076,8.2512,1.9333,1.9361,355.2398,0.0239,8.9165,0.23,1e-05,2,NaN,NaN,NaN
8214374,0.487303,0.487291,0.4873,1.0,264,0.1486575951633858,3.1,1.2,0.1522978398348181,3.1,1.2,16.13,0.79,218,0.0846233517717544,12.7,2.5,0.0812353559441838,13.3,2.3,16.39,0.56,2.0521,2.1014,20.2963,0.0614,7.0377,2.0522,2.0769,40.4122,0.0123,16.2956,0.23,2e-05,1,NaN,NaN,NaN
8222011,0.35092,0.350914,0.3509,1.0,264,0.2123874997109396,5.2,2.0,0.3237385666299812,8.0,2.4,15.59,0.46,159,0.294588086419371,19.4,4.5,0.2538380080638517,18.7,4.0,15.73,0.24,2.8497,2.8923,23.4247,0.0281,8.14,0.9499,0.9749,40.0802,0.0441,6.3025,0.22,2e-05,1,NaN,NaN,NaN
8306649,0.783187,0.783175,0.7832,1.0,318,0.0903555012003647,2.7,1.0,0.092055988619044,3.3,1.1,16.08,0.9,81,0.048511499100513,6.2,1.9,0.0529308995154381,9.1,2.0,16.18,0.7,1.2768,1.3077,32.3625,0.0891,5.3603,1.2768,1.3137,27.1518,0.0299,6.2139,0.2,2e-05,1,NaN,NaN,NaN
8311517,0.523354,0.523359,0.5234,1.0,331,0.0811308136790705,11.4,1.8,0.3260977740989753,50.9,5.8,15.3,0.74,85,0.0481407448547089,20.5,2.3,0.1457677309481801,48.1,5.4,15.33,0.6,1.9108,1.9567,21.7533,0.0446,9.2461,1.9108,1.9135,357.7818,0.0486,14.6936,0.14,1e-05,1,NaN,NaN,NaN
8313260,0.612585,0.612581,0.6126,1.0,337,0.1386043339745159,1.2,0.9,0.1643405237302497,1.4,1.0,16.54,0.58,81,0.0310360414239812,1.0,0.7,0.0511527417475035,3.1,1.1,16.59,0.42,1.6324,1.6354,341.8803,0.1087,7.2436,1.6324,1.6353,355.8719,0.0597,13.7897,0.16,1e-05,1,NaN,NaN,NaN
8318076,0.506938,0.506935,0.5069,1.0,475,0.041935440663571,4.9,1.5,0.2398828614175681,91.5,5.9,14.93,0.93,65,0.0232892173684922,2.7,1.1,0.1431748871770176,61.4,5.8,15.12,0.75,1.9726,1.9877,66.4011,0.0716,13.2524,2.0026,2.0325,33.4113,0.0715,10.4429,0.18,1e-05,1,NaN,NaN,NaN
8318215,0.560444,0.56044,0.5604,1.0,428,0.048680881243676,1.6,0.9,0.1872511975202865,23.7,2.6,15.5,0.73,68,0.0230600490757992,0.8,0.9,0.0949735454119711,32.2,3.4,15.54,0.57,1.7843,1.821,27.248,0.0358,8.5382,1.7843,1.788,273.224,0.0444,11.1296,0.16,1e-05,2,NaN,NaN,NaN
8331094,0.267543,0.267549,0.2675,1.0,430,0.134106985387444,4.1,2.1,0.634245210333249,35.5,6.1,15.12,0.35,59,0.1210008253052246,5.8,2.8,0.4152221180080893,49.6,6.4,15.22,0.28,3.7377,3.7716,29.4985,0.0298,21.6892,1.8688,1.8932,40.9417,0.0394,8.8383,0.07,2e-05,1,NaN,NaN,NaN
8337518,0.536969,0.53697,0.537,1.0,466,0.0659019998243113,1.0,0.8,0.180195002926122,6.2,1.6,16.24,0.96,66,0.0314370073749096,2.1,1.2,0.1003125879946686,21.0,3.2,16.33,0.68,1.8623,1.8962,29.5159,0.0885,11.0986,1.8623,1.8852,43.63,0.0526,8.7487,0.28,0.0,2,NaN,NaN,NaN
8342007,0.469585,0.469589,0.4696,1.0,491,0.0528887745055558,9.2,2.0,0.0915402702164157,38.1,2.8,14.91,0.93,63,0.0349224173570485,8.6,2.1,0.0544077531271188,39.2,3.1,15.03,0.74,2.1295,2.1634,29.577,0.0653,12.4369,1.1269,1.1297,356.5062,0.1194,12.8996,0.19,1e-05,1,NaN,NaN,NaN
8343291,0.569785,0.569791,0.5698,1.0,474,0.1130465399057904,31.4,3.3,0.1176779721462094,35.2,3.3,14.95,0.7,63,0.0824661757215731,36.2,4.6,0.0809032937873645,36.8,4.4,14.89,0.65,1.755,1.7888,29.6121,0.0427,11.3625,1.755,1.7881,30.2343,0.0251,5.5702,0.05,1e-05,2,NaN,NaN,NaN
8370218,0.650007,0.650021,0.65,1.0,257,0.0616143082436297,1.6,1.0,0.0648690638144731,2.0,1.1,15.66,0.81,99,0.0429585059111825,8.1,1.9,0.0645182243862439,18.5,2.6,15.71,0.61,1.5384,1.5899,19.4477,0.0573,4.807,1.5384,1.6097,14.0351,0.0261,3.8415,0.2,2e-05,1,NaN,NaN,NaN
8405435,0.666743,0.666737,0.6667,1.0,260,0.0521396537620668,1.1,0.9,0.1175294763638534,6.0,1.8,15.49,0.67,201,0.0243638549505304,1.8,1.0,0.0525055123455103,7.7,2.0,15.52,0.53,1.4998,1.5056,172.5626,0.0853,7.0839,1.4998,1.5057,171.6738,0.0181,14.4982,0.14,1e-05,1,NaN,NaN,NaN
8421216,0.638022,0.638011,0.638,1.0,278,0.0996459327387583,0.8,0.8,0.1237545384526552,1.0,1.0,16.4,0.68,151,0.0371152544698863,1.5,1.3,0.0389624687825756,1.8,1.3,16.37,0.59,1.5673,1.5702,344.8276,0.0863,6.3555,1.5674,1.6276,16.5948,0.0157,4.3269,0.09,2e-05,2,NaN,NaN,NaN
8428593,0.955946,0.468274,0.7121,0.4899,299,0.1338847076011537,51.2,4.6,0.499911376824514,141.9,10.5,15.12,1.07,196,0.0307694614589538,4.2,1.7,1.126825318591989,206.7,16.6,15.2,0.86,1.0461,1.0492,323.1018,0.102,2.1945,2.1355,2.2019,15.0625,0.0268,17.3801,0.21,0.68484,2,NaN,NaN,NaN
8453011,0.58982,0.589817,0.5898,1.0,353,0.0548531019826451,3.4,1.2,0.0915936362076844,15.6,2.0,15.13,0.69,59,0.0211012835001756,2.9,1.0,0.035265493943254,18.9,1.6,15.16,0.58,1.6954,1.7293,29.5334,0.0534,9.0801,1.6954,1.6983,355.2398,0.0729,11.9652,0.11,1e-05,1,NaN,NaN,NaN
8482990,0.631842,0.631846,0.6318,1.0,265,0.0840605571233417,1.2,1.0,0.1603241796274274,4.2,1.9,15.86,0.73,208,0.0262202755631118,2.0,1.0,0.0828292680226908,17.6,3.0,15.86,0.57,1.5827,1.6532,14.1864,0.0543,4.5825,1.5827,1.5888,163.3987,0.0085,7.3159,0.16,1e-05,1,NaN,NaN,NaN
8595866,0.33194,0.331942,0.3319,1.0,318,0.0842169886045285,1.4,1.0,2.2440918423797127,20.0,5.3,15.48,0.35,69,0.0549628963428432,1.6,1.2,0.4484766695965499,40.4,8.6,15.56,0.27,3.0126,3.0464,29.5465,0.0296,16.1702,0.9999,1.0042,235.2941,0.2765,10.6182,0.08,1e-05,1,NaN,NaN,NaN
8610884,0.592421,0.592429,0.5924,1.0,277,0.1523754075287486,6.3,2.2,0.1723918439905297,7.8,2.3,15.48,0.45,186,0.1271784871281089,25.3,3.7,0.1538290738020739,32.4,4.3,15.4,0.4,1.688,1.7144,37.843,0.0504,9.1348,1.6879,1.6908,352.7337,0.0404,15.638,0.05,1e-05,1,NaN,NaN,NaN
8610949,0.583834,0.583869,0.5839,1.0001,252,0.1092712297964897,10.8,2.3,0.2429278502270956,41.0,4.6,15.13,0.53,82,0.0811672576099816,14.7,2.6,0.1106717753798181,23.9,3.2,15.14,0.43,1.7128,1.7466,29.5596,0.0729,8.0238,1.7127,1.7447,31.2549,0.0224,7.6274,0.1,6e-05,1,NaN,NaN,NaN
8611846,0.601569,0.601574,0.6016,1.0,269,0.089442394023039,0.7,0.7,0.1526889331385537,2.0,1.1,16.22,0.53,75,0.036301509072357,0.9,0.9,0.0499049639657705,3.3,1.2,16.18,0.42,1.6623,1.7266,15.5642,0.0772,7.1344,1.6623,1.6673,201.6129,0.0546,12.2669,0.11,1e-05,1,NaN,NaN,NaN
8618638,0.702631,0.702637,0.7026,1.0,285,0.0806279041743271,0.9,0.8,0.1378848382828272,2.5,1.2,15.84,0.41,87,0.0530032338272457,1.9,1.3,0.0575140483175869,6.0,1.3,15.76,0.34,1.4232,1.4571,29.4898,0.0627,8.6225,1.4232,1.4902,14.9298,0.0179,3.7837,0.07,1e-05,1,NaN,NaN,NaN
8620327,0.665734,0.665737,0.6657,1.0,335,0.0593876764319679,0.6,0.7,0.1213979490803731,3.4,1.1,16.12,0.72,67,0.0277923305395712,1.3,0.9,0.085200609041721,14.2,2.5,16.16,0.55,1.5021,1.5359,29.5552,0.0534,8.7435,1.5021,1.5049,354.6099,0.115,18.9872,0.17,0.0,1,NaN,NaN,NaN
8627194,0.623205,0.62321,0.6232,1.0,359,0.0794456254454997,0.8,0.8,0.0823300680738104,0.8,0.7,16.18,0.57,67,0.0338911477470786,1.3,0.9,0.0397081280176265,2.9,1.1,16.16,0.43,1.6046,1.6725,14.7297,0.0693,8.3738,1.6046,1.6151,95.5566,0.029,6.5311,0.14,1e-05,1,NaN,NaN,NaN
8630471,0.576433,0.576432,0.5764,1.0,379,0.0898719956957096,0.9,0.9,0.1645383393106338,3.9,1.4,16.37,0.82,65,0.0295353051865104,1.2,1.0,0.0824835571633286,15.1,2.6,16.41,0.63,1.7348,1.7687,29.5247,0.0724,8.9318,1.7348,1.7739,25.6115,0.0282,5.6726,0.19,0.0,1,NaN,NaN,NaN
8640362,0.33272,0.344192,0.3385,1.0345,444,0.1340560051433908,12.6,4.1,1.157275127869514,12.2,3.8,15.73,1.28,66,0.0775024558693253,2.3,1.4,0.3614960149263072,26.8,5.8,15.84,0.27,3.0055,3.0373,31.4367,0.0118,6.9057,1.4527,1.4948,23.7135,0.0225,5.3003,1.01,0.03389,1,NaN,NaN,NaN
8641088,0.599652,0.599646,0.5996,1.0,489,0.0460645462691773,0.9,0.9,0.1883934168675844,15.7,2.5,15.55,0.69,65,0.0330703167351906,1.8,1.3,0.1213344705223333,40.5,4.0,15.58,0.53,1.6676,1.7014,29.5902,0.0888,13.9675,1.6677,1.6705,355.8719,0.1056,17.685,0.16,1e-05,2,NaN,NaN,NaN
8730052,0.694309,0.694315,0.6943,1.0,280,0.0666776801013359,1.0,1.0,0.0714596957825557,1.1,1.0,15.81,0.68,385,0.0354164333058833,2.3,1.3,0.040819548777958,3.4,1.4,15.81,0.53,1.4403,1.4432,348.4321,0.1157,10.3318,1.4403,1.4451,206.8252,0.0119,11.4236,0.15,1e-05,1,NaN,NaN,NaN
8735344,0.403326,0.40333,0.4033,1.0,285,0.1992774930185667,3.3,1.4,0.2829686467149854,5.3,2.0,15.91,0.41,820,0.212417022802676,16.5,3.7,0.2774019652114037,24.0,4.5,15.95,0.26,2.4794,2.518,25.9168,0.0324,7.1943,2.4793,2.4829,280.5049,0.0083,16.2047,0.15,1e-05,2,NaN,NaN,NaN
8738578,0.631217,0.631243,0.6312,1.0,277,0.1893409148726182,0.7,0.7,0.1968961117373346,0.7,0.8,16.44,0.32,219,0.1106205701947465,4.1,1.9,0.1371884818326051,6.0,2.3,16.38,0.26,1.5842,1.6228,25.937,0.0653,5.0496,1.5842,1.5891,202.0202,0.0136,12.1121,0.06,4e-05,1,NaN,NaN,NaN
8742110,0.611227,0.611229,0.6112,1.0,307,0.0478057910641684,1.3,0.8,0.1148272710475584,5.0,1.5,15.52,0.57,68,0.0260183487634467,2.3,1.0,0.0693996537012233,11.9,2.5,15.49,0.44,1.6361,1.6699,29.5421,0.0633,13.3714,1.6361,1.6599,41.9551,0.0275,6.4005,0.13,0.0,1,NaN,NaN,NaN
8745394,0.522105,0.49933,0.5107,0.9564,317,0.0544988030296729,8.8,1.5,0.4460047223130625,118.4,8.4,15.05,0.79,68,3.384130495505302e-05,196.2,16.5,0.3080979106847468,170.6,12.8,14.81,5722.34,1.9153,2.0054,11.1074,0.166,11.8685,2.0029,2.0098,143.6782,0.0077,2.1181,5721.55,0.0446,2,NaN,NaN,NaN
8750363,0.561315,0.561305,0.5613,1.0,295,0.0713518652026661,4.2,1.4,0.1154223156565167,9.2,2.0,15.49,0.89,60,0.0618358950701743,11.0,2.1,0.0672931636928674,10.2,2.3,15.75,0.49,1.7815,1.8553,13.5593,0.0895,6.3436,1.7816,1.8274,21.846,0.0357,6.0538,0.4,2e-05,2,NaN,NaN,NaN
8799313,0.32756,0.327542,0.3276,0.9999,280,0.1456524864983084,1.3,1.1,0.9329105529277238,5.3,2.3,16.18,0.47,197,0.0717227526636949,3.0,1.5,0.5636422337777655,45.3,6.8,16.23,0.3,3.0529,3.0766,42.1941,0.0282,11.7564,3.0531,3.0593,160.1281,0.0116,16.8943,0.17,5e-05,1,NaN,NaN,NaN
8854248,0.34748,0.347477,0.3475,1.0,336,0.1532372165619432,3.2,1.6,0.2867138625666335,8.2,2.6,15.58,0.4,66,0.0433296680354567,1.9,1.1,0.1111955955598024,26.4,3.1,15.67,0.31,2.8779,2.8807,357.7818,0.0871,20.6289,1.4389,1.4723,29.9401,0.0291,5.7972,0.09,1e-05,1,NaN,NaN,NaN
8896747,0.362061,0.362064,0.3621,1.0,290,0.1369461798223447,0.8,0.8,0.6868713186664837,4.7,2.2,16.2,0.35,88,0.0776081455057575,1.3,1.2,0.2699906944957358,13.9,3.9,16.25,0.26,2.762,2.7958,29.5727,0.022,8.7567,2.7619,2.7722,97.9432,0.0085,6.2323,0.09,1e-05,1,NaN,NaN,NaN
8901601,0.462265,0.462267,0.4623,1.0,270,0.0349800819228483,20.1,2.3,0.303990283024492,409.8,15.4,14.16,1.14,156,0.0267163698362442,5.4,1.8,0.1246218391059313,121.7,6.2,14.3,0.88,2.1633,2.2435,12.4611,0.1129,11.2926,2.1632,2.2435,12.4549,0.0447,14.8816,0.26,0.0,1,NaN,NaN,NaN
8902279,0.712364,0.712368,0.7124,1.0,302,0.0577651771472362,5.8,1.2,0.0902660302835144,13.4,2.3,15.22,0.53,68,0.0294970008722528,1.0,0.9,0.0537469790743257,5.2,1.7,15.18,0.41,1.4038,1.4698,15.1481,0.0506,4.3581,1.4038,1.4066,354.6099,0.1466,19.6974,0.12,1e-05,1,NaN,NaN,NaN
8907563,0.513164,0.513164,0.5132,1.0,259,0.1215439380265615,2.8,1.1,0.1858604966583463,5.6,1.6,16.13,0.77,87,0.0905491546661155,15.9,3.4,0.120003535372485,44.0,3.9,16.2,0.64,1.9487,1.9757,37.0508,0.082,8.2394,1.9487,2.0027,18.5202,0.0571,16.1234,0.13,0.0,1,NaN,NaN,NaN
8907625,0.359523,0.359525,0.3595,1.0,257,0.1616393609030367,0.6,0.7,0.3624314736920078,1.8,1.3,16.39,0.33,97,0.073350898226461,1.1,1.2,0.2036481751389543,8.8,3.1,16.38,0.26,2.7815,2.8935,8.9258,0.0261,10.3332,2.7814,2.7842,356.5062,0.0524,27.1331,0.07,1e-05,1,NaN,NaN,NaN
8914489,0.499282,0.490409,0.4948,0.9822,266,0.0020009166224875,241.3,10.0,0.2406913964718671,184.2,8.1,-99.21,114.7,92,0.0243405670035029,6.7,1.6,0.3006629742370012,197.2,10.3,14.52,0.86,2.0029,2.0393,27.4876,0.1642,9.6695,2.0391,2.0419,354.6099,0.0335,15.3193,113.84,0.01793,1,NaN,NaN,NaN
8927173,0.558599,0.558604,0.5586,1.0,317,0.102661072131011,2.5,1.3,0.101782478768053,2.5,1.2,15.84,0.77,66,0.1035581697761794,23.9,4.4,0.097253471128438,24.0,4.3,15.93,0.71,1.7902,1.824,29.5552,0.0995,14.9144,1.7902,1.7933,316.9572,0.0418,8.5322,0.06,1e-05,1,NaN,NaN,NaN
8930253,0.483874,0.483869,0.4839,1.0,302,0.0310545896618834,16.0,2.1,0.1160956013160966,224.4,5.7,14.16,1.08,65,0.0228466306000783,4.1,1.6,0.1092419601112202,96.7,7.1,14.27,0.85,2.0667,2.0986,31.3381,0.0918,13.2468,2.0667,2.0987,31.1769,0.0524,14.376,0.23,1e-05,1,NaN,NaN,NaN
8933546,0.505787,0.49928,0.5025,0.9871,385,0.0806385542019795,2.1,1.0,0.3836938755695451,17.5,2.9,15.93,0.83,66,0.0001427733515957,43.8,6.1,0.1957090665860561,47.3,5.8,-59.53,863.44,1.9771,2.011,29.5072,0.0858,14.3653,2.003,2.0289,38.5951,0.138,14.1259,862.61,0.01295,1,NaN,NaN,NaN
8999679,0.338793,0.338791,0.3388,1.0,273,0.0662955092525654,3.5,1.4,0.1021979839696175,5.1,1.9,14.94,0.37,181,0.0489557084268098,1.2,1.1,0.0580812036742925,2.2,1.2,14.99,0.27,2.9517,3.0197,14.7048,0.0276,8.6449,1.4758,1.479,314.9606,0.0153,15.8407,0.1,1e-05,1,NaN,NaN,NaN
9011013,0.723295,0.723304,0.7233,1.0,256,0.1087377260725805,0.6,0.8,0.1091050790373253,0.7,0.8,16.12,0.42,196,0.0446796148987286,1.4,1.1,0.0479483258550928,1.4,1.1,16.03,0.36,1.3826,1.3931,95.0119,0.0333,5.1724,1.3825,1.3861,280.112,0.0151,9.7566,0.06,1e-05,1,NaN,NaN,NaN
9014689,0.554951,0.554951,0.555,1.0,281,0.1379496824925613,14.4,2.2,0.2814752241880103,30.6,4.3,15.24,0.58,176,0.0799764488599959,15.7,3.2,0.1086559646742224,34.9,4.3,15.23,0.53,1.802,1.8729,14.1004,0.0466,6.3167,1.802,1.8048,355.2398,0.0307,10.9336,0.05,0.0,1,NaN,NaN,NaN
9017927,0.656716,0.65669,0.6567,1.0,268,0.0702860563403818,2.2,1.0,0.0578460753373526,2.0,1.0,15.8,0.88,192,0.0272349328378009,2.8,1.5,0.0307259564251149,4.1,1.8,15.88,0.73,1.5227,1.5584,28.0308,0.0759,4.6258,1.5228,1.5629,24.9066,0.0193,9.6005,0.15,4e-05,1,NaN,NaN,NaN
9022659,0.499311,0.517754,0.5085,1.0369,273,0.0052638360167293,52.7,5.6,0.4379709516249502,45.7,4.8,-46.28,62.77,198,0.0275742334899479,4.2,1.6,0.8529455359491551,278.9,18.0,15.63,0.77,2.0028,2.006,306.2787,0.0611,6.6287,1.9314,1.9671,28.0426,0.0283,19.6752,62.0,0.03627,2,NaN,NaN,NaN
9063194,0.575781,0.57576,0.5758,1.0,467,0.0623831851584838,16.1,2.4,0.0935490315348493,37.6,2.9,14.73,0.83,65,0.0751066950678767,13.9,3.6,0.0840386107017789,25.9,3.9,14.84,0.54,1.7368,1.7707,29.4898,0.0781,17.0849,1.7368,1.7396,357.1429,0.1493,20.4354,0.29,4e-05,1,NaN,NaN,NaN
9070238,0.613906,0.613907,0.6139,1.0,447,0.0553059178705137,1.2,1.0,0.0574956153824838,1.8,1.0,15.74,0.96,65,0.0241124225188213,1.6,1.2,0.0214575300977847,1.8,1.1,15.86,0.75,1.6289,1.6628,29.4768,0.0483,7.6135,1.6289,1.6628,29.4811,0.0334,7.2418,0.21,0.0,2,NaN,NaN,NaN
9099158,0.629729,0.629738,0.6297,1.0,253,0.0593701250706159,2.5,1.4,0.1115620061428357,9.2,2.3,14.85,0.55,184,0.0488853797589954,1.9,1.3,0.0644343254800326,4.3,1.7,14.85,0.43,1.588,1.6448,17.6103,0.0533,5.7511,1.5879,1.592,246.0025,0.018,11.0812,0.12,1e-05,2,NaN,NaN,NaN
9142645,0.355706,0.355701,0.3557,1.0,269,0.208831597202221,2.2,1.4,0.1961168257590652,2.6,1.3,16.07,0.34,69,0.1098635683227538,7.6,2.0,0.1113880977567131,7.5,2.0,16.11,0.29,2.8113,2.8457,29.0782,0.0237,9.3219,1.4057,1.4517,21.7368,0.0307,5.4818,0.05,1e-05,1,NaN,NaN,NaN
9223072,0.507758,0.499319,0.5035,0.9834,281,0.0841711346099736,5.9,2.3,0.2081152533163326,32.4,3.6,15.08,1.09,71,0.000292923906144,176.1,11.8,0.156076990745642,92.3,5.8,-617.42,633.5,1.9694,2.0032,29.5902,0.0838,12.6452,1.9694,1.9723,355.2398,0.1102,14.4858,632.41,0.01676,1,NaN,NaN,NaN
9227464,0.352865,0.352858,0.3529,1.0,352,0.2897407801377706,34.4,4.4,0.8719453523735293,66.1,7.6,14.93,0.3,135,0.1691604259749909,9.1,2.8,0.3963216584789082,30.2,6.1,15.02,0.22,2.8339,2.9184,11.8399,0.0181,7.5471,0.9447,0.9737,34.4175,0.053,9.5332,0.08,2e-05,1,NaN,NaN,NaN
9236215,0.35257,0.352572,0.3526,1.0,444,0.252659402468745,4.2,1.8,0.6950211219043447,8.9,2.5,16.19,0.42,133,0.1419019033810409,13.9,2.8,0.2436834173811564,29.1,5.1,16.21,0.33,2.8363,2.8702,29.5508,0.0352,17.7326,2.8363,2.8391,352.1127,0.0414,22.477,0.09,1e-05,1,NaN,NaN,NaN
9246950,0.548152,0.548147,0.5481,1.0,410,0.0320193280230274,2.6,1.2,0.2123705903114593,68.9,5.0,14.81,0.78,60,0.0406502456491729,3.4,2.1,0.1252597319485465,40.9,5.6,14.85,0.6,1.8243,1.8582,29.4898,0.0637,10.0318,1.8243,1.8839,16.7785,0.0338,5.779,0.18,1e-05,2,NaN,NaN,NaN
9250453,0.594236,0.594243,0.5942,1.0,379,0.0735240006365633,1.3,0.9,0.1877630395142041,6.5,1.5,15.79,0.61,68,0.0293439282628969,1.5,0.9,0.1010481643022346,19.7,2.7,15.84,0.47,1.6828,1.7168,29.4681,0.0573,12.4073,1.6828,1.7362,18.7354,0.0323,7.5484,0.14,1e-05,2,NaN,NaN,NaN
9304586,0.483694,0.4837,0.4837,1.0,272,0.0325869489046778,2.4,1.2,0.0394224458555685,8.2,1.4,14.99,1.14,197,0.0220551134654714,2.6,1.3,0.0220551134654714,2.6,1.3,15.12,0.81,2.0674,2.1352,14.7623,0.0511,6.5996,2.0674,2.072,219.0581,0.0109,11.3105,0.33,1e-05,1,NaN,NaN,NaN
9321631,0.586464,0.586458,0.5865,1.0,267,0.0596810336695984,1.0,1.0,0.1461858089019461,6.2,1.7,15.69,0.66,197,0.0338323185150268,2.3,1.3,0.0675672012376485,17.4,2.3,15.73,0.5,1.7051,1.7768,13.9441,0.0554,5.8276,1.7051,1.7085,301.2048,0.012,9.7933,0.16,1e-05,1,NaN,NaN,NaN
9356158,0.30825,0.308254,0.3083,1.0,278,0.0966941736127573,0.8,0.8,0.7652596620666506,9.8,3.3,16.2,0.46,74,0.0568614900765301,1.3,1.3,0.358584417422628,47.0,7.0,16.25,0.34,3.2441,3.278,29.5596,0.0254,10.8947,1.622,1.6708,20.5233,0.0265,8.1111,0.12,1e-05,1,NaN,NaN,NaN
9365776,0.290031,0.290038,0.29,1.0,446,0.0851689903093747,9.3,1.9,1.9236548529976891,89.2,11.2,14.7,0.39,67,0.0514201782687172,2.2,1.2,0.4502977626027946,49.6,8.4,14.78,0.32,3.4479,3.4818,29.5116,0.0406,25.028,1.1493,1.1538,222.4694,0.0238,5.0956,0.07,2e-05,2,NaN,NaN,NaN
9385020,0.729253,0.729255,0.7293,1.0,271,0.0439689737088494,2.9,1.1,0.0830142682404335,6.7,1.8,14.69,0.4,200,0.0397819664648732,1.6,1.1,0.0559701197185405,5.3,1.5,14.61,0.34,1.3713,1.4028,31.7158,0.1154,7.2431,1.3713,1.3763,196.8504,0.0063,5.5234,0.06,0.0,1,NaN,NaN,NaN
9449335,0.47572,0.475695,0.4757,0.9999,257,0.0880160444188826,15.1,2.0,0.1994369566018622,44.7,4.2,15.24,0.89,139,0.0635955329292852,14.5,3.0,0.0662653457757304,17.7,3.3,15.41,0.61,2.1021,2.1359,29.5465,0.1036,11.6301,1.0008,1.034,30.1023,0.0551,9.2197,0.28,5e-05,1,NaN,NaN,NaN
