LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,LC_type
4547090,0.612285,0.612341,0.6123,1.0001,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.633227194018371,1.667112194018593,29.51158329625052,0.0976672350969751,15.560333014352892,1.6330745173650585,1.6811045173653731,20.820320632801348,0.0790011295711322,5.115710244971888,1
4551971,0.532348,0.532367,0.5324,1.0,291,0.0599640237117294,1.9,1.1,0.2505497771038076,21.2,3.0,15.4,0.98,183,0.0465057623560509,10.2,2.0,0.0635427688657888,29.7,2.7,15.59,0.63,1.8784698313137596,1.9405798313141664,16.100466913435014,0.0805441270116174,6.612690107044928,1.8784020604316216,1.881347060431641,339.5585738517653,0.0291934706352761,11.049230921920568,1
4583938,0.339109,0.339114,0.3391,1.0,632,0.1544716437184999,1.0,0.8,0.1996438252707351,1.3,0.9,16.23,0.3,48,0.0814903869400452,1.7,1.5,0.1030878275536661,2.9,2.0,16.27,0.27,2.948900996689796,2.982810996688512,29.48982601114296,0.0207847992365887,19.724296168931808,2.948792379320837,2.9601723793204067,87.87346221773794,0.029208780414744,6.804319558928875,2
4586691,0.621459,0.621445,0.6215,1.0,582,0.1200199040826451,5.7,2.0,0.166977455157902,12.2,2.6,15.24,0.42,48,0.0837048755508989,7.3,2.2,0.059525455594807,6.3,2.0,15.17,0.37,1.6091170386628857,1.643052038663108,29.46810078071162,0.0228390250264714,10.134498504296175,2.0023835484137487,2.02090354841387,53.99568034521862,0.0466655682706059,5.21488769967497,1
4588605,0.42471,0.499203,0.462,1.1754,593,0.1712705531111663,12.9,3.3,1.1180169548088827,59.6,8.0,14.94,0.32,48,0.0003010518130514,46.6,7.1,0.4295824465977879,40.2,7.1,14.25,302.01,2.354548490599638,2.388493490598353,29.45941965054817,0.0303111550877699,16.03231275965225,2.003193548413754,2.0267535484139083,42.44482173147066,0.0370229670816279,5.334775410199727,2
4594482,0.297706,0.297708,0.2977,1.0,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35901540696656,3.3956104069651745,27.326137451505883,0.0168563124805497,26.297561549994207,0.0,0.0,0.0,0.0,0.0,2
4598268,0.589067,0.589069,0.5891,1.0,656,0.0683117703965793,1.7,1.0,0.1486399171295952,8.7,1.9,15.65,0.61,48,0.0293789452368305,1.8,1.2,0.0284526539759801,2.4,1.2,15.58,0.48,1.6975983519721136,1.7314883519723356,29.50722927097813,0.0236868961947991,15.94541047598712,1.6975828023027164,1.7518928023030722,18.41281531934172,0.0403957511842945,5.681833542881509,1
4598709,0.534951,0.244065,0.3895,0.4562,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8693307499758385,1.9360457499762755,14.989132878564773,0.0561031558524094,14.280732547818843,0.0,0.0,0.0,0.0,0.0,1
4600749,0.513403,0.499262,0.5063,0.9725,576,0.0494924676686684,2.4,1.2,0.5174779886589855,67.7,6.8,15.39,1.0,48,2.275112852993609e-05,267.5,13.6,0.1873796213980764,189.7,8.5,14.39,7410.36,1.9477857632583215,1.9660907632584417,54.62988254539464,0.0494386672383214,4.889634709491875,2.003193548413754,2.0312785484139377,35.60619547778019,0.075832108919462,7.913148259540768,1
4620408,0.803871,0.803873,0.8039,1.0,582,0.1070699462121952,1.5,1.1,0.1190343469436644,2.6,1.2,15.62,0.38,48,0.0343919725193106,1.5,1.0,0.0402672977620642,1.2,1.1,15.63,0.32,1.2439808036832647,1.246780803683283,357.14285714051744,0.0948914455288278,16.355682617575933,2.0023835484137487,2.026893548413909,40.79967360234389,0.059420587947371,7.31236004428131,1
4630301,0.364954,0.36496,0.365,1.0,628,0.077307070995203,1.6,1.1,1.1510858688379462,34.2,6.7,15.28,0.35,94,0.0434651915776336,2.0,1.1,0.1146581220843018,11.0,3.1,15.26,0.27,2.740073973736078,2.773938973734796,29.529012255657985,0.0370216721577763,24.075143774222983,1.3700226516425502,1.3820676516426291,83.02200082967612,0.0410038176498802,4.995951875335573,2
4670587,0.357698,1.07312,0.7154,3.0001,555,0.2190855687228528,31.8,4.1,0.1864763216137205,27.6,4.3,15.01,0.38,45,0.1809724132136064,21.4,4.7,0.1980250258388045,24.0,4.9,14.95,0.4,2.795657826282598,2.798467826282492,355.8718861344689,0.031241517949886,22.26315868129114,0.0767671447179785,0.0801271447179818,297.61904761875,0.6132852143991504,0.5715208084244369,2
4672469,0.55017,0.550187,0.5502,1.0,796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.817618464353113,1.854243464353353,27.303754266032733,0.0192000965961499,9.724615339161824,0.0,0.0,0.0,0.0,0.0,1
4778367,0.578924,0.578929,0.5789,1.0,285,0.0548952877753989,1.0,0.9,0.0970168190135671,4.3,1.5,15.66,0.78,49,0.0352698051870876,2.4,1.4,0.024636868638213,3.7,1.0,15.69,0.54,1.727342784789965,1.7301427847899833,357.14285714051744,0.0606303350113753,8.864341043059195,0.8637080521322207,0.891533052132403,35.93890386319672,0.0520531345795657,4.19113639694839,1
4804945,0.556172,0.556227,0.5562,1.0001,279,0.2012717898381965,12.5,2.5,0.2180699610058707,13.6,2.8,15.49,0.58,61,0.0663400030654373,17.1,2.2,0.0544189228979191,14.8,1.8,15.44,0.56,1.7980054378366004,1.8682954378370609,14.226774790061867,0.034916686789049,6.194763786500238,1.797886322193821,1.8748913221943253,12.986169729153286,0.0267596623358207,4.104777019078331,1
4806531,0.270557,0.27056,0.2706,1.0,264,0.0974075499040121,1.6,1.1,0.8017143982401828,16.2,4.8,15.59,0.42,60,0.0350277072827446,1.2,0.9,0.1629125248202511,32.6,5.1,15.62,0.32,3.6960728622610737,3.7976378622572287,9.845911485628491,0.0132346611801994,8.726783590803612,1.8479999998223045,1.899544999822642,19.400523814015884,0.0434436557869828,8.640508455942836,2
4815083,0.662971,0.662968,0.663,1.0,274,0.1151602546730641,1.7,1.3,0.1735742361208597,3.2,1.5,15.71,0.56,58,0.0442947878625729,3.1,1.4,0.0435630493492629,4.8,1.3,15.73,0.42,1.5083617586075817,1.522461758607674,70.92198581513821,0.0412364260017542,6.304895166078594,1.50838525522274,1.51296525522277,218.3406113522814,0.0369961018990399,5.0625161016734745,1
4830870,0.511131,0.51122,0.5112,1.0002,137,0.0657470090846026,4.9,1.5,0.3232906781056419,48.6,6.1,15.16,0.95,59,0.0229493919867148,4.0,1.5,0.0245436831628995,7.3,1.5,15.2,0.82,1.9564451063649624,1.9903101063651845,29.52901225434664,0.0876586556632422,8.462230526307561,1.9561221307279084,2.0033921307282183,21.15506663832122,0.0696372892728663,18.732239992483507,1
4835022,0.500008,0.5238,0.5119,1.0476,234,0.0377750793374444,94.5,9.0,0.438610966743042,97.9,6.3,7.73,8.2,59,0.0200135095124298,2.0,1.1,0.3029312120749581,188.1,15.2,15.13,0.74,1.999969180796482,2.002959180796502,334.4481605329012,0.0255819326843111,6.959945505591065,2.003453427419953,2.003453427419953,0.0,276.9829873236356,3115.9795266325737,1
4912051,0.571577,0.571439,0.5715,0.9998,638,0.1480967267654705,9.4,2.1,0.2816984620690638,25.5,3.2,15.61,0.63,45,0.152787629872435,38.7,5.1,0.1838179751908127,42.4,5.7,15.74,0.42,1.749547015039589,1.7834620150398115,29.485478401693904,0.0387136721285876,11.113229142797133,2.0033775809464585,2.0944025809470546,10.985992859032695,0.0630502322193388,4.6099406847345845,1
4965557,0.612835,0.612841,0.6128,1.0,479,0.0878449021533,0.5,0.7,0.1454027835656012,1.7,1.0,16.26,0.48,46,0.0401006601205343,1.4,1.1,0.0332879712800778,1.5,0.9,16.3,0.41,1.631761741945312,1.6345567419453302,357.78175312824646,0.0632438374300527,16.642610559994672,1.631760495817358,1.6756854958176457,22.766078542821827,0.0508064175177677,5.382384791266124,1
4978435,0.290071,0.290064,0.2901,1.0,601,0.1956575012823131,1.1,0.9,1.2276139089758906,4.1,2.2,16.66,0.38,45,0.0475896779927694,0.6,0.8,0.0944781577768282,4.3,1.7,16.77,0.29,3.447433988443068,3.481263988441787,29.559562519593783,0.0163603965090748,27.50640105179351,3.447452505386757,3.533107505383515,11.674741696781949,0.023824485599047,6.471031372042075,2
5011499,0.552737,0.552525,0.5526,0.9996,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8091793618099803,1.8844493618104736,13.285505513397752,0.0597946229151976,3.783454235407495,0.0,0.0,0.0,0.0,0.0,1
5037484,0.622999,0.622996,0.623,1.0,376,0.0474472663885891,3.2,1.4,0.0486231451377715,3.4,1.4,15.04,0.89,46,0.0182704453606811,1.3,1.1,0.0194436209843872,1.4,1.2,15.11,0.74,1.6051377848414683,1.6404677848416995,28.304557033496994,0.0460538820614254,8.50655508690909,1.6051440702073538,1.623689070207475,53.92289026656505,0.0606722124474633,6.927512273830739,1
5037547,0.649393,0.649398,0.6494,1.0,347,0.0634870597636107,1.2,1.0,0.0655367047943363,1.3,1.0,16.0,0.83,45,0.0272987951815283,0.9,1.1,0.0267688416348334,0.8,1.1,15.97,0.64,1.5398989574968076,1.5737339574970293,29.55519432520907,0.0399331937619506,6.23275067291078,1.5398721306557484,1.577967130655998,26.250164063353427,0.0605486385975225,4.9961454276355415,1
5083974,0.721754,0.72176,0.7218,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3855137956619012,1.4413037956622667,17.924359204041025,0.0997929446699043,5.574185638165674,0.1469155052968748,0.1528355052968807,168.91891891875,17.98523178409573,3.7905540695239135,1
5088156,0.469233,0.469237,0.4692,1.0,298,0.0490264834505656,2.3,1.4,0.2390994947509683,44.9,4.4,15.22,1.13,50,0.0191918005820277,6.9,1.3,0.0543885175982442,51.7,3.3,15.38,0.84,2.1311367278154294,2.195286727813001,15.588464536833325,0.0623452536896125,12.379702933071968,0.1284192877980314,0.1315542877980345,318.9792663473656,0.4947704181940062,3.64859658827181,1
5095929,0.280684,0.561366,0.421,2.0,288,0.2289531607844867,0.9,0.8,0.7850387578253576,2.4,1.6,16.63,0.32,50,0.0583924004585644,1.2,1.2,0.364802303808424,26.8,4.7,16.53,0.35,3.5627274478563145,3.630412447853752,14.774322228527112,0.0074409338625507,7.670193267862646,1.187605388921307,1.1965703889213657,111.54489682023969,0.086624562941253,7.860125963135013,2
5115185,0.457455,0.457433,0.4574,1.0,244,0.1403153045249044,2.4,1.5,0.368648594232805,10.5,3.0,16.13,0.8,61,0.0673228746130266,4.7,1.6,0.1076929255551997,9.6,2.6,16.38,0.48,2.186005654968006,2.277630654964537,10.914051842159427,0.108088893044895,8.531476458944816,0.7286846059178668,0.7612746059180803,30.684258974944733,0.1213018805620207,2.9614854106399884,1
5122878,0.553161,0.527391,0.5403,0.9534,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8077932933631071,1.8782232933635683,14.198494959441271,0.0677679950564226,6.363890870313781,0.0,0.0,0.0,0.0,0.0,1
5148766,0.570207,0.570207,0.5702,1.0,253,0.0482598748204929,1.2,1.1,0.0538388143367359,1.7,1.3,15.17,0.8,116,0.0288918082075056,1.8,1.4,0.0273935342456693,2.1,1.5,15.22,0.62,1.7537482917093656,1.824038291709826,14.226774790061867,0.0689881642670838,5.456569401198514,1.7536851808953158,1.7570151808953376,300.30030029833296,0.0261773357765131,7.583437925113733,1
5168861,0.597417,0.597443,0.5974,1.0,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6738730066770304,1.7167680066773114,23.31274041248278,0.0809879633032553,6.140333180442688,0.0,0.0,0.0,0.0,0.0,1
5185192,0.564311,0.564312,0.5643,1.0,541,0.027946881629578,3.3,1.4,0.0383050583640355,14.2,1.8,14.35,0.73,45,0.0233223498838274,2.8,1.4,0.032637045720337,3.2,1.9,14.33,0.61,1.772073980302341,1.8059489803025632,29.52029520275864,0.0578906496472889,14.356881086603956,1.772067425497568,1.7766374254975978,218.81838074254895,0.0423056884786468,5.056672770132145,1
5207635,0.650432,0.650435,0.6504,1.0,713,0.0567996472750741,1.8,1.2,0.1170330627722213,8.6,1.9,15.36,0.68,45,0.0207363036971634,2.1,0.9,0.0310412856832914,4.2,1.3,15.4,0.52,1.537438746044564,1.571313746044786,29.52029520275864,0.0602729549664188,9.036867158631829,1.5374573674539374,1.60656236745439,14.470732942528745,0.0812506613514855,2.2423717410146957,1
5244248,0.530611,0.530616,0.5306,1.0,362,0.0323160518671438,0.9,0.9,0.0517842037691732,5.5,1.2,15.21,0.88,48,0.0173056158446113,0.8,0.7,0.027835558013533,2.6,1.1,15.28,0.68,1.8846181185438056,1.9436931185441928,16.92763436298686,0.0839910623212674,15.10236785726831,1.8846457311488785,1.924915731149142,24.832381425216013,0.0622917731579684,7.2375901443362896,1
5253415,0.622768,0.622775,0.6228,1.0,586,0.1649286479924323,2.3,1.2,0.1953656412742923,3.7,1.3,16.12,0.49,48,0.0474565524066537,1.9,1.4,0.0534469003730357,2.1,1.5,16.14,0.42,1.6057337441010568,1.639593744101279,29.53337271097013,0.0417676106336642,10.576790223954632,1.6057236752161337,1.643033675216378,26.80246582668048,0.0617312356287348,8.14659857205297,1
5267038,0.2774,0.277399,0.2774,1.0,642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.604900888555095,3.638755888553813,29.537734456885477,0.0232219469253466,28.085668584184656,0.0,0.0,0.0,0.0,0.0,2
5272753,0.485827,0.48583,0.4858,1.0,601,0.0373204491087362,1.5,0.9,0.1185391750511467,22.6,2.4,15.43,1.09,48,0.0283041430677172,3.4,1.7,0.0413431058429668,7.6,2.3,15.56,0.79,2.058345130530825,2.0861401305310068,35.9776938295901,0.053253897863591,14.7048511053714,2.002868831171881,2.039923831172124,26.986911347819262,0.0436445739022309,5.489845983724343,1
5294696,0.575158,0.57516,0.5752,1.0,629,0.0846818919992797,0.6,0.7,0.2033848926138336,3.6,1.3,16.4,0.64,51,0.0342035178873193,1.3,1.0,0.0374321109318633,3.8,1.0,16.41,0.51,1.738652996254877,1.7724029962550978,29.62962962943552,0.029500752170478,11.92557729661996,1.7386427699789866,1.7864327699792997,20.924879681804747,0.0740811319650287,10.405338498144602,1
5308380,0.609172,0.609168,0.6092,1.0,487,0.1005733443858847,1.6,1.1,0.1691940135796249,4.7,1.5,16.03,0.69,51,0.0261807488134784,1.5,1.1,0.0144326924795236,1.5,0.6,16.19,0.63,1.6415731562353886,1.6754581562356106,29.51158329625052,0.051370622064829,12.008492154330847,1.6415545200176658,1.6630045200178063,46.6200466197412,0.0634772309389686,7.603649003941506,1
5308437,0.46268,0.462681,0.4627,1.0,365,0.0523554944371729,88.0,3.7,0.1525411946309562,295.0,9.4,14.07,0.92,49,0.0202333356089888,2.9,1.7,0.0271493078325055,7.9,2.2,14.03,0.84,2.16132244410978,2.2406124441067776,12.6119308870962,0.069502403762257,15.679912186081577,2.1612841688440247,2.239289168841072,12.81969104593113,0.0636455356396395,7.813705879768336,1
5353858,0.616006,0.616013,0.616,1.0,342,0.1054508490729008,1.0,0.9,0.1173449071370619,1.1,1.0,16.06,0.46,46,0.0370127986442025,1.4,1.0,0.04017329676014,1.8,1.1,16.03,0.35,1.6233596764212057,1.626164676421224,356.5062388568445,0.0759631331560253,10.44644597426826,1.6233257537937325,1.6346257537938065,88.49557522065919,0.0319338157502242,3.888473664307312,1
5374444,0.361871,0.361867,0.3619,1.0,329,0.1934306327030606,3.0,1.5,0.3390427110948498,6.8,2.2,15.99,0.35,46,0.0747760550364845,7.9,2.0,0.119574422407374,11.9,3.0,15.96,0.35,2.7634128772506323,2.8339328772479626,14.18037436241999,0.0197156891228348,9.733237383083637,2.763437905340815,2.7821029053401083,53.57621216382844,0.0544730578144398,8.455948746098658,2
5390545,0.508941,0.508946,0.5089,1.0,329,0.0481485298768032,0.8,0.8,0.2197435240422146,12.6,2.5,15.84,1.04,51,0.0217854237916121,1.9,0.9,0.0588893111641888,12.2,1.8,16.02,0.73,1.964863812278176,1.9837888122783,52.84015852012939,0.0321606923787102,6.616023110105876,1.0031419338394882,1.0170819338395796,71.73601147729188,0.0940306641092926,4.682283746425029,1
5398864,0.554214,0.554216,0.5542,1.0,306,0.0631033202878801,1.9,1.2,0.0843310546135063,5.1,1.4,15.65,0.96,50,0.0228164664081061,2.7,1.2,0.0266749130015475,7.1,1.4,15.77,0.83,1.8043569241355155,1.8704869241359483,15.121729925804456,0.0566370117131068,6.216213904567719,1.8043626581654135,1.827322658165564,43.554006968355786,0.0482340744250632,5.557612986467765,1
5408382,0.329834,0.329844,0.3298,1.0,248,0.1235276929403954,1.7,1.2,0.5060685035900794,9.8,3.6,15.9,0.48,51,0.0670831087718888,1.7,1.5,0.139844317023016,12.6,3.0,15.99,0.37,3.031824354736738,3.099609354734172,14.752526370699384,0.0316904519040632,11.326476658588582,1.5158704982142583,1.5720904982146269,17.787264318631248,0.0481503607798527,5.2819826998916,2
5409348,0.345083,0.345081,0.3451,1.0,317,0.1504483329520344,1.9,1.1,0.239235346893164,4.0,1.6,15.93,0.32,50,0.045055081314742,1.2,0.8,0.0635093549630147,2.8,1.1,15.94,0.26,2.897853463178355,2.968363463175685,14.182385477774185,0.0199859758498445,14.619995372701698,2.8979036651139283,3.00536866510986,9.305355232288258,0.077431399500228,24.385901953895747,2
5416042,0.792183,0.792183,0.7922,1.0,310,0.1144392803220357,1.9,1.1,0.1286548322284763,2.2,1.3,15.8,0.44,50,0.0358548306549412,1.5,1.0,0.043632837262102,1.5,1.2,15.74,0.39,1.2623348015442528,1.2997348015444978,26.737967914263336,0.0591661065197944,10.066246940853029,1.2623275753482126,1.265442575348233,321.027287317319,0.0819287391941025,7.228367248138499,1
5421989,0.53451,0.534526,0.5345,1.0,288,0.1228744480347372,0.8,0.8,0.1294342437010035,1.0,0.9,16.38,0.76,177,0.0397347781663586,5.8,1.5,0.0773674450461742,24.4,2.4,16.27,0.76,1.8708734664601847,1.9413534664606469,14.188422247353133,0.0537588076278889,8.756707684015563,1.8708139416965817,1.875728941696614,203.4587995917495,0.0494025122739622,10.21006938338448,1
5423183,0.497255,0.497258,0.4973,1.0,157,0.0454896977290222,9.0,2.3,0.1704783539338299,127.6,6.1,14.36,0.91,49,0.0194812410053964,2.7,1.2,0.0461913159463943,13.5,2.7,14.5,0.81,2.0110387172490176,2.015173717249045,241.8379685594668,0.0784560038976268,8.737922364865447,0.9997339997520444,1.0053489997520813,178.09439002554743,0.2987974174146486,5.913689960148757,1
5424357,0.517283,0.517279,0.5173,1.0,240,0.0979154725313065,1.3,1.0,0.133923464129207,3.0,1.2,16.07,0.85,107,0.0499121548191081,5.5,1.8,0.0490897225408392,11.2,1.8,16.27,0.68,1.9331759928405043,2.0036909928409665,14.181379848166284,0.1065084646289106,6.5134457331011,2.003286818037436,2.0270368180375917,42.10526315761968,0.0177794276372115,3.768537056166669,1
5427503,0.541552,0.228073,0.3848,0.4211,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846544975327928,1.9245699753284389,12.816404998313986,0.0608809650600862,9.12876344581758,0.0,0.0,0.0,0.0,0.0,1
5444152,0.321155,0.32116,0.3212,1.0,204,0.0852246224006219,1.9,1.2,1.5549895543249146,22.0,5.6,15.45,0.46,132,0.0444814803748025,1.7,1.2,0.2556830398709029,49.4,5.9,15.48,0.36,3.1137567782460525,3.1815317782434867,14.754703062159464,0.0306549523399921,10.389389880270118,3.1137062155786803,3.1165512155785726,351.4938488709517,0.0227848395580295,13.88832785737022,2
5447374,0.507053,0.507054,0.5071,1.0,172,0.0640218446248223,0.7,0.7,0.1442539060616448,5.0,1.3,16.12,0.99,129,0.0224132444516381,1.7,1.0,0.0807086972299276,24.0,2.7,16.15,0.76,1.9721816546405797,2.002611654640779,32.862306933731475,0.1567630502959331,11.56268539297932,1.972168109803221,1.9874781098033216,65.31678641368052,0.0569381637356657,15.548170229560482,1
5514063,0.400352,0.400349,0.4004,1.0,270,0.2243827539172471,2.1,1.3,0.6756729063474456,6.3,2.8,16.26,0.36,41,0.0921629840737674,6.1,1.7,0.050514524844596,8.5,2.0,16.25,0.3,2.4978032670843886,2.5464082670825485,20.57401501980985,0.0277644219482696,10.590380907632714,2.497839805734816,2.5955348057311176,10.235938380038464,0.0888820273340801,8.180198644809735,2
5530643,0.490349,0.490336,0.4903,1.0,545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0393627115524184,2.0732877115526405,29.47678703002079,0.1302193263137344,18.25298844633003,2.00253085186366,2.0391108518638994,27.33734281009975,0.1388055511625705,6.923236001551541,1
5549773,0.374917,0.374914,0.3749,1.0,533,0.0908883145126392,0.6,0.7,0.2162181249210668,2.5,1.5,16.02,0.38,45,0.03873203379009,0.9,0.9,0.0476622515083378,1.3,1.0,16.01,0.28,2.6672586170320334,2.7011936170307487,29.468100782020265,0.0441310371999476,20.10789976259027,2.667302146168917,2.6704221461687987,320.5128205249544,0.0680671836135489,11.73724006475745,2
5553496,0.560295,0.560286,0.5603,1.0,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.784773721216445,1.8185837212166664,29.577048210394818,0.0759089820396559,15.94228463103236,0.0,0.0,0.0,0.0,0.0,1
5564002,0.319598,0.319597,0.3196,1.0,543,0.1298504960967551,0.6,0.8,0.1378025076268839,0.7,0.8,16.26,0.36,45,0.0529840073371183,1.2,1.0,0.0488247900946491,1.3,1.0,16.29,0.28,3.128932787397957,3.1628127873966743,29.515938607965104,0.0403437175659766,28.038850127419256,3.128957874273177,3.2165128742698625,11.421392268149823,0.0474101330050605,10.934743784478073,2
5592590,0.346945,0.346967,0.347,1.0001,603,0.0793980854892804,2.3,1.2,1.376182714459931,33.4,7.3,15.23,0.35,47,0.0676125007298734,2.9,1.7,0.0729680767447321,4.2,2.0,15.23,0.27,2.8822993677537987,2.9161643677525166,29.529012255657985,0.0308093989048117,23.2321931565388,2.882013358035318,2.9438033580329788,16.183848519790544,0.0338642039704319,6.999246393434374,2
5633101,0.318398,0.3184,0.3184,1.0,599,0.1604530824107042,0.9,0.8,0.1644336928048262,0.9,0.8,16.47,0.34,47,0.0789359729299518,1.0,1.2,0.0789359729299518,1.0,1.2,16.54,0.24,3.14072597470836,3.1745559747070797,29.559562519593783,0.0161910821692873,21.33578922756726,3.140765235925522,3.209835235922907,14.478065730966522,0.0296293707227547,6.5919549865384495,2
5633348,0.619151,0.619141,0.6191,1.0,607,0.0645900112409761,0.8,0.8,0.1946984290124223,10.0,1.7,16.08,0.82,47,0.0316645046027789,1.6,1.3,0.052122989675933,4.0,2.0,16.11,0.65,1.6151160855308555,1.6490210855310776,29.49417490026394,0.0328805950333348,11.950247211454732,2.003260105176809,2.0501151051771167,21.342439440688167,0.0363536688755865,4.434050991887706,1
5646132,0.298055,0.298058,0.2981,1.0,401,0.0589652773192852,8.7,1.9,2.137638675206295,161.8,16.2,14.45,0.39,51,0.0318282491749144,0.8,0.8,0.1614252408952643,21.5,4.2,14.48,0.31,3.355084260632159,3.3889592606308767,29.5202952040696,0.01336232948456,18.759210505479277,3.355008032788056,3.365218032787669,97.943192951798,0.0323527947389975,8.714722582467832,2
5648149,0.572268,0.572271,0.5723,1.0,557,0.0766579032044054,0.7,0.8,0.1927716872929575,3.5,1.3,16.43,0.79,50,0.0196983989047106,1.8,0.6,0.0310546331827278,1.4,1.0,16.52,0.57,1.747432001758736,1.7812420017589574,29.577048210394818,0.0367188667785519,10.020081967757116,1.7473048392061834,1.750594839206205,303.9513677791638,0.0432652359386403,5.924906029816659,1
5652736,0.362491,0.362486,0.3625,1.0,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.758690419877344,2.7925804198760606,29.507229272288512,0.0120456109240494,16.504787893492846,0.0,0.0,0.0,0.0,0.0,2
5669410,0.293183,0.293171,0.2932,1.0,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4108409618763456,3.444635961875066,29.590176062667783,0.0119553184678869,11.217981831835822,0.0,0.0,0.0,0.0,0.0,2
5692103,0.583147,0.583144,0.5831,1.0,375,0.0564242848036692,3.2,1.2,0.1422836007872539,19.7,2.2,15.43,1.04,46,0.0438184439128554,6.4,2.0,0.0537769241142653,10.4,2.6,15.72,0.57,1.7148330363580024,1.7176280363580207,357.78175312824646,0.0888170931167057,6.405682514138337,1.714772752925922,1.7534627529261757,25.846471956408603,0.0648922208223341,6.745630539038114,1
5699257,0.540954,0.540968,0.541,1.0,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8485863129792224,1.9256863129797277,12.970168612106988,0.1316357248615515,6.180295377921695,1.8485384666052165,1.9256684666057216,12.965123816847514,0.1092737751154112,4.092557273526372,1
5749985,0.606284,0.606289,0.6063,1.0,340,0.110298811707468,1.0,0.8,0.1270952305296161,1.2,0.8,16.19,0.45,50,0.0279476179094659,1.0,0.7,0.0405857965500039,1.0,1.0,16.15,0.35,1.6493907636232856,1.7171357636237294,14.761236991563198,0.0638616639310574,7.567456233599791,1.649352314008908,1.6526473140089295,303.49013656857323,0.0468634256733757,5.631252222987104,1
5768501,0.601863,0.601855,0.6019,1.0,317,0.0579544540898062,2.4,1.3,0.1413611254884155,14.4,2.6,15.16,0.77,51,0.0282265524496014,2.3,1.3,0.0413202867634405,9.4,1.8,15.21,0.65,1.661506433203779,1.7320614332042412,14.17333994746579,0.0442660048644561,5.380218207247152,1.661524707352552,1.6650497073525752,283.68794326055286,0.0395076751711213,5.5250789515838,1
5785619,0.473237,0.473233,0.4732,1.0,217,0.0252978615794315,3.5,1.1,0.149885560917125,85.8,4.2,14.69,1.11,70,0.0253945240532755,6.4,1.6,0.0814564066924176,85.4,4.1,14.82,0.86,2.1131067131340204,2.180711713131461,14.791805340401712,0.0567074472470637,8.230467068933148,2.1131403731534006,2.116035373153291,345.42314336368145,0.0378236152560471,8.126463900619155,1
5788033,0.271174,0.271172,0.2712,1.0,259,0.2159793735741204,0.7,0.8,0.8077432018914922,2.7,1.8,16.22,0.22,71,0.0767200817585213,1.4,1.3,0.264915400331948,21.2,4.1,16.13,0.24,3.687670258139841,3.755495258137273,14.743826023411096,0.0189262592240057,11.82246527946292,1.8438497523269508,1.897789752327304,18.539117537883737,0.0316548522920887,10.497572962438296,2
