,ID,Frequency,Period,N
0,10533068.0,1.645898904528424,0.6075707306497757,246.0
0,10534584.0,0.6518237013616007,1.5341571622987789,254.0
0,10543030.0,3.228784142404457,0.30971410781747266,294.0
0,10550819.0,0.8512674246056424,1.1747189791307466,219.0
0,10554431.0,1.6808068989018243,0.5949523414339638,152.0
0,10559406.0,2.0552780459144846,0.4865521733119353,241.0
0,10561150.0,8.883945550544672,0.11256259893878912,239.0
0,10569367.0,2.142476615424602,0.4667495518040075,457.0
0,10575954.0,1.6291518809708019,0.6138163124509336,335.0
0,10578950.0,2.9759583629440263,0.33602620670093314,428.0
0,1058132.0,1.5801710045164972,0.6328428993708699,607.0
0,10581384.0,7.000440282908201,0.14284815805679138,105.0
0,10582011.0,2.2914282490644764,0.4364090389512615,208.0
0,10593916.0,1.7863105831234019,0.559813063555543,437.0
0,10594697.0,3.6350350961870213,0.27510050757115173,316.0
0,1059786.0,2.1574561871164017,0.46350883321369934,549.0
0,10598277.0,1.5821725494563377,0.6320423144388503,422.0
0,10601348.0,6.5007479352756015,0.1538284532728317,430.0
0,10606433.0,6.513169398915557,0.15353508234662222,142.0
0,10606728.0,2.3499004456656123,0.425549942698423,409.0
0,10609185.0,5.463262114008709,0.1830408241691048,424.0
0,10614690.0,2.9068536525880058,0.34401456678415454,221.0
0,10617428.0,4.025695727056371,0.2484042679328897,203.0
0,10619285.0,3.077818058058751,0.3249054951060761,218.0
0,10623386.0,2.1250267767073017,0.47058230557898456,385.0
0,10628913.0,3.756355086582712,0.26621551396242865,345.0
0,10634459.0,1.460511328987023,0.6846917104666191,203.0
0,10642127.0,1.002371663858228,0.9976339476226819,210.0
0,10647040.0,1.7836235902899962,0.5606564106036587,383.0
0,10648348.0,5.856062724852875,0.17076319824172026,213.0
0,10650256.0,3.6756126010220513,0.27206349214330616,165.0
0,10655343.0,7.206638893122454,0.1387609417969221,240.0
0,10655742.0,1.9467447217811964,0.5136780332888425,270.0
0,10660789.0,8.05949563666831,0.12407724317763723,237.0
0,10662289.0,8.566624394371852,0.116732093525308,262.0
0,10662468.0,2.246314472670038,0.44517364428114525,301.0
0,10664456.0,7.659559927527875,0.1305558033962338,342.0
0,1066477.0,7.23775291106418,0.13816442924865863,147.0
0,10671227.0,3.0715565216784175,0.3255678327721481,278.0
0,10676064.0,1.3656405942237728,0.7322570844991598,319.0
0,10680443.0,7.054304904546515,0.1417574110463382,142.0
0,10689075.0,1.731914657303339,0.5773956561791793,208.0
0,10689246.0,1.2175190164644332,0.821342407368643,71.0
0,10693572.0,1.3785675907736827,0.7253906204474007,202.0
0,10694800.0,1.583276401826339,0.6316016577058063,207.0
0,10695312.0,1.735380026416934,0.5762426585401674,223.0
0,10696063.0,2.3707090512153086,0.42181473069728437,216.0
0,10698978.0,6.838300302212179,0.1462351689463684,211.0
0,10701503.0,1.924316268920293,0.5196650967156693,216.0
0,10702354.0,1.9936053235672309,0.5016037969895984,233.0
0,10702870.0,0.5406719324483601,1.8495504204770434,218.0
0,10703872.0,1.8485077100118907,0.5409769159110337,188.0
0,10704779.0,0.8716516711552521,1.1472472698579699,182.0
0,1071236.0,5.958201772408446,0.16783587367431102,508.0
0,10714683.0,1.6076102903160863,0.6220413031838589,261.0
0,10716485.0,3.1064785258299583,0.3219079068743377,215.0
0,10718368.0,7.163268774782608,0.13960107200226451,266.0
0,10722333.0,3.491377491011839,0.2864199023377988,193.0
0,1072236.0,8.095869310881987,0.1235197804707469,464.0
0,10722407.0,0.00745144188439333,134.20221421768713,259.0
0,10723388.0,2.029418534818752,0.4927519793689626,447.0
0,10725047.0,2.0673398171217086,0.4837134135946108,319.0
0,10727031.0,7.964283220210773,0.12556057743681487,265.0
0,10732372.0,2.911869532299641,0.3434219799024624,302.0
0,10734049.0,7.066793858545425,0.14150688700092243,381.0
0,10739694.0,1.9227934463895795,0.5200766633970464,240.0
0,10754530.0,1.6246662372247231,0.615511036721126,279.0
0,10754643.0,7.4980425603091865,0.13336814134578137,192.0
0,10761441.0,2.14392401848094,0.4664344404838292,206.0
0,10764932.0,6.859019855971037,0.1457934254453954,192.0
0,10766837.0,3.584942542269365,0.27894449861028264,190.0
0,10768130.0,6.300448728672848,0.15871885369832128,152.0
0,10772300.0,8.181558678733191,0.12222609887274402,208.0
0,10772841.0,11.573763367417703,0.08640231947502798,211.0
0,10774194.0,1.8566319827345366,0.5386097025686006,212.0
0,10776619.0,2.121188486543537,0.47143382417160556,224.0
0,10790955.0,1.6259254222267705,0.615034359097762,191.0
0,10791382.0,1.1717255097800827,0.8534422026773888,144.0
0,10799030.0,3.0085070487733994,0.3323907784785516,234.0
0,10805415.0,1.8886017657180374,0.5294922509086,227.0
0,1080552.0,2.845341660427418,0.3514516424891425,548.0
0,10814550.0,6.800914277555662,0.1470390537490223,260.0
0,10814742.0,1.1585393880565178,0.8631558066208935,257.0
0,10820520.0,2.9540701438680586,0.33851599701373386,368.0
0,10820778.0,6.323842126967641,0.1581317148534687,235.0
0,10823089.0,0.0053853041843524175,185.69053219047643,452.0
0,10824108.0,1.566119845949167,0.63852073810733,190.0
0,10825745.0,4.023949572872496,0.24851206057389782,231.0
0,10826023.0,7.945347269245885,0.12585982287655412,184.0
0,10826695.0,1.6321901126853329,0.6126737272993077,188.0
0,10827224.0,3.0012373173463414,0.3331959103068158,212.0
0,1083678.0,0.0006497560692262472,1539.0391061538462,510.0
0,10838745.0,1.54885581785138,0.6456378886107232,205.0
0,10841805.0,1.656045527588141,0.6038481330017518,193.0
0,1084373.0,1.0020737949424243,0.9979304967828807,353.0
0,10844061.0,1.6528931889215213,0.6049997705250872,186.0
0,10849861.0,2.6861057127553973,0.3722861670154462,144.0
0,108513.0,2.110523186951006,0.4738161637753256,282.0
0,10864743.0,1.7316209337418826,0.5774935960372614,238.0
0,10865234.0,5.683188252048526,0.1759575709355653,236.0
0,10869160.0,3.554444133775172,0.2813379426891993,242.0
0,10876544.0,1.3076696111476973,0.7647191549571408,169.0
0,1087936.0,3.446056284995543,0.2901867866622188,558.0
0,1088918.0,5.589551576136837,0.178905228152692,529.0
0,10890118.0,1.5589878820571257,0.6414418043329969,468.0
0,10890707.0,3.28624538220227,0.30429863984467653,463.0
0,10897439.0,5.658068438159762,0.17673876004321387,477.0
0,10901803.0,6.147744159437749,0.1626612907215476,268.0
0,10904449.0,5.6542254950444315,0.17685888206553424,267.0
0,10913874.0,2.902736905500713,0.3445024583884922,239.0
0,10916176.0,1.926515854462477,0.5190717728502748,230.0
0,10916514.0,0.5623074335284306,1.778386591343967,285.0
0,10917192.0,5.359205117514146,0.18659483600132243,288.0
0,10919784.0,7.1616515333788175,0.13963259666282687,249.0
0,1092244.0,1.539671988659397,0.6494889868527821,590.0
0,10925278.0,2.7859394208858506,0.35894534981741566,211.0
0,10926207.0,1.2799742385913244,0.7812657238324968,279.0
0,10926489.0,2.749039956405055,0.363763355883597,237.0
0,10927229.0,8.144674501610773,0.12277961504811886,271.0
0,10927581.0,1.7329684034611237,0.5770445658459654,249.0
0,10930979.0,1.8586045554679222,0.5380380657402618,309.0
0,10931205.0,5.4091799802696565,0.1848709053216137,163.0
0,10933723.0,1.4958039720068492,0.6685367994165354,213.0
0,10934597.0,1.3900592232765843,0.7193938094542803,213.0
0,10944852.0,1.264599687813568,0.7907640731186262,199.0
0,10946569.0,4.347858495146492,0.22999828561952934,180.0
0,10954700.0,1.6823564906691761,0.5944043403085387,422.0
0,10957462.0,1.8517862432839804,0.5400191321362167,437.0
0,10958834.0,8.828452973413974,0.11327012818796256,450.0
0,10958841.0,7.322134537028792,0.13657219693832398,399.0
0,10965014.0,12.320906183527184,0.08116286132727647,214.0
0,10965798.0,6.84267342530465,0.14614171068020507,200.0
0,10966184.0,1.7537043713303644,0.57022153582328,208.0
0,10968194.0,7.3436440405796,0.13617217752851138,203.0
0,10968761.0,7.246156104132603,0.1380042032809207,179.0
0,10969124.0,2.0462206704866173,0.4887058441073158,194.0
0,10976264.0,1.2917295676606366,0.7741558488988,72.0
0,10976924.0,7.136428650979833,0.14012611194013685,381.0
0,10980498.0,3.58461657459384,0.2789698644724105,309.0
0,10980961.0,1.8117135968192206,0.5519636225922654,376.0
0,10982208.0,2.1564068560628673,0.46373438165828496,364.0
0,10992275.0,0.641487328532336,1.5588772459276912,207.0
0,10993867.0,4.635376209605839,0.21573221994963665,192.0
0,10998598.0,6.141711640458078,0.16282106007917613,192.0
0,10999111.0,2.1648474581661286,0.461926310894493,167.0
0,11002062.0,0.014168996036304744,70.57663065454557,282.0
0,11007728.0,2.726841163496235,0.36672469720159434,268.0
0,11018398.0,3.736132635248656,0.26765645056748516,278.0
0,110206.0,3.871759011092529,0.258280537898928,242.0
0,11021068.0,6.815306277593048,0.14672854883833167,281.0
0,11026198.0,2.7201239937579715,0.3676303000505708,211.0
0,1102647.0,1.60894598237087,0.6215249057189883,559.0
0,11027581.0,1.9717099659341197,0.5071739846515605,215.0
0,11032313.0,1.1543984811740557,0.8662520059650216,256.0
0,1103774.0,0.7171807617358769,1.3943486124468571,554.0
0,11046030.0,3.441129254157117,0.29060227795626464,303.0
0,11047126.0,3.2352005717747367,0.30909984645911126,197.0
0,11050962.0,1.6237394280882607,0.6158623623356663,219.0
0,11057099.0,2.851175210340773,0.35073256682828685,251.0
0,11057731.0,7.735132341861154,0.12928027030490205,287.0
0,11059779.0,1.9530210539185138,0.5120272502918564,127.0
0,11061527.0,1.5875663810521523,0.6298949208897046,102.0
0,11063868.0,1.584133785543032,0.6312598147492989,140.0
0,11068756.0,1.6097805786638617,0.6212026739880367,270.0
0,11075644.0,1.603099277273973,0.6237916853786329,188.0
0,11076412.0,3.393831074866287,0.2946522610997658,246.0
0,11077023.0,7.956182279172512,0.12568842252618748,115.0
0,11080315.0,3.2110502657258717,0.31142458611557916,190.0
0,11090071.0,1.0001441372803845,0.9998558834921769,202.0
0,11094793.0,7.857294006930386,0.12727027894310278,215.0
0,11100516.0,2.682488405262075,0.3727881910089007,249.0
0,11104825.0,3.0583891885451813,0.32696950530212976,238.0
0,11107332.0,2.8458130644913577,0.3513934251260223,232.0
0,11107357.0,1.7266883624773144,0.5791433021331539,241.0
0,11109260.0,1.8166682833631285,0.550458225729982,217.0
0,1111267.0,0.0002501575519779685,3997.4807560000045,533.0
0,11113073.0,3.604520043499169,0.27742944634293876,225.0
0,1111522.0,1.9086065947526498,0.5239424419622721,345.0
0,11116839.0,1.8416238649952503,0.5429990450316949,304.0
0,11117424.0,1.6413924870586807,0.6092388066135028,255.0
0,1111785.0,6.79382934818355,0.1471923930893801,518.0
0,11120205.0,2.848597798693656,0.35104990969893746,284.0
0,11120720.0,1.6427937259035694,0.6087191497216,248.0
0,1112498.0,2.028727715030929,0.4929197706478587,541.0
0,11125438.0,3.7189389207099324,0.2688939026213164,312.0
0,11126244.0,7.210949881779633,0.13867798506362716,230.0
0,1113422.0,2.5890805757612747,0.3862374965699811,384.0
0,11134934.0,1.7485777826876692,0.571893346639084,261.0
0,11135399.0,1.5895248284020331,0.6291188298111147,240.0
0,11135735.0,3.3330423613739457,0.30002618976249085,247.0
0,11139551.0,6.144977427720093,0.16273452779321593,212.0
0,11142378.0,4.812513170808314,0.20779163910984977,226.0
0,11143366.0,1.5017257234909203,0.6659005598408438,241.0
0,11147762.0,7.456938531211809,0.13410329129231705,298.0
0,11149695.0,7.208003822038267,0.13873466561470574,202.0
0,11150338.0,6.354672780411185,0.15736451498849544,217.0
0,11151226.0,1.756936059881517,0.5691726767036914,216.0
0,11152402.0,3.212053361194821,0.31132733100922694,199.0
0,11155096.0,2.7121791202021517,0.3687072113162884,164.0
0,11157808.0,3.212053361194821,0.31132733100922694,173.0
0,11164967.0,3.1073884524537156,0.32181364361136144,204.0
0,11166089.0,2.624327455999329,0.3810500087227894,220.0
0,11175527.0,1.4520867583731336,0.6886640858293925,200.0
0,11178050.0,2.0664957220315925,0.4839109945104992,215.0
0,11187857.0,3.6342104680200085,0.27516292983020885,343.0
0,11202454.0,1.017996670323542,0.9823214840989389,218.0
0,11206727.0,1.586598047718734,0.630279358680565,253.0
0,11212840.0,8.292908877661583,0.12058494971452983,336.0
0,11214551.0,1.7145647385093175,0.5832384030418258,276.0
0,11215595.0,1.8282634991517344,0.5469671086601977,338.0
0,1122328.0,5.0031510395593705e-05,19987.403780000022,536.0
0,11224124.0,1.7226460002620965,0.580502320179452,318.0
0,11231236.0,6.054198324513976,0.1651746352528481,146.0
0,11233410.0,7.070553624457743,0.14143164073332268,183.0
0,11236739.0,6.842218837169314,0.14615142014570653,148.0
0,11238522.0,4.640927924405277,0.21547415005979595,147.0
0,1124773.0,3.0135287658866448,0.33183688548789364,169.0
0,11248827.0,2.7737744811307197,0.36051957605160223,205.0
0,11250867.0,2.541979991124606,0.39339412721245953,182.0
0,11256803.0,2.9410674548638003,0.34001260268486755,251.0
0,11265995.0,2.0032319009422634,0.4991933283059382,232.0
0,11266154.0,1.6909613316522925,0.5913795787529145,249.0
0,11266259.0,3.0135026573788894,0.3318397604698941,244.0
0,11266421.0,0.39271927831299924,2.5463481301343065,241.0
0,1126681.0,7.763938585244003,0.12880060667926732,187.0
0,11268582.0,0.7290009654521027,1.3717402958168,242.0
0,11269883.0,3.193837262385327,0.31310299111894857,198.0
0,1127427.0,1.613245433131811,0.6198684834078154,184.0
0,11281747.0,3.204261060353776,0.31208443418452053,188.0
0,1128811.0,3.191280259338306,0.31335386388387726,144.0
0,11288427.0,7.176042325951842,0.13935257828448752,248.0
0,11289127.0,2.075505259248965,0.48181039076810456,248.0
0,11290149.0,3.026520864725501,0.33041239254456545,246.0
0,11293454.0,1.7586523515634056,0.5686172136926441,307.0
0,11296138.0,1.6170379111123427,0.6184146909160039,263.0
0,11296222.0,2.8219148927125226,0.3543692981607837,258.0
0,11303365.0,3.545624111237598,0.2820377932422596,285.0
0,1130401.0,2.959199604517683,0.3379292152085121,151.0
0,11316846.0,2.1773619239821245,0.45927137284146324,177.0
0,11320938.0,7.353690753125076,0.1359861372434016,222.0
0,11321453.0,1.9502442008665426,0.512756299726811,210.0
0,11323391.0,1.5531414476264378,0.6438563606220368,189.0
0,11324733.0,1.6852622434027085,0.5933794600304476,169.0
0,11325737.0,1.726176091757557,0.5793151722903429,155.0
0,1132871.0,1.796517389648477,0.5566325189847837,144.0
0,11337303.0,7.186547852432871,0.13914886820957698,199.0
0,11339944.0,1.8090614858655287,0.5527728094446492,205.0
0,11348055.0,3.8013660311312805,0.2630633282379286,231.0
0,11354297.0,1.3284927372966808,0.7527327563979589,196.0
0,11355976.0,6.954210668078251,0.14379777198730495,239.0
0,11363653.0,6.818196364288172,0.1466663537644242,316.0
0,11363998.0,1.5345454593343961,0.651658765738844,230.0
0,11364592.0,3.138738115928846,0.3185993743552798,331.0
0,11365460.0,6.637105860366006,0.15066808049146507,104.0
0,11365516.0,3.056947842246783,0.3271236709308799,295.0
0,11366353.0,3.7478795737957094,0.2668175378397332,260.0
0,11368047.0,1.9554067914579765,0.5114025400588832,290.0
0,11372153.0,2.1995460620519323,0.4546392627336529,267.0
0,11375661.0,3.414587760246065,0.2928611212288587,235.0
0,11375941.0,9.30179397519031,0.10750614372530654,280.0
0,11376378.0,7.67678410525206,0.13026287912875542,272.0
0,11378426.0,1.4022955158695487,0.7131164499088557,294.0
0,11379304.0,9.275955886731168,0.1078056010842456,224.0
0,11382007.0,1.5563741532986075,0.6425190227430737,278.0
0,11385463.0,4.517438382301737,0.22136439180172665,223.0
0,11395106.0,7.04496865933689,0.14194527305308485,257.0
0,11400604.0,22.414094839482654,0.04461478400807379,277.0
0,11401230.0,5.7406862464198785,0.1741952019453493,256.0
0,11408555.0,1.602928089456433,0.6238583044228195,254.0
0,11410670.0,1.674710270063104,0.597118210759118,252.0
0,11413263.0,1.5075678937966432,0.663320042908058,218.0
0,11417615.0,7.71051152436461,0.12969308156016351,253.0
0,11420083.0,3.3568800627829662,0.29789565945080754,246.0
0,11422873.0,3.121278327829934,0.32038155363583004,175.0
0,11425991.0,1.8515554894818076,0.5400864330994848,233.0
0,11426705.0,2.178015815531092,0.4591334887787112,232.0
0,11428827.0,2.7988896503098566,0.35728453956349904,262.0
0,11430673.0,3.2102378316193887,0.3115034001999643,278.0
0,11432150.0,3.640436499315412,0.27469233433629486,252.0
0,11437675.0,7.3588419656300275,0.13589094651992367,100.0
0,11438295.0,0.9716062601526687,1.0292235044295308,185.0
0,11438674.0,1.6825984429770737,0.594318866853739,255.0
0,11441597.0,1.7992843768550708,0.5557765147429767,209.0
0,114416.0,6.500247548008867,0.15384029494481585,279.0
0,11445136.0,3.2206349611401444,0.31049777825363595,239.0
0,11446564.0,1.8752392071789519,0.5332653008595992,241.0
0,11448655.0,2.053844900837324,0.4868916828102813,257.0
0,11450924.0,2.0698806992054535,0.48311963118640655,223.0
0,11453870.0,1.689943641875465,0.5917357095353905,191.0
0,11454283.0,2.818431876224344,0.354807227535203,198.0
0,1145534.0,1.8622373644741346,0.5369884736913673,310.0
0,11457648.0,2.4827497520627233,0.4027792165397169,199.0
0,11457713.0,1.4059926994301868,0.7112412464198958,211.0
0,11458251.0,0.8201071766256784,1.2193528218037166,226.0
0,11458415.0,1.1424770851161326,0.8752910785062706,158.0
0,11461785.0,0.14442043951070332,6.924227646640611,163.0
0,11462986.0,2.237467416915787,0.44693388267456396,192.0
0,11464031.0,3.4293221416526576,0.29160281790210596,197.0
0,11476683.0,2.731013494396963,0.36616443018375155,213.0
0,11485975.0,3.3605097032079323,0.297573906436099,219.0
0,11488770.0,2.653844717319456,0.3768117981710929,258.0
0,11491234.0,1.6726800201580672,0.5978429753142509,263.0
0,11492977.0,1.7635719877571359,0.567031006923496,220.0
0,11493311.0,7.3364610502994045,0.1363055011324826,199.0
0,11493567.0,2.7499036680023576,0.36364910219798385,225.0
0,1149510.0,0.19127143612705394,5.228172173788354,104.0
0,11496529.0,2.791094726736929,0.3582823579653639,158.0
0,11496577.0,6.419142770498947,0.15578404091521272,93.0
0,1152390.0,2.0456127265842974,0.488851084569546,145.0
0,11525189.0,1.5058574893735135,0.664073464492336,184.0
0,11529554.0,1.3382973787960455,0.747218081604267,237.0
0,11534086.0,1.4247312429709265,0.7018867628078023,193.0
